Identificador_Agricultor,dano_na_plantacao
SCROP83104,0
SCROP83105,1
SCROP83106,0
SCROP83107,0
SCROP83108,1
SCROP83109,0
SCROP83110,0
SCROP83111,1
SCROP83112,0
SCROP83113,1
SCROP83114,0
SCROP83115,1
SCROP83116,1
SCROP83117,2
SCROP83118,0
SCROP83119,0
SCROP83120,0
SCROP83121,0
SCROP83122,0
SCROP83123,1
SCROP83124,2
SCROP83125,0
SCROP83126,1
SCROP83127,0
SCROP83128,0
SCROP83129,2
SCROP83130,1
SCROP83131,1
SCROP83132,2
SCROP83133,0
SCROP83134,0
SCROP83135,0
SCROP83136,0
SCROP83137,0
SCROP83138,0
SCROP83139,2
SCROP83140,0
SCROP83141,0
SCROP83142,1
SCROP83143,2
SCROP83144,0
SCROP83145,1
SCROP83146,2
SCROP83147,0
SCROP83148,1
SCROP83149,0
SCROP83150,0
SCROP83151,1
SCROP83152,1
SCROP83153,1
SCROP83154,1
SCROP83155,0
SCROP83156,1
SCROP83157,0
SCROP83158,0
SCROP83159,0
SCROP83160,1
SCROP83161,0
SCROP83162,1
SCROP83163,1
SCROP83164,0
SCROP83165,1
SCROP83166,0
SCROP83167,0
SCROP83168,0
SCROP83169,1
SCROP83170,0
SCROP83171,2
SCROP83172,0
SCROP83173,1
SCROP83174,1
SCROP83175,0
SCROP83176,1
SCROP83177,1
SCROP83178,2
SCROP83179,0
SCROP83180,0
SCROP83181,2
SCROP83182,0
SCROP83183,0
SCROP83184,2
SCROP83185,1
SCROP83186,1
SCROP83187,1
SCROP83188,0
SCROP83189,1
SCROP83190,1
SCROP83191,0
SCROP83192,1
SCROP83193,0
SCROP83194,0
SCROP83195,1
SCROP83196,1
SCROP83197,0
SCROP83198,0
SCROP83199,0
SCROP83200,0
SCROP83201,2
SCROP83202,0
SCROP83203,1
SCROP83204,0
SCROP83205,2
SCROP83206,0
SCROP83207,0
SCROP83208,0
SCROP83209,0
SCROP83210,0
SCROP83211,0
SCROP83212,0
SCROP83213,2
SCROP83214,1
SCROP83215,1
SCROP83216,1
SCROP83217,1
SCROP83218,2
SCROP83219,1
SCROP83220,1
SCROP83221,1
SCROP83222,0
SCROP83223,2
SCROP83224,2
SCROP83225,0
SCROP83226,2
SCROP83227,0
SCROP83228,0
SCROP83229,0
SCROP83230,0
SCROP83231,1
SCROP83232,0
SCROP83233,0
SCROP83234,0
SCROP83235,0
SCROP83236,1
SCROP83237,2
SCROP83238,2
SCROP83239,0
SCROP83240,1
SCROP83241,0
SCROP83242,0
SCROP83243,0
SCROP83244,0
SCROP83245,0
SCROP83246,2
SCROP83247,0
SCROP83248,1
SCROP83249,0
SCROP83250,0
SCROP83251,1
SCROP83252,1
SCROP83253,0
SCROP83254,0
SCROP83255,0
SCROP83256,2
SCROP83257,1
SCROP83258,1
SCROP83259,2
SCROP83260,2
SCROP83261,0
SCROP83262,0
SCROP83263,0
SCROP83264,0
SCROP83265,1
SCROP83266,1
SCROP83267,2
SCROP83268,1
SCROP83269,0
SCROP83270,0
SCROP83271,2
SCROP83272,1
SCROP83273,1
SCROP83274,0
SCROP83275,1
SCROP83276,0
SCROP83277,0
SCROP83278,2
SCROP83279,0
SCROP83280,1
SCROP83281,2
SCROP83282,0
SCROP83283,0
SCROP83284,0
SCROP83285,0
SCROP83286,1
SCROP83287,1
SCROP83288,1
SCROP83289,0
SCROP83290,1
SCROP83291,1
SCROP83292,1
SCROP83293,2
SCROP83294,0
SCROP83295,2
SCROP83296,1
SCROP83297,1
SCROP83298,0
SCROP83299,0
SCROP83300,1
SCROP83301,2
SCROP83302,0
SCROP83303,0
SCROP83304,1
SCROP83305,1
SCROP83306,2
SCROP83307,1
SCROP83308,1
SCROP83309,0
SCROP83310,1
SCROP83311,0
SCROP83312,1
SCROP83313,0
SCROP83314,1
SCROP83315,0
SCROP83316,1
SCROP83317,0
SCROP83318,1
SCROP83319,1
SCROP83320,0
SCROP83321,1
SCROP83322,1
SCROP83323,1
SCROP83324,2
SCROP83325,2
SCROP83326,1
SCROP83327,2
SCROP83328,0
SCROP83329,0
SCROP83330,2
SCROP83331,1
SCROP83332,1
SCROP83333,0
SCROP83334,1
SCROP83335,1
SCROP83336,0
SCROP83337,1
SCROP83338,1
SCROP83339,1
SCROP83340,1
SCROP83341,1
SCROP83342,1
SCROP83343,1
SCROP83344,1
SCROP83345,1
SCROP83346,1
SCROP83347,0
SCROP83348,0
SCROP83349,0
SCROP83350,0
SCROP83351,0
SCROP83352,0
SCROP83353,0
SCROP83354,0
SCROP83355,0
SCROP83356,0
SCROP83357,0
SCROP83358,0
SCROP83359,0
SCROP83360,0
SCROP83361,0
SCROP83362,0
SCROP83363,0
SCROP83364,0
SCROP83365,0
SCROP83366,0
SCROP83367,0
SCROP83368,0
SCROP83369,0
SCROP83370,0
SCROP83371,0
SCROP83372,0
SCROP83373,0
SCROP83374,0
SCROP83375,0
SCROP83376,0
SCROP83377,0
SCROP83378,0
SCROP83379,0
SCROP83380,0
SCROP83381,0
SCROP83382,0
SCROP83383,0
SCROP83384,0
SCROP83385,0
SCROP83386,0
SCROP83387,0
SCROP83388,0
SCROP83389,1
SCROP83390,0
SCROP83391,0
SCROP83392,0
SCROP83393,0
SCROP83394,0
SCROP83395,0
SCROP83396,0
SCROP83397,2
SCROP83398,0
SCROP83399,0
SCROP83400,0
SCROP83401,0
SCROP83402,0
SCROP83403,0
SCROP83404,0
SCROP83405,0
SCROP83406,0
SCROP83407,0
SCROP83408,0
SCROP83409,0
SCROP83410,1
SCROP83411,0
SCROP83412,0
SCROP83413,0
SCROP83414,0
SCROP83415,0
SCROP83416,0
SCROP83417,0
SCROP83418,0
SCROP83419,0
SCROP83420,1
SCROP83421,0
SCROP83422,0
SCROP83423,0
SCROP83424,0
SCROP83425,0
SCROP83426,0
SCROP83427,0
SCROP83428,0
SCROP83429,0
SCROP83430,0
SCROP83431,0
SCROP83432,0
SCROP83433,0
SCROP83434,0
SCROP83435,0
SCROP83436,0
SCROP83437,0
SCROP83438,1
SCROP83439,0
SCROP83440,0
SCROP83441,0
SCROP83442,0
SCROP83443,0
SCROP83444,0
SCROP83445,0
SCROP83446,0
SCROP83447,0
SCROP83448,0
SCROP83449,0
SCROP83450,0
SCROP83451,1
SCROP83452,0
SCROP83453,0
SCROP83454,0
SCROP83455,1
SCROP83456,0
SCROP83457,2
SCROP83458,0
SCROP83459,2
SCROP83460,0
SCROP83461,0
SCROP83462,0
SCROP83463,0
SCROP83464,0
SCROP83465,0
SCROP83466,0
SCROP83467,0
SCROP83468,0
SCROP83469,0
SCROP83470,0
SCROP83471,2
SCROP83472,0
SCROP83473,0
SCROP83474,0
SCROP83475,0
SCROP83476,0
SCROP83477,0
SCROP83478,1
SCROP83479,1
SCROP83480,1
SCROP83481,0
SCROP83482,0
SCROP83483,0
SCROP83484,0
SCROP83485,0
SCROP83486,0
SCROP83487,0
SCROP83488,0
SCROP83489,0
SCROP83490,0
SCROP83491,0
SCROP83492,0
SCROP83493,1
SCROP83494,1
SCROP83495,0
SCROP83496,0
SCROP83497,0
SCROP83498,0
SCROP83499,0
SCROP83500,0
SCROP83501,0
SCROP83502,0
SCROP83503,1
SCROP83504,0
SCROP83505,0
SCROP83506,0
SCROP83507,0
SCROP83508,0
SCROP83509,0
SCROP83510,0
SCROP83511,0
SCROP83512,0
SCROP83513,0
SCROP83514,0
SCROP83515,1
SCROP83516,0
SCROP83517,0
SCROP83518,0
SCROP83519,0
SCROP83520,0
SCROP83521,0
SCROP83522,0
SCROP83523,0
SCROP83524,0
SCROP83525,2
SCROP83526,0
SCROP83527,0
SCROP83528,0
SCROP83529,1
SCROP83530,0
SCROP83531,1
SCROP83532,0
SCROP83533,0
SCROP83534,0
SCROP83535,0
SCROP83536,0
SCROP83537,0
SCROP83538,0
SCROP83539,0
SCROP83540,0
SCROP83541,0
SCROP83542,0
SCROP83543,0
SCROP83544,1
SCROP83545,1
SCROP83546,0
SCROP83547,0
SCROP83548,1
SCROP83549,0
SCROP83550,0
SCROP83551,0
SCROP83552,0
SCROP83553,0
SCROP83554,2
SCROP83555,0
SCROP83556,0
SCROP83557,0
SCROP83558,1
SCROP83559,0
SCROP83560,0
SCROP83561,1
SCROP83562,0
SCROP83563,2
SCROP83564,0
SCROP83565,0
SCROP83566,0
SCROP83567,1
SCROP83568,0
SCROP83569,2
SCROP83570,1
SCROP83571,0
SCROP83572,0
SCROP83573,0
SCROP83574,0
SCROP83575,1
SCROP83576,0
SCROP83577,0
SCROP83578,0
SCROP83579,1
SCROP83580,0
SCROP83581,1
SCROP83582,0
SCROP83583,0
SCROP83584,2
SCROP83585,0
SCROP83586,1
SCROP83587,0
SCROP83588,1
SCROP83589,0
SCROP83590,1
SCROP83591,0
SCROP83592,0
SCROP83593,0
SCROP83594,0
SCROP83595,0
SCROP83596,0
SCROP83597,0
SCROP83598,0
SCROP83599,0
SCROP83600,0
SCROP83601,0
SCROP83602,1
SCROP83603,0
SCROP83604,0
SCROP83605,0
SCROP83606,2
SCROP83607,1
SCROP83608,2
SCROP83609,1
SCROP83610,0
SCROP83611,0
SCROP83612,0
SCROP83613,0
SCROP83614,0
SCROP83615,0
SCROP83616,0
SCROP83617,0
SCROP83618,1
SCROP83619,1
SCROP83620,0
SCROP83621,2
SCROP83622,0
SCROP83623,0
SCROP83624,0
SCROP83625,0
SCROP83626,0
SCROP83627,1
SCROP83628,0
SCROP83629,1
SCROP83630,0
SCROP83631,1
SCROP83632,0
SCROP83633,0
SCROP83634,1
SCROP83635,0
SCROP83636,0
SCROP83637,0
SCROP83638,0
SCROP83639,0
SCROP83640,0
SCROP83641,0
SCROP83642,1
SCROP83643,1
SCROP83644,2
SCROP83645,0
SCROP83646,0
SCROP83647,1
SCROP83648,2
SCROP83649,0
SCROP83650,0
SCROP83651,0
SCROP83652,0
SCROP83653,1
SCROP83654,0
SCROP83655,0
SCROP83656,0
SCROP83657,2
SCROP83658,0
SCROP83659,0
SCROP83660,0
SCROP83661,0
SCROP83662,0
SCROP83663,0
SCROP83664,0
SCROP83665,0
SCROP83666,0
SCROP83667,0
SCROP83668,0
SCROP83669,0
SCROP83670,1
SCROP83671,0
SCROP83672,0
SCROP83673,0
SCROP83674,0
SCROP83675,0
SCROP83676,1
SCROP83677,0
SCROP83678,0
SCROP83679,0
SCROP83680,2
SCROP83681,1
SCROP83682,0
SCROP83683,0
SCROP83684,1
SCROP83685,0
SCROP83686,0
SCROP83687,0
SCROP83688,0
SCROP83689,1
SCROP83690,0
SCROP83691,0
SCROP83692,0
SCROP83693,0
SCROP83694,0
SCROP83695,0
SCROP83696,0
SCROP83697,0
SCROP83698,0
SCROP83699,0
SCROP83700,0
SCROP83701,0
SCROP83702,1
SCROP83703,0
SCROP83704,0
SCROP83705,0
SCROP83706,0
SCROP83707,0
SCROP83708,0
SCROP83709,0
SCROP83710,1
SCROP83711,0
SCROP83712,1
SCROP83713,0
SCROP83714,1
SCROP83715,1
SCROP83716,0
SCROP83717,1
SCROP83718,2
SCROP83719,0
SCROP83720,1
SCROP83721,1
SCROP83722,0
SCROP83723,1
SCROP83724,0
SCROP83725,1
SCROP83726,1
SCROP83727,0
SCROP83728,0
SCROP83729,0
SCROP83730,0
SCROP83731,0
SCROP83732,0
SCROP83733,1
SCROP83734,0
SCROP83735,0
SCROP83736,0
SCROP83737,0
SCROP83738,0
SCROP83739,0
SCROP83740,1
SCROP83741,1
SCROP83742,1
SCROP83743,1
SCROP83744,1
SCROP83745,0
SCROP83746,0
SCROP83747,1
SCROP83748,1
SCROP83749,1
SCROP83750,1
SCROP83751,1
SCROP83752,1
SCROP83753,2
SCROP83754,1
SCROP83755,2
SCROP83756,1
SCROP83757,2
SCROP83758,2
SCROP83759,1
SCROP83760,2
SCROP83761,2
SCROP83762,2
SCROP83763,2
SCROP83764,1
SCROP83765,2
SCROP83766,2
SCROP83767,1
SCROP83768,2
SCROP83769,2
SCROP83770,2
SCROP83771,2
SCROP83772,2
SCROP83773,1
SCROP83774,0
SCROP83775,0
SCROP83776,0
SCROP83777,0
SCROP83778,0
SCROP83779,0
SCROP83780,0
SCROP83781,0
SCROP83782,0
SCROP83783,0
SCROP83784,0
SCROP83785,0
SCROP83786,0
SCROP83787,0
SCROP83788,0
SCROP83789,0
SCROP83790,0
SCROP83791,0
SCROP83792,0
SCROP83793,0
SCROP83794,1
SCROP83795,0
SCROP83796,0
SCROP83797,0
SCROP83798,0
SCROP83799,0
SCROP83800,1
SCROP83801,0
SCROP83802,0
SCROP83803,0
SCROP83804,0
SCROP83805,0
SCROP83806,0
SCROP83807,0
SCROP83808,0
SCROP83809,0
SCROP83810,0
SCROP83811,1
SCROP83812,1
SCROP83813,0
SCROP83814,0
SCROP83815,0
SCROP83816,2
SCROP83817,0
SCROP83818,0
SCROP83819,0
SCROP83820,1
SCROP83821,1
SCROP83822,1
SCROP83823,2
SCROP83824,2
SCROP83825,0
SCROP83826,0
SCROP83827,0
SCROP83828,0
SCROP83829,1
SCROP83830,2
SCROP83831,1
SCROP83832,1
SCROP83833,2
SCROP83834,0
SCROP83835,0
SCROP83836,1
SCROP83837,1
SCROP83838,2
SCROP83839,0
SCROP83840,0
SCROP83841,2
SCROP83842,0
SCROP83843,1
SCROP83844,0
SCROP83845,0
SCROP83846,0
SCROP83847,2
SCROP83848,1
SCROP83849,0
SCROP83850,1
SCROP83851,1
SCROP83852,0
SCROP83853,0
SCROP83854,0
SCROP83855,0
SCROP83856,0
SCROP83857,0
SCROP83858,0
SCROP83859,0
SCROP83860,1
SCROP83861,2
SCROP83862,0
SCROP83863,1
SCROP83864,0
SCROP83865,0
SCROP83866,1
SCROP83867,0
SCROP83868,0
SCROP83869,1
SCROP83870,2
SCROP83871,0
SCROP83872,2
SCROP83873,2
SCROP83874,0
SCROP83875,0
SCROP83876,1
SCROP83877,0
SCROP83878,1
SCROP83879,2
SCROP83880,1
SCROP83881,2
SCROP83882,0
SCROP83883,1
SCROP83884,2
SCROP83885,0
SCROP83886,0
SCROP83887,0
SCROP83888,0
SCROP83889,1
SCROP83890,0
SCROP83891,0
SCROP83892,0
SCROP83893,1
SCROP83894,1
SCROP83895,0
SCROP83896,0
SCROP83897,0
SCROP83898,0
SCROP83899,2
SCROP83900,1
SCROP83901,1
SCROP83902,0
SCROP83903,1
SCROP83904,0
SCROP83905,0
SCROP83906,2
SCROP83907,2
SCROP83908,2
SCROP83909,2
SCROP83910,0
SCROP83911,1
SCROP83912,2
SCROP83913,0
SCROP83914,0
SCROP83915,0
SCROP83916,0
SCROP83917,1
SCROP83918,1
SCROP83919,0
SCROP83920,1
SCROP83921,0
SCROP83922,2
SCROP83923,2
SCROP83924,0
SCROP83925,1
SCROP83926,2
SCROP83927,2
SCROP83928,0
SCROP83929,1
SCROP83930,2
SCROP83931,1
SCROP83932,1
SCROP83933,2
SCROP83934,0
SCROP83935,1
SCROP83936,2
SCROP83937,2
SCROP83938,0
SCROP83939,0
SCROP83940,2
SCROP83941,2
SCROP83942,2
SCROP83943,1
SCROP83944,1
SCROP83945,1
SCROP83946,0
SCROP83947,1
SCROP83948,0
SCROP83949,1
SCROP83950,1
SCROP83951,2
SCROP83952,0
SCROP83953,0
SCROP83954,1
SCROP83955,0
SCROP83956,2
SCROP83957,1
SCROP83958,1
SCROP83959,0
SCROP83960,2
SCROP83961,1
SCROP83962,1
SCROP83963,1
SCROP83964,2
SCROP83965,1
SCROP83966,2
SCROP83967,0
SCROP83968,2
SCROP83969,0
SCROP83970,2
SCROP83971,1
SCROP83972,2
SCROP83973,2
SCROP83974,1
SCROP83975,1
SCROP83976,1
SCROP83977,2
SCROP83978,2
SCROP83979,2
SCROP83980,0
SCROP83981,1
SCROP83982,0
SCROP83983,2
SCROP83984,2
SCROP83985,1
SCROP83986,2
SCROP83987,0
SCROP83988,2
SCROP83989,0
SCROP83990,2
SCROP83991,2
SCROP83992,2
SCROP83993,1
SCROP83994,1
SCROP83995,2
SCROP83996,1
SCROP83997,2
SCROP83998,2
SCROP83999,2
SCROP84000,0
SCROP84001,0
SCROP84002,2
SCROP84003,0
SCROP84004,1
SCROP84005,2
SCROP84006,1
SCROP84007,1
SCROP84008,1
SCROP84009,1
SCROP84010,2
SCROP84011,0
SCROP84012,2
SCROP84013,0
SCROP84014,0
SCROP84015,0
SCROP84016,2
SCROP84017,1
SCROP84018,1
SCROP84019,1
SCROP84020,1
SCROP84021,1
SCROP84022,1
SCROP84023,2
SCROP84024,0
SCROP84025,2
SCROP84026,0
SCROP84027,0
SCROP84028,0
SCROP84029,0
SCROP84030,1
SCROP84031,1
SCROP84032,0
SCROP84033,1
SCROP84034,0
SCROP84035,1
SCROP84036,1
SCROP84037,1
SCROP84038,1
SCROP84039,0
SCROP84040,2
SCROP84041,2
SCROP84042,1
SCROP84043,2
SCROP84044,2
SCROP84045,1
SCROP84046,1
SCROP84047,0
SCROP84048,0
SCROP84049,0
SCROP84050,1
SCROP84051,1
SCROP84052,1
SCROP84053,2
SCROP84054,1
SCROP84055,1
SCROP84056,1
SCROP84057,1
SCROP84058,2
SCROP84059,2
SCROP84060,1
SCROP84061,1
SCROP84062,1
SCROP84063,2
SCROP84064,1
SCROP84065,1
SCROP84066,1
SCROP84067,0
SCROP84068,1
SCROP84069,1
SCROP84070,0
SCROP84071,1
SCROP84072,0
SCROP84073,0
SCROP84074,0
SCROP84075,0
SCROP84076,1
SCROP84077,2
SCROP84078,1
SCROP84079,1
SCROP84080,2
SCROP84081,2
SCROP84082,0
SCROP84083,0
SCROP84084,2
SCROP84085,1
SCROP84086,2
SCROP84087,0
SCROP84088,2
SCROP84089,1
SCROP84090,2
SCROP84091,2
SCROP84092,1
SCROP84093,1
SCROP84094,1
SCROP84095,2
SCROP84096,1
SCROP84097,2
SCROP84098,2
SCROP84099,1
SCROP84100,1
SCROP84101,1
SCROP84102,0
SCROP84103,1
SCROP84104,1
SCROP84105,1
SCROP84106,2
SCROP84107,1
SCROP84108,0
SCROP84109,0
SCROP84110,2
SCROP84111,1
SCROP84112,1
SCROP84113,1
SCROP84114,2
SCROP84115,1
SCROP84116,1
SCROP84117,2
SCROP84118,2
SCROP84119,2
SCROP84120,2
SCROP84121,2
SCROP84122,2
SCROP84123,2
SCROP84124,0
SCROP84125,2
SCROP84126,1
SCROP84127,1
SCROP84128,2
SCROP84129,0
SCROP84130,1
SCROP84131,2
SCROP84132,1
SCROP84133,1
SCROP84134,1
SCROP84135,0
SCROP84136,2
SCROP84137,1
SCROP84138,1
SCROP84139,0
SCROP84140,1
SCROP84141,1
SCROP84142,1
SCROP84143,2
SCROP84144,1
SCROP84145,1
SCROP84146,2
SCROP84147,1
SCROP84148,1
SCROP84149,2
SCROP84150,1
SCROP84151,2
SCROP84152,1
SCROP84153,1
SCROP84154,1
SCROP84155,2
SCROP84156,1
SCROP84157,1
SCROP84158,1
SCROP84159,2
SCROP84160,1
SCROP84161,1
SCROP84162,0
SCROP84163,0
SCROP84164,0
SCROP84165,0
SCROP84166,0
SCROP84167,0
SCROP84168,0
SCROP84169,0
SCROP84170,0
SCROP84171,0
SCROP84172,0
SCROP84173,0
SCROP84174,0
SCROP84175,0
SCROP84176,0
SCROP84177,0
SCROP84178,1
SCROP84179,0
SCROP84180,0
SCROP84181,0
SCROP84182,0
SCROP84183,0
SCROP84184,0
SCROP84185,0
SCROP84186,0
SCROP84187,2
SCROP84188,0
SCROP84189,0
SCROP84190,0
SCROP84191,0
SCROP84192,2
SCROP84193,0
SCROP84194,0
SCROP84195,2
SCROP84196,0
SCROP84197,0
SCROP84198,0
SCROP84199,0
SCROP84200,0
SCROP84201,0
SCROP84202,0
SCROP84203,0
SCROP84204,0
SCROP84205,2
SCROP84206,0
SCROP84207,0
SCROP84208,0
SCROP84209,0
SCROP84210,0
SCROP84211,1
SCROP84212,0
SCROP84213,1
SCROP84214,0
SCROP84215,0
SCROP84216,0
SCROP84217,1
SCROP84218,1
SCROP84219,0
SCROP84220,0
SCROP84221,0
SCROP84222,2
SCROP84223,0
SCROP84224,0
SCROP84225,1
SCROP84226,0
SCROP84227,0
SCROP84228,0
SCROP84229,0
SCROP84230,1
SCROP84231,0
SCROP84232,1
SCROP84233,1
SCROP84234,0
SCROP84235,0
SCROP84236,0
SCROP84237,0
SCROP84238,0
SCROP84239,0
SCROP84240,0
SCROP84241,0
SCROP84242,0
SCROP84243,0
SCROP84244,0
SCROP84245,0
SCROP84246,0
SCROP84247,2
SCROP84248,1
SCROP84249,0
SCROP84250,0
SCROP84251,2
SCROP84252,0
SCROP84253,1
SCROP84254,0
SCROP84255,0
SCROP84256,1
SCROP84257,1
SCROP84258,1
SCROP84259,2
SCROP84260,0
SCROP84261,0
SCROP84262,0
SCROP84263,2
SCROP84264,1
SCROP84265,1
SCROP84266,1
SCROP84267,1
SCROP84268,0
SCROP84269,2
SCROP84270,0
SCROP84271,1
SCROP84272,1
SCROP84273,0
SCROP84274,0
SCROP84275,2
SCROP84276,0
SCROP84277,0
SCROP84278,2
SCROP84279,1
SCROP84280,0
SCROP84281,0
SCROP84282,0
SCROP84283,2
SCROP84284,0
SCROP84285,1
SCROP84286,2
SCROP84287,2
SCROP84288,0
SCROP84289,1
SCROP84290,2
SCROP84291,1
SCROP84292,1
SCROP84293,0
SCROP84294,0
SCROP84295,1
SCROP84296,1
SCROP84297,2
SCROP84298,0
SCROP84299,1
SCROP84300,1
SCROP84301,1
SCROP84302,2
SCROP84303,0
SCROP84304,1
SCROP84305,1
SCROP84306,1
SCROP84307,0
SCROP84308,2
SCROP84309,0
SCROP84310,0
SCROP84311,0
SCROP84312,2
SCROP84313,0
SCROP84314,1
SCROP84315,1
SCROP84316,2
SCROP84317,0
SCROP84318,1
SCROP84319,2
SCROP84320,1
SCROP84321,1
SCROP84322,1
SCROP84323,1
SCROP84324,1
SCROP84325,0
SCROP84326,1
SCROP84327,0
SCROP84328,1
SCROP84329,2
SCROP84330,1
SCROP84331,0
SCROP84332,0
SCROP84333,1
SCROP84334,1
SCROP84335,1
SCROP84336,0
SCROP84337,1
SCROP84338,1
SCROP84339,2
SCROP84340,2
SCROP84341,2
SCROP84342,2
SCROP84343,1
SCROP84344,1
SCROP84345,1
SCROP84346,0
SCROP84347,0
SCROP84348,2
SCROP84349,0
SCROP84350,1
SCROP84351,0
SCROP84352,0
SCROP84353,2
SCROP84354,1
SCROP84355,0
SCROP84356,2
SCROP84357,0
SCROP84358,0
SCROP84359,1
SCROP84360,0
SCROP84361,0
SCROP84362,2
SCROP84363,1
SCROP84364,0
SCROP84365,1
SCROP84366,1
SCROP84367,0
SCROP84368,0
SCROP84369,2
SCROP84370,0
SCROP84371,2
SCROP84372,2
SCROP84373,1
SCROP84374,1
SCROP84375,1
SCROP84376,1
SCROP84377,0
SCROP84378,1
SCROP84379,0
SCROP84380,0
SCROP84381,2
SCROP84382,1
SCROP84383,0
SCROP84384,0
SCROP84385,1
SCROP84386,1
SCROP84387,1
SCROP84388,1
SCROP84389,2
SCROP84390,2
SCROP84391,1
SCROP84392,0
SCROP84393,2
SCROP84394,2
SCROP84395,1
SCROP84396,0
SCROP84397,1
SCROP84398,0
SCROP84399,2
SCROP84400,1
SCROP84401,1
SCROP84402,1
SCROP84403,0
SCROP84404,0
SCROP84405,0
SCROP84406,1
SCROP84407,1
SCROP84408,0
SCROP84409,2
SCROP84410,1
SCROP84411,2
SCROP84412,0
SCROP84413,1
SCROP84414,1
SCROP84415,2
SCROP84416,1
SCROP84417,1
SCROP84418,0
SCROP84419,2
SCROP84420,1
SCROP84421,1
SCROP84422,1
SCROP84423,1
SCROP84424,2
SCROP84425,0
SCROP84426,1
SCROP84427,1
SCROP84428,1
SCROP84429,1
SCROP84430,1
SCROP84431,1
SCROP84432,2
SCROP84433,0
SCROP84434,0
SCROP84435,1
SCROP84436,1
SCROP84437,2
SCROP84438,1
SCROP84439,0
SCROP84440,2
SCROP84441,1
SCROP84442,2
SCROP84443,0
SCROP84444,2
SCROP84445,2
SCROP84446,0
SCROP84447,2
SCROP84448,2
SCROP84449,1
SCROP84450,0
SCROP84451,1
SCROP84452,0
SCROP84453,1
SCROP84454,0
SCROP84455,1
SCROP84456,2
SCROP84457,1
SCROP84458,1
SCROP84459,0
SCROP84460,0
SCROP84461,1
SCROP84462,1
SCROP84463,0
SCROP84464,0
SCROP84465,1
SCROP84466,1
SCROP84467,0
SCROP84468,1
SCROP84469,0
SCROP84470,0
SCROP84471,1
SCROP84472,0
SCROP84473,1
SCROP84474,1
SCROP84475,1
SCROP84476,1
SCROP84477,0
SCROP84478,1
SCROP84479,1
SCROP84480,1
SCROP84481,0
SCROP84482,0
SCROP84483,1
SCROP84484,0
SCROP84485,0
SCROP84486,0
SCROP84487,0
SCROP84488,0
SCROP84489,0
SCROP84490,0
SCROP84491,0
SCROP84492,0
SCROP84493,0
SCROP84494,0
SCROP84495,0
SCROP84496,0
SCROP84497,0
SCROP84498,0
SCROP84499,0
SCROP84500,0
SCROP84501,0
SCROP84502,0
SCROP84503,0
SCROP84504,0
SCROP84505,0
SCROP84506,0
SCROP84507,0
SCROP84508,0
SCROP84509,0
SCROP84510,0
SCROP84511,0
SCROP84512,0
SCROP84513,0
SCROP84514,0
SCROP84515,0
SCROP84516,0
SCROP84517,0
SCROP84518,0
SCROP84519,0
SCROP84520,0
SCROP84521,0
SCROP84522,0
SCROP84523,0
SCROP84524,0
SCROP84525,0
SCROP84526,0
SCROP84527,0
SCROP84528,0
SCROP84529,0
SCROP84530,0
SCROP84531,0
SCROP84532,0
SCROP84533,0
SCROP84534,0
SCROP84535,0
SCROP84536,0
SCROP84537,0
SCROP84538,0
SCROP84539,0
SCROP84540,0
SCROP84541,0
SCROP84542,0
SCROP84543,0
SCROP84544,0
SCROP84545,0
SCROP84546,0
SCROP84547,0
SCROP84548,0
SCROP84549,0
SCROP84550,0
SCROP84551,1
SCROP84552,0
SCROP84553,0
SCROP84554,0
SCROP84555,0
SCROP84556,0
SCROP84557,1
SCROP84558,0
SCROP84559,0
SCROP84560,1
SCROP84561,0
SCROP84562,0
SCROP84563,0
SCROP84564,0
SCROP84565,0
SCROP84566,0
SCROP84567,0
SCROP84568,0
SCROP84569,0
SCROP84570,0
SCROP84571,0
SCROP84572,0
SCROP84573,0
SCROP84574,1
SCROP84575,0
SCROP84576,0
SCROP84577,0
SCROP84578,0
SCROP84579,0
SCROP84580,0
SCROP84581,0
SCROP84582,1
SCROP84583,0
SCROP84584,0
SCROP84585,0
SCROP84586,0
SCROP84587,0
SCROP84588,0
SCROP84589,0
SCROP84590,0
SCROP84591,0
SCROP84592,0
SCROP84593,0
SCROP84594,1
SCROP84595,1
SCROP84596,0
SCROP84597,0
SCROP84598,0
SCROP84599,1
SCROP84600,0
SCROP84601,0
SCROP84602,2
SCROP84603,0
SCROP84604,0
SCROP84605,0
SCROP84606,0
SCROP84607,0
SCROP84608,0
SCROP84609,0
SCROP84610,0
SCROP84611,0
SCROP84612,0
SCROP84613,1
SCROP84614,0
SCROP84615,0
SCROP84616,1
SCROP84617,1
SCROP84618,1
SCROP84619,0
SCROP84620,0
SCROP84621,1
SCROP84622,0
SCROP84623,1
SCROP84624,1
SCROP84625,1
SCROP84626,0
SCROP84627,0
SCROP84628,0
SCROP84629,0
SCROP84630,0
SCROP84631,0
SCROP84632,1
SCROP84633,1
SCROP84634,0
SCROP84635,1
SCROP84636,0
SCROP84637,1
SCROP84638,0
SCROP84639,2
SCROP84640,0
SCROP84641,0
SCROP84642,0
SCROP84643,1
SCROP84644,1
SCROP84645,2
SCROP84646,0
SCROP84647,0
SCROP84648,0
SCROP84649,0
SCROP84650,0
SCROP84651,0
SCROP84652,1
SCROP84653,0
SCROP84654,0
SCROP84655,0
SCROP84656,1
