,Insect_Estimate,CultivationType,Soil_Type,Category_Pesticide,Doses_Week,Weeks_Using,Weeks_Without,Predicted_Damage_In_Plantation
4479,3895,1,0,3,10,50.0,0,0
4481,3896,1,1,3,10,60.0,0,0
4483,151,0,0,2,50,17.0,0,0
4484,168,0,0,2,15,14.0,4,0
4485,188,0,0,2,30,12.0,6,0
4486,209,0,0,2,20,17.0,3,0
4487,209,0,0,2,35,17.0,6,0
4488,232,0,0,2,20,21.0,4,0
4489,232,0,0,2,30,18.0,5,0
4490,283,0,0,2,30,20.0,6,0
4492,312,0,0,2,40,15.0,8,0
4493,311,0,0,2,40,21.0,10,0
4494,312,0,0,2,50,29.0,0,0
4495,375,0,0,2,5,26.0,4,0
4496,375,0,0,2,35,26.0,4,0
4497,411,0,0,2,20,18.0,9,0
4498,410,0,0,2,20,29.0,1,0
4500,410,0,0,2,30,25.0,0,0
4501,411,0,0,2,40,28.0,3,0
4502,410,0,0,2,60,26.0,1,0
4503,410,0,0,2,60,28.0,0,0
4504,448,0,0,2,15,11.0,16,0
4505,448,0,0,2,20,18.0,9,0
4506,448,0,0,2,25,17.0,10,0
4507,448,0,0,2,30,6.0,16,0
4508,448,0,0,2,30,25.0,4,0
4509,448,0,0,2,35,24.0,6,0
4510,488,0,0,2,5,19.0,12,0
4511,488,0,0,2,15,10.0,12,0
4513,488,0,0,2,20,15.0,15,0
4514,488,0,0,2,20,18.0,10,0
4516,488,0,0,2,20,21.0,7,0
4517,488,0,0,2,25,31.0,0,0
4519,488,0,0,2,40,27.0,5,0
4520,488,0,0,2,50,26.0,9,0
4521,488,0,0,2,60,25.0,4,0
4522,531,0,0,2,15,13.0,14,0
4523,531,0,0,2,20,23.0,11,0
4524,531,0,0,2,20,24.0,7,0
4525,531,0,0,2,20,24.0,10,0
4526,531,0,0,2,20,31.0,2,0
4527,531,0,0,2,25,15.0,17,0
4528,531,0,0,2,25,24.0,10,0
4529,531,0,0,2,25,30.0,2,0
4530,531,0,0,2,30,20.0,16,0
4531,531,0,0,2,30,27.0,5,0
4532,531,0,0,2,35,27.0,6,0
4533,531,0,0,2,45,29.0,3,0
4534,531,0,0,2,50,23.0,16,0
4535,531,0,0,2,55,19.0,15,0
4537,577,0,0,2,10,20.0,11,0
4538,577,0,0,2,10,22.0,13,0
4539,577,0,0,2,10,29.0,5,0
4541,577,0,0,2,30,16.0,14,0
4542,577,0,0,2,35,32.0,3,0
4543,577,0,0,2,40,28.0,6,0
4544,577,0,0,2,40,29.0,5,0
4546,577,0,0,2,50,29.0,6,0
4547,577,0,0,2,60,22.0,6,0
4548,625,0,0,2,15,14.0,20,0
4549,625,0,0,2,15,30.0,2,0
4550,625,0,0,2,20,14.0,17,0
4551,625,0,0,2,20,16.0,18,0
4552,625,0,0,2,20,20.0,14,0
4553,626,0,0,2,20,22.0,8,0
4554,625,0,0,2,20,26.0,12,0
4555,625,0,0,2,25,22.0,12,0
4556,625,0,0,2,25,34.0,1,0
4557,625,0,0,2,35,23.0,1,0
4558,625,0,0,2,40,27.0,3,0
4559,625,0,0,2,45,17.0,14,0
4560,625,0,0,2,45,33.0,3,0
4561,626,0,0,2,50,25.0,13,0
4562,626,0,0,2,60,20.0,11,0
4563,626,0,0,2,60,26.0,5,0
4564,625,0,0,2,80,30.0,0,0
4565,677,0,0,2,10,9.0,21,0
4566,677,0,0,2,10,29.0,6,0
4567,677,0,0,2,15,14.0,20,0
4568,677,0,0,2,15,21.0,11,0
4569,677,0,0,2,15,33.0,1,0
4570,677,0,0,2,20,12.0,18,0
4571,677,0,0,2,20,16.0,19,0
4572,677,0,0,2,20,19.0,17,0
4573,677,0,0,2,20,25.0,17,0
4574,677,0,0,2,60,27.0,11,0
4575,677,0,0,2,60,29.0,11,0
4576,677,0,0,2,80,23.0,11,0
4577,731,0,0,2,5,11.0,20,0
4579,731,0,0,2,10,17.0,17,0
4581,731,0,0,2,20,36.0,2,0
4582,732,0,0,2,25,28.0,2,0
4583,731,0,0,2,30,16.0,16,0
4584,731,0,0,2,40,20.0,2,0
4585,731,0,0,2,40,29.0,5,0
4586,731,0,0,2,50,33.0,4,0
4587,790,0,0,2,5,15.0,15,0
4588,789,0,0,2,10,24.0,11,0
4589,789,0,0,2,10,24.0,15,0
4590,789,0,0,2,20,11.0,23,0
4591,790,0,0,2,20,19.0,17,0
4592,790,0,0,2,20,19.0,18,0
4593,789,0,0,2,20,20.0,9,0
4594,790,0,0,2,20,30.0,11,0
4596,789,0,0,2,20,35.0,6,0
4597,790,0,0,2,40,19.0,17,0
4598,789,0,0,2,40,21.0,14,0
4600,789,0,0,2,60,27.0,11,0
4601,790,0,0,2,60,34.0,11,0
4602,789,0,0,2,60,36.0,1,0
4603,789,0,0,2,30,20.0,13,0
4606,851,0,0,2,5,13.0,24,0
4607,850,0,0,2,5,20.0,8,0
4608,851,0,0,2,10,14.0,22,0
4610,851,0,0,2,10,23.0,9,0
4611,851,0,0,2,10,28.0,6,0
4612,851,0,0,2,15,15.0,19,0
4613,850,0,0,2,20,12.0,21,0
4615,851,0,0,2,20,30.0,7,0
4616,851,0,0,2,20,34.0,9,0
4617,851,0,0,2,25,32.0,10,0
4618,851,0,0,2,25,37.0,0,0
4619,851,0,0,2,30,21.0,11,0
4620,850,0,0,2,30,26.0,12,0
4621,851,0,0,2,30,34.0,4,0
4622,851,0,0,2,30,35.0,8,0
4623,851,0,0,2,40,20.0,19,0
4624,851,0,0,2,40,28.0,9,0
4625,851,0,0,2,50,20.0,24,0
4626,851,0,0,2,50,42.0,0,0
4627,851,0,0,2,60,22.0,12,0
4628,851,0,0,2,60,30.0,14,0
4629,851,0,0,2,80,33.0,8,0
4630,851,0,0,2,90,32.0,9,0
4631,851,0,0,2,30,33.0,6,0
4632,915,0,0,2,20,31.0,8,0
4633,915,0,0,2,15,30.0,7,0
4634,916,0,0,2,15,30.0,9,0
4635,915,0,0,2,15,38.0,1,0
4636,916,0,0,2,20,22.0,16,0
4637,915,0,0,2,20,30.0,13,0
4638,915,0,0,2,25,26.0,15,0
4639,916,0,0,2,25,34.0,6,0
4640,915,0,0,2,30,24.0,19,0
4641,916,0,0,2,40,19.0,22,0
4642,915,0,0,2,40,29.0,10,0
4643,916,0,0,2,40,30.0,10,0
4644,916,0,0,2,40,32.0,9,0
4645,916,0,0,2,40,33.0,10,0
4646,916,0,0,2,40,37.0,6,0
4647,915,0,0,2,50,25.0,17,0
4648,916,0,0,2,60,17.0,8,0
4649,916,0,0,2,70,27.0,13,0
4650,916,0,0,2,60,30.0,10,0
4651,915,0,0,2,40,35.0,3,0
4652,915,0,0,2,50,38.0,1,0
4653,984,0,0,2,10,26.0,12,0
4654,984,0,0,2,15,22.0,16,0
4656,984,0,0,2,20,21.0,18,0
4657,984,0,0,2,20,25.0,8,0
4658,984,0,0,2,20,25.0,11,0
4660,984,0,0,2,20,28.0,2,0
4661,984,0,0,2,20,28.0,13,0
4662,984,0,0,2,25,33.0,14,0
4663,984,0,0,2,30,28.0,12,0
4664,984,0,0,2,35,37.0,1,0
4665,984,0,0,2,40,14.0,26,0
4666,984,0,0,2,40,15.0,16,0
4667,984,0,0,2,40,19.0,18,0
4668,984,0,0,2,40,20.0,11,0
4669,984,0,0,2,40,23.0,12,0
4670,984,0,0,2,40,26.0,15,0
4671,984,0,0,2,40,35.0,6,0
4672,984,0,0,2,40,40.0,2,0
4673,984,0,0,2,60,30.0,10,0
4674,984,0,0,2,60,37.0,6,0
4675,984,0,0,2,30,30.0,11,0
4676,984,0,0,2,20,37.0,3,0
4678,1056,0,0,2,40,20.0,12,0
4679,1056,0,0,2,5,37.0,0,0
4680,1056,0,0,2,10,17.0,12,0
4681,1056,0,0,2,10,27.0,12,0
4683,1056,0,0,2,20,22.0,16,0
4684,1056,0,0,2,20,24.0,1,0
4685,1056,0,0,2,20,25.0,10,0
4686,1056,0,0,2,20,30.0,11,0
4687,1056,0,0,2,20,39.0,1,0
4688,1056,0,0,2,25,11.0,0,0
4689,1056,0,0,2,30,18.0,15,0
4690,1056,0,0,2,30,23.0,16,0
4691,1056,0,0,2,30,42.0,2,0
4692,1056,0,0,2,35,28.0,13,0
4693,1056,0,0,2,40,16.0,23,0
4694,1056,0,0,2,40,32.0,3,0
4695,1056,0,0,2,45,19.0,20,0
4696,1056,0,0,2,50,29.0,10,0
4697,1056,0,0,2,50,34.0,9,0
4698,1056,0,0,2,50,35.0,6,0
4699,1056,0,0,2,50,40.0,2,0
4700,1056,0,0,2,60,19.0,17,0
4701,1056,0,0,2,60,21.0,17,0
4702,1056,0,0,2,60,29.0,12,0
4703,1056,0,0,2,60,33.0,4,0
4704,1056,0,0,2,80,27.0,14,0
4705,1132,0,0,2,5,25.0,14,0
4707,1132,0,0,2,10,20.0,20,0
4708,1132,0,0,2,10,29.0,10,0
4709,1132,0,0,2,10,49.0,0,0
4711,1132,0,0,2,20,14.0,21,0
4712,1132,0,0,2,20,15.0,28,0
4713,1132,0,0,2,20,26.0,10,0
4714,1132,0,0,2,30,20.0,18,0
4715,1132,0,0,2,30,36.0,5,0
4716,1132,0,0,2,40,11.0,2,0
4717,1132,0,0,2,40,11.0,21,0
4718,1132,0,0,2,40,15.0,23,0
4719,1132,0,0,2,40,30.0,15,0
4720,1132,0,0,2,40,34.0,10,0
4721,1132,0,0,2,40,40.0,0,0
4722,1132,0,0,2,60,29.0,10,0
4723,1132,0,0,2,20,30.0,8,0
4724,1132,0,0,2,20,17.0,25,0
4725,1212,0,0,2,5,31.0,18,0
4726,1212,0,0,2,10,18.0,20,0
4728,1212,0,0,2,10,30.0,19,0
4729,1212,0,0,2,10,38.0,3,0
4730,1212,0,0,2,20,13.0,20,0
4731,1212,0,0,2,20,20.0,10,0
4733,1212,0,0,2,20,23.0,9,0
4735,1212,0,0,2,20,35.0,1,0
4737,1212,0,0,2,25,25.0,16,0
4738,1212,0,0,2,30,32.0,15,0
4739,1212,0,0,2,40,39.0,10,0
4740,1212,0,0,2,40,42.0,1,0
4741,1212,0,0,2,50,17.0,19,0
4742,1212,0,0,2,50,36.0,6,0
4744,1212,0,0,2,60,36.0,5,0
4745,1212,0,0,2,65,33.0,5,0
4746,1296,0,0,2,5,38.0,5,0
4748,1297,0,0,2,5,15.0,28,0
4750,1297,0,0,2,15,8.0,30,0
4751,1296,0,0,2,15,37.0,10,0
4752,1297,0,0,2,20,9.0,30,0
4753,1296,0,0,2,20,12.0,28,0
4754,1296,0,0,2,20,21.0,24,0
4756,1296,0,0,2,20,34.0,9,0
4758,1297,0,0,2,20,36.0,9,0
4759,1296,0,0,2,20,37.0,4,0
4760,1296,0,0,2,20,42.0,10,0
4761,1296,0,0,2,25,35.0,5,0
4762,1296,0,0,2,30,27.0,14,0
4763,1296,0,0,2,30,30.0,13,0
4764,1297,0,0,2,30,35.0,10,0
4765,1297,0,0,2,40,12.0,28,0
4766,1297,0,0,2,40,20.0,14,0
4767,1296,0,0,2,40,30.0,12,0
4769,1297,0,0,2,40,34.0,14,0
4770,1297,0,0,2,40,35.0,5,0
4771,1296,0,0,2,40,36.0,10,0
4772,1296,0,0,2,40,37.0,8,0
4773,1296,0,0,2,50,19.0,15,0
4774,1296,0,0,2,50,30.0,13,0
4775,1297,0,0,2,50,28.0,7,0
4776,1385,0,0,2,5,28.0,16,0
4777,1385,0,0,2,10,16.0,23,0
4778,1385,0,0,2,10,19.0,26,0
4780,1385,0,0,2,15,25.0,15,0
4781,1385,0,0,2,15,27.0,21,0
4782,1385,0,0,2,20,20.0,27,0
4784,1385,0,0,2,20,27.0,19,0
4785,1385,0,0,2,20,31.0,10,0
4786,1385,0,0,2,20,40.0,11,0
4788,1385,0,0,2,25,30.0,13,0
4789,1385,0,0,2,30,38.0,5,0
4790,1385,0,0,2,30,42.0,3,0
4791,1385,0,0,2,30,45.0,0,0
4792,1385,0,0,2,40,17.0,25,0
4794,1385,0,0,2,40,33.0,4,0
4795,1385,0,0,2,50,20.0,26,0
4796,1385,0,0,2,50,31.0,5,0
4797,1385,0,0,2,60,27.0,17,0
4798,1385,0,0,2,85,45.0,3,0
4799,1385,0,0,2,20,26.0,15,0
4800,1385,0,0,2,30,25.0,16,0
4801,1478,0,0,2,30,24.0,20,0
4804,1478,0,0,2,10,32.0,9,0
4805,1478,0,0,2,15,12.0,2,0
4806,1478,0,0,2,15,25.0,17,0
4807,1478,0,0,2,15,26.0,13,0
4808,1478,0,0,2,20,9.0,32,0
4809,1478,0,0,2,20,14.0,30,0
4810,1478,0,0,2,20,18.0,0,0
4811,1478,0,0,2,20,23.0,18,0
4812,1478,0,0,2,20,40.0,12,0
4813,1478,0,0,2,25,11.0,23,0
4814,1478,0,0,2,25,36.0,10,0
4815,1478,0,0,2,30,10.0,26,0
4816,1478,0,0,2,30,22.0,22,0
4817,1478,0,0,2,30,25.0,22,0
4818,1478,0,0,2,30,29.0,17,0
4819,1478,0,0,2,30,34.0,14,0
4820,1478,0,0,2,40,19.0,31,0
4821,1478,0,0,2,40,28.0,21,0
4822,1478,0,0,2,40,30.0,6,0
4823,1478,0,0,2,50,40.0,1,0
4824,1478,0,0,2,60,38.0,10,0
4826,1478,0,0,2,60,40.0,13,0
4827,1478,0,0,2,60,47.0,5,0
4828,1478,0,0,2,20,31.0,16,0
4829,1478,0,0,2,10,10.0,15,0
4830,1478,0,0,2,15,31.0,10,0
4831,1478,0,0,2,20,23.0,22,0
4832,1576,0,0,2,5,40.0,3,0
4833,1576,0,0,2,5,45.0,0,0
4834,1576,0,0,2,15,22.0,21,0
4835,1576,0,0,2,15,36.0,11,0
4836,1576,0,0,2,15,37.0,12,0
4837,1576,0,0,2,20,12.0,27,0
4838,1576,0,0,2,20,20.0,23,0
4839,1576,0,0,2,20,26.0,21,0
4840,1576,0,0,2,20,41.0,4,0
4841,1576,0,0,2,20,42.0,0,0
4843,1576,0,0,2,20,46.0,1,0
4844,1575,0,0,2,25,20.0,23,0
4845,1576,0,0,2,25,22.0,18,0
4847,1575,0,0,2,30,26.0,15,0
4848,1575,0,0,2,30,43.0,6,0
4849,1576,0,0,2,30,44.0,4,0
4850,1575,0,0,2,50,40.0,8,0
4852,1575,0,0,2,40,21.0,25,0
4853,1576,0,0,2,20,28.0,13,0
4854,1576,0,0,2,25,46.0,1,0
4855,1678,0,0,2,5,17.0,30,0
4856,1678,0,0,2,15,17.0,30,0
4857,1678,0,0,2,15,30.0,14,0
4858,1678,0,0,2,15,35.0,12,0
4859,1678,0,0,2,15,39.0,5,0
4860,1678,0,0,2,20,18.0,32,0
4862,1678,0,0,2,20,30.0,7,0
4863,1678,0,0,2,20,33.0,16,0
4864,1678,0,0,2,20,39.0,14,0
4866,1678,0,0,2,20,48.0,0,0
4867,1678,0,0,2,25,16.0,32,0
4868,1678,0,0,2,30,38.0,4,0
4869,1678,0,0,2,40,21.0,1,0
4870,1678,0,0,2,40,22.0,21,0
4871,1678,0,0,2,50,46.0,1,0
4872,1678,0,0,2,60,46.0,4,0
4873,1678,0,0,2,30,29.0,19,0
4874,1678,0,0,2,40,40.0,5,0
4875,1786,0,0,2,15,18.0,30,0
4876,1786,0,0,2,15,28.0,17,0
4877,1786,0,0,2,20,10.0,20,0
4878,1786,0,0,2,20,20.0,28,0
4879,1786,0,0,2,20,29.0,20,0
4880,1785,0,0,2,25,28.0,18,0
4881,1786,0,0,2,30,46.0,7,0
4883,1785,0,0,2,40,13.0,10,0
4884,1785,0,0,2,40,30.0,15,0
4885,1785,0,0,2,40,36.0,10,0
4886,1785,0,0,2,40,43.0,8,0
4887,1785,0,0,2,60,31.0,16,0
4888,1786,0,0,2,60,39.0,10,0
4889,1785,0,0,2,60,49.0,0,0
4890,1786,0,0,2,40,21.0,27,0
4891,1785,0,0,2,40,50.0,3,0
4892,1898,0,0,2,5,12.0,36,0
4893,1898,0,0,2,5,14.0,33,0
4894,1898,0,0,2,10,20.0,21,0
4896,1898,0,0,2,15,30.0,16,0
4897,1898,0,0,2,15,31.0,18,0
4898,1898,0,0,2,20,19.0,30,0
4900,1898,0,0,2,20,28.0,10,0
4901,1898,0,0,2,20,42.0,0,0
4902,1898,0,0,2,20,52.0,6,0
4903,1898,0,0,2,25,30.0,18,0
4904,1898,0,0,2,30,16.0,17,0
4905,1898,0,0,2,30,17.0,33,0
4906,1898,0,0,2,30,34.0,17,0
4907,1898,0,0,2,30,48.0,2,0
4908,1898,0,0,2,40,38.0,10,0
4910,1898,0,0,2,50,45.0,8,0
4911,1898,0,0,2,20,43.0,4,0
4912,1898,0,0,2,10,39.0,11,0
4914,1898,0,0,2,20,41.0,5,0
4916,1898,0,0,2,40,40.0,10,0
4917,2015,0,0,2,10,14.0,37,0
4918,2015,0,0,2,15,11.0,37,0
4919,2015,0,0,2,15,40.0,11,0
4920,2015,0,0,2,15,43.0,10,0
4921,2015,0,0,2,15,49.0,6,0
4923,2016,0,0,2,20,21.0,30,0
4924,2015,0,0,2,20,22.0,25,0
4925,2016,0,0,2,20,39.0,13,0
4926,2015,0,0,2,25,25.0,12,0
4927,2016,0,0,2,25,32.0,7,0
4928,2016,0,0,2,25,32.0,11,0
4929,2015,0,0,2,25,53.0,0,0
4930,2016,0,0,2,30,30.0,20,0
4931,2016,0,0,2,30,31.0,22,0
4932,2015,0,0,2,30,36.0,10,0
4933,2015,0,0,2,30,48.0,3,0
4935,2016,0,0,2,40,30.0,14,0
4936,2016,0,0,2,40,30.0,22,0
4937,2015,0,0,2,10,42.0,8,0
4938,2015,0,0,2,20,40.0,2,0
4939,2139,0,0,2,40,46.0,5,0
4940,2138,0,0,2,10,25.0,23,0
4941,2138,0,0,2,15,31.0,19,0
4942,2139,0,0,2,20,14.0,36,0
4943,2138,0,0,2,20,20.0,28,0
4944,2138,0,0,2,20,33.0,20,0
4945,2139,0,0,2,20,36.0,16,0
4946,2138,0,0,2,20,42.0,4,0
4947,2138,0,0,2,20,46.0,8,0
4948,2138,0,0,2,20,48.0,5,0
4949,2138,0,0,2,25,34.0,10,0
4950,2139,0,0,2,30,43.0,0,0
4952,2139,0,0,2,35,30.0,22,0
4954,2139,0,0,2,40,32.0,22,0
4955,2139,0,0,2,40,33.0,17,0
4956,2139,0,0,2,40,34.0,15,0
4957,2138,0,0,2,40,38.0,9,0
4958,2139,0,0,2,50,49.0,3,0
4959,2138,0,0,2,60,46.0,10,0
4960,2138,0,0,2,20,14.0,34,0
4962,2139,0,0,2,10,20.0,28,0
4963,2138,0,0,2,40,40.0,14,0
4965,2267,0,0,2,10,25.0,24,0
4966,2267,0,0,2,10,29.0,26,0
4967,2267,0,0,2,15,15.0,29,0
4968,2267,0,0,2,15,48.0,9,0
4969,2267,0,0,2,20,23.0,16,0
4970,2267,0,0,2,20,28.0,24,0
4972,2267,0,0,2,20,38.0,10,0
4973,2267,0,0,2,20,41.0,13,0
4974,2267,0,0,2,20,52.0,3,0
4975,2267,0,0,2,30,35.0,15,0
4976,2267,0,0,2,35,23.0,29,0
4977,2267,0,0,2,40,19.0,36,0
4978,2267,0,0,2,40,34.0,19,0
4979,2267,0,0,2,40,44.0,8,0
4980,2267,0,0,2,40,55.0,4,0
4981,2267,0,0,2,40,27.0,23,0
4982,2267,0,0,2,20,47.0,6,0
4983,2267,0,0,2,20,48.0,6,0
4984,2267,0,0,2,40,27.0,17,0
4985,2267,0,0,2,20,29.0,22,0
4986,2267,0,0,2,30,41.0,14,0
4987,2401,0,0,2,40,33.0,20,0
4988,2401,0,0,2,5,11.0,33,0
4989,2401,0,0,2,10,15.0,40,0
4990,2402,0,0,2,10,30.0,30,0
4991,2401,0,0,2,15,5.0,35,0
4992,2401,0,0,2,20,21.0,32,0
4993,2401,0,0,2,20,25.0,28,0
4994,2402,0,0,2,20,38.0,15,0
4995,2402,0,0,2,20,40.0,10,0
4996,2401,0,0,2,20,55.0,0,0
4997,2401,0,0,2,30,23.0,30,0
4998,2402,0,0,2,30,37.0,13,0
4999,2402,0,0,2,40,22.0,28,0
5000,2401,0,0,2,40,26.0,23,0
5001,2402,0,0,2,40,35.0,5,0
5002,2401,0,0,2,40,48.0,6,0
5003,2401,0,0,2,40,50.0,1,0
5004,2401,0,0,2,50,30.0,22,0
5005,2402,0,0,2,60,43.0,17,0
5006,2401,0,0,2,60,51.0,1,0
5007,2402,0,0,2,80,27.0,30,0
5008,2402,0,0,2,20,42.0,14,0
5009,2402,0,0,2,20,39.0,15,0
5011,2401,0,0,2,20,49.0,5,0
5013,2402,0,0,2,20,45.0,7,0
5014,2541,0,0,2,20,48.0,7,0
5015,2542,0,0,2,5,50.0,3,0
5016,2541,0,0,2,20,23.0,13,0
5018,2542,0,0,2,20,37.0,13,0
5019,2542,0,0,2,20,38.0,15,0
5020,2542,0,0,2,40,24.0,24,0
5021,2542,0,0,2,20,17.0,39,0
5022,2541,0,0,2,20,18.0,29,0
5023,2542,0,0,2,15,22.0,31,0
5024,2541,0,0,2,40,40.0,15,0
5025,2541,0,0,2,50,27.0,22,0
5026,2542,0,0,2,20,48.0,15,0
5028,2687,0,0,2,30,45.0,12,0
5029,2688,0,0,2,10,22.0,25,0
5030,2688,0,0,2,10,32.0,15,0
5031,2688,0,0,2,10,35.0,12,0
5032,2687,0,0,2,20,5.0,39,0
5033,2687,0,0,2,20,25.0,27,0
5034,2688,0,0,2,20,37.0,15,0
5035,2688,0,0,2,20,50.0,4,0
5036,2687,0,0,2,25,30.0,19,0
5037,2688,0,0,2,25,37.0,17,0
5038,2688,0,0,2,30,50.0,12,0
5039,2688,0,0,2,40,17.0,37,0
5041,2688,0,0,2,40,37.0,17,0
5042,2688,0,0,2,15,35.0,11,0
5043,2688,0,0,2,15,31.0,20,0
5044,2688,0,0,2,20,44.0,3,0
5045,2688,0,0,2,35,37.0,10,0
5046,2688,0,0,2,55,50.0,4,0
5047,2840,0,0,2,5,35.0,23,0
5052,2840,0,0,2,20,25.0,29,0
5053,2840,0,0,2,20,27.0,31,0
5054,2840,0,0,2,20,50.0,4,0
5055,2840,0,0,2,30,55.0,2,0
5056,2840,0,0,2,40,41.0,9,0
5057,2840,0,0,2,50,43.0,11,0
5058,2840,0,0,2,60,40.0,19,0
5060,2840,0,0,2,20,40.0,8,0
5061,2840,0,0,2,40,25.0,24,0
5062,2840,0,0,2,20,11.0,32,0
5063,2999,0,0,2,5,32.0,10,0
5064,2999,0,0,2,10,30.0,19,0
5065,2999,0,0,2,10,48.0,4,0
5066,2999,0,0,2,15,14.0,40,0
5067,2999,0,0,2,20,15.0,31,0
5068,2999,0,0,2,20,53.0,1,0
5069,2999,0,0,2,20,55.0,7,0
5070,2999,0,0,2,60,27.0,31,0
5071,2999,0,0,2,40,30.0,25,0
5072,2999,0,0,2,20,53.0,1,0
5073,2999,0,0,2,10,42.0,14,0
5074,3164,0,0,2,10,27.0,30,0
5075,3165,0,0,2,10,47.0,10,0
5076,3164,0,0,2,15,21.0,4,0
5077,3164,0,0,2,15,40.0,12,0
5078,3165,0,0,2,20,20.0,30,0
5079,3164,0,0,2,20,40.0,6,0
5080,3164,0,0,2,25,60.0,6,0
5081,3165,0,0,2,40,40.0,15,0
5082,3164,0,0,2,10,25.0,28,0
5083,3164,0,0,2,10,55.0,10,0
5084,3164,0,0,2,20,45.0,10,0
5085,3337,0,0,2,15,52.0,3,0
5086,3336,0,0,2,20,13.0,38,0
5087,3336,0,0,2,20,38.0,21,0
5088,3337,0,0,2,20,40.0,19,0
5089,3337,0,0,2,20,40.0,20,0
5090,3336,0,0,2,20,42.0,14,0
5091,3337,0,0,2,25,18.0,43,0
5092,3337,0,0,2,40,58.0,4,1
5093,3336,0,0,2,40,63.0,3,0
5094,3337,0,0,2,60,40.0,20,0
5095,3337,0,0,2,20,49.0,6,0
5096,3515,0,0,2,5,5.0,42,0
5097,3516,0,0,2,10,7.0,39,0
5098,3516,0,0,2,15,30.0,27,0
5100,3516,0,0,2,20,40.0,9,0
5101,3702,0,0,2,40,38.0,19,0
5102,3702,0,0,2,10,44.0,18,0
5103,3702,0,0,2,15,30.0,28,0
5104,3702,0,0,2,20,27.0,16,0
5105,3702,0,0,2,20,40.0,20,0
5106,3702,0,0,2,20,47.0,16,0
5107,3702,0,0,2,40,31.0,20,0
5108,3702,0,0,2,5,40.0,18,0
5109,3702,0,0,2,10,40.0,21,0
5110,3702,0,0,2,15,10.0,48,1
5111,3702,0,0,2,20,39.0,23,0
5112,3895,0,0,2,10,20.0,9,0
5113,3895,0,0,2,20,28.0,35,0
5114,3895,0,0,2,20,30.0,19,0
5115,3896,0,0,2,30,55.0,9,0
5116,3896,0,0,2,20,8.0,28,0
5117,3895,0,0,2,20,33.0,24,0
5118,3896,0,0,2,10,35.0,14,0
5119,3896,0,0,2,20,50.0,14,0
5120,4096,0,0,2,15,43.0,15,0
5121,4097,0,0,2,20,35.0,27,1
5124,4097,0,0,2,5,25.0,30,0
5125,4096,0,0,2,40,54.0,12,0
5126,150,0,1,2,40,16.0,3,0
5127,150,0,1,2,40,22.0,0,0
5128,151,0,1,2,45,13.0,5,0
5129,168,0,1,2,20,20.0,4,0
5130,168,0,1,2,35,23.0,0,0
5131,168,0,1,2,45,18.0,3,0
5132,188,0,1,2,15,14.0,7,0
5133,209,0,1,2,20,21.0,0,0
5134,232,0,1,2,30,15.0,9,0
5135,232,0,1,2,30,21.0,0,0
5137,256,0,1,2,20,11.0,8,0
5138,256,0,1,2,25,20.0,2,0
5139,257,0,1,2,30,20.0,1,0
5140,283,0,1,2,20,18.0,2,0
5142,283,0,1,2,30,14.0,9,0
5143,283,0,1,2,30,16.0,6,0
5145,312,0,1,2,20,19.0,5,0
5146,312,0,1,2,20,21.0,5,0
5147,312,0,1,2,40,21.0,8,0
5148,342,0,1,2,30,13.0,12,0
5149,342,0,1,2,5,9.0,13,0
5151,342,0,1,2,10,28.0,3,0
5152,342,0,1,2,20,13.0,13,0
5153,342,0,1,2,25,23.0,4,0
5155,375,0,1,2,15,15.0,3,0
5156,375,0,1,2,20,10.0,14,0
5157,375,0,1,2,20,14.0,9,0
5158,375,0,1,2,20,16.0,11,0
5159,375,0,1,2,20,25.0,2,0
5160,375,0,1,2,30,20.0,6,0
5161,375,0,1,2,30,25.0,4,0
5162,375,0,1,2,40,25.0,5,0
5163,375,0,1,2,60,24.0,3,0
5165,410,0,1,2,10,23.0,2,0
5166,410,0,1,2,20,9.0,15,0
5167,411,0,1,2,20,13.0,13,0
5169,410,0,1,2,30,9.0,15,0
5170,411,0,1,2,30,17.0,11,0
5171,410,0,1,2,30,17.0,12,0
5172,411,0,1,2,30,20.0,8,0
5173,410,0,1,2,30,20.0,10,0
5174,410,0,1,2,30,27.0,10,0
5175,411,0,1,2,30,28.0,3,0
5176,410,0,1,2,30,30.0,4,0
5177,410,0,1,2,35,10.0,12,0
5178,410,0,1,2,40,22.0,7,0
5180,410,0,1,2,40,26.0,6,0
5181,410,0,1,2,40,32.0,1,0
5182,411,0,1,2,40,32.0,4,0
5183,448,0,1,2,5,16.0,14,0
5185,448,0,1,2,5,11.0,8,0
5186,448,0,1,2,10,25.0,3,0
5187,448,0,1,2,15,7.0,16,0
5188,448,0,1,2,15,13.0,11,0
5189,448,0,1,2,15,17.0,4,0
5190,448,0,1,2,15,20.0,2,0
5191,448,0,1,2,15,21.0,2,0
5192,448,0,1,2,20,22.0,2,0
5193,448,0,1,2,20,22.0,5,0
5194,448,0,1,2,20,22.0,14,0
5196,448,0,1,2,25,10.0,11,0
5197,448,0,1,2,25,15.0,14,0
5198,448,0,1,2,25,16.0,7,0
5199,448,0,1,2,25,18.0,10,0
5200,448,0,1,2,40,6.0,10,0
5201,448,0,1,2,40,18.0,14,0
5203,448,0,1,2,80,28.0,3,0
5204,489,0,1,2,5,6.0,12,0
5205,488,0,1,2,10,15.0,16,0
