,Identificador_Agricultor,Estimativa_de_Insetos,Tipo_de_Cultivo,Tipo_de_Solo,Categoria_Pesticida,Doses_Semana,Semanas_Utilizando,Semanas_Sem_Uso,Temporada,previsao_dano_na_plantacao
85003,SCROP85004,2401,0,0,2,40,50.0,1,3,0
85004,SCROP85005,2401,0,0,2,50,30.0,22,1,0
85005,SCROP85006,2402,0,0,2,60,43.0,17,2,0
85006,SCROP85007,2401,0,0,2,60,51.0,1,3,0
85007,SCROP85008,2402,0,0,2,80,27.0,30,2,0
85008,SCROP85009,2402,0,0,2,20,42.0,14,2,0
85009,SCROP85010,2402,0,0,2,20,39.0,15,3,0
85010,SCROP85011,2401,0,0,2,20,,14,2,0
85011,SCROP85012,2401,0,0,2,20,49.0,5,1,0
85012,SCROP85013,2401,0,0,2,20,,8,2,0
85013,SCROP85014,2402,0,0,2,20,45.0,7,2,0
85014,SCROP85015,2541,0,0,2,20,48.0,7,3,0
85015,SCROP85016,2542,0,0,2,5,50.0,3,2,0
85016,SCROP85017,2541,0,0,2,20,23.0,13,2,0
85017,SCROP85018,2541,0,0,2,20,,14,1,0
85018,SCROP85019,2542,0,0,2,20,37.0,13,2,0
85019,SCROP85020,2542,0,0,2,20,38.0,15,3,0
85020,SCROP85021,2542,0,0,2,40,24.0,24,2,0
85021,SCROP85022,2542,0,0,2,20,17.0,39,1,0
85022,SCROP85023,2541,0,0,2,20,18.0,29,3,0
85023,SCROP85024,2542,0,0,2,15,22.0,31,1,0
85024,SCROP85025,2541,0,0,2,40,40.0,15,3,0
85025,SCROP85026,2541,0,0,2,50,27.0,22,3,0
85026,SCROP85027,2542,0,0,2,20,48.0,15,1,0
85027,SCROP85028,2541,0,0,2,40,,3,2,0
85028,SCROP85029,2687,0,0,2,30,45.0,12,2,0
85029,SCROP85030,2688,0,0,2,10,22.0,25,1,0
85030,SCROP85031,2688,0,0,2,10,32.0,15,2,0
85031,SCROP85032,2688,0,0,2,10,35.0,12,2,0
85032,SCROP85033,2687,0,0,2,20,5.0,39,2,0
85033,SCROP85034,2687,0,0,2,20,25.0,27,2,0
85034,SCROP85035,2688,0,0,2,20,37.0,15,1,0
85035,SCROP85036,2688,0,0,2,20,50.0,4,2,0
85036,SCROP85037,2687,0,0,2,25,30.0,19,3,0
85037,SCROP85038,2688,0,0,2,25,37.0,17,3,0
85038,SCROP85039,2688,0,0,2,30,50.0,12,3,0
85039,SCROP85040,2688,0,0,2,40,17.0,37,2,0
85040,SCROP85041,2688,0,0,2,40,,23,1,0
85041,SCROP85042,2688,0,0,2,40,37.0,17,2,0
85042,SCROP85043,2688,0,0,2,15,35.0,11,2,0
85043,SCROP85044,2688,0,0,2,15,31.0,20,1,0
85044,SCROP85045,2688,0,0,2,20,44.0,3,2,0
85045,SCROP85046,2688,0,0,2,35,37.0,10,1,0
85046,SCROP85047,2688,0,0,2,55,50.0,4,2,0
85047,SCROP85048,2840,0,0,2,5,35.0,23,2,0
85048,SCROP85049,2840,0,0,2,10,,40,3,0
85049,SCROP85050,2840,0,0,2,10,,11,2,0
85050,SCROP85051,2840,0,0,2,10,,12,2,0
85051,SCROP85052,2840,0,0,2,20,,38,1,0
85052,SCROP85053,2840,0,0,2,20,25.0,29,3,0
85053,SCROP85054,2840,0,0,2,20,27.0,31,2,0
85054,SCROP85055,2840,0,0,2,20,50.0,4,1,0
85055,SCROP85056,2840,0,0,2,30,55.0,2,2,0
85056,SCROP85057,2840,0,0,2,40,41.0,9,3,0
85057,SCROP85058,2840,0,0,2,50,43.0,11,2,0
85058,SCROP85059,2840,0,0,2,60,40.0,19,1,0
85059,SCROP85060,2840,0,0,2,20,,33,2,0
85060,SCROP85061,2840,0,0,2,20,40.0,8,1,0
85061,SCROP85062,2840,0,0,2,40,25.0,24,2,0
85062,SCROP85063,2840,0,0,2,20,11.0,32,1,0
85063,SCROP85064,2999,0,0,2,5,32.0,10,1,0
85064,SCROP85065,2999,0,0,2,10,30.0,19,1,0
85065,SCROP85066,2999,0,0,2,10,48.0,4,2,0
85066,SCROP85067,2999,0,0,2,15,14.0,40,1,0
85067,SCROP85068,2999,0,0,2,20,15.0,31,2,0
85068,SCROP85069,2999,0,0,2,20,53.0,1,1,0
85069,SCROP85070,2999,0,0,2,20,55.0,7,1,0
85070,SCROP85071,2999,0,0,2,60,27.0,31,1,0
85071,SCROP85072,2999,0,0,2,40,30.0,25,3,0
85072,SCROP85073,2999,0,0,2,20,53.0,1,1,0
85073,SCROP85074,2999,0,0,2,10,42.0,14,1,0
85074,SCROP85075,3164,0,0,2,10,27.0,30,2,0
85075,SCROP85076,3165,0,0,2,10,47.0,10,1,0
85076,SCROP85077,3164,0,0,2,15,21.0,4,2,0
85077,SCROP85078,3164,0,0,2,15,40.0,12,1,0
85078,SCROP85079,3165,0,0,2,20,20.0,30,2,0
85079,SCROP85080,3164,0,0,2,20,40.0,6,2,0
85080,SCROP85081,3164,0,0,2,25,60.0,6,2,0
85081,SCROP85082,3165,0,0,2,40,40.0,15,2,0
85082,SCROP85083,3164,0,0,2,10,25.0,28,1,0
85083,SCROP85084,3164,0,0,2,10,55.0,10,2,0
85084,SCROP85085,3164,0,0,2,20,45.0,10,3,0
85085,SCROP85086,3337,0,0,2,15,52.0,3,1,0
85086,SCROP85087,3336,0,0,2,20,13.0,38,2,0
85087,SCROP85088,3336,0,0,2,20,38.0,21,3,0
85088,SCROP85089,3337,0,0,2,20,40.0,19,2,0
85089,SCROP85090,3337,0,0,2,20,40.0,20,3,0
85090,SCROP85091,3336,0,0,2,20,42.0,14,2,0
85091,SCROP85092,3337,0,0,2,25,18.0,43,2,0
85092,SCROP85093,3337,0,0,2,40,58.0,4,2,0
85093,SCROP85094,3336,0,0,2,40,63.0,3,2,0
85094,SCROP85095,3337,0,0,2,60,40.0,20,2,0
85095,SCROP85096,3337,0,0,2,20,49.0,6,2,0
85096,SCROP85097,3515,0,0,2,5,5.0,42,1,0
85097,SCROP85098,3516,0,0,2,10,7.0,39,2,0
85098,SCROP85099,3516,0,0,2,15,30.0,27,2,0
85099,SCROP85100,3516,0,0,2,15,,17,2,0
85100,SCROP85101,3516,0,0,2,20,40.0,9,2,0
85101,SCROP85102,3702,0,0,2,40,38.0,19,1,0
85102,SCROP85103,3702,0,0,2,10,44.0,18,3,0
85103,SCROP85104,3702,0,0,2,15,30.0,28,2,0
85104,SCROP85105,3702,0,0,2,20,27.0,16,2,0
85105,SCROP85106,3702,0,0,2,20,40.0,20,2,0
85106,SCROP85107,3702,0,0,2,20,47.0,16,3,0
85107,SCROP85108,3702,0,0,2,40,31.0,20,2,0
85108,SCROP85109,3702,0,0,2,5,40.0,18,1,0
85109,SCROP85110,3702,0,0,2,10,40.0,21,1,0
85110,SCROP85111,3702,0,0,2,15,10.0,48,2,0
85111,SCROP85112,3702,0,0,2,20,39.0,23,2,0
85112,SCROP85113,3895,0,0,2,10,20.0,9,3,0
85113,SCROP85114,3895,0,0,2,20,28.0,35,1,0
85114,SCROP85115,3895,0,0,2,20,30.0,19,2,0
85115,SCROP85116,3896,0,0,2,30,55.0,9,1,0
85116,SCROP85117,3896,0,0,2,20,8.0,28,1,0
85117,SCROP85118,3895,0,0,2,20,33.0,24,3,0
85118,SCROP85119,3896,0,0,2,10,35.0,14,3,0
85119,SCROP85120,3896,0,0,2,20,50.0,14,1,0
85120,SCROP85121,4096,0,0,2,15,43.0,15,2,0
85121,SCROP85122,4097,0,0,2,20,35.0,27,2,0
85122,SCROP85123,4096,0,0,2,20,,22,1,0
85123,SCROP85124,4097,0,0,2,40,,41,2,0
85124,SCROP85125,4097,0,0,2,5,25.0,30,2,0
85125,SCROP85126,4096,0,0,2,40,54.0,12,1,0
85126,SCROP85127,150,0,1,2,40,16.0,3,2,0
85127,SCROP85128,150,0,1,2,40,22.0,0,1,0
85128,SCROP85129,151,0,1,2,45,13.0,5,1,0
85129,SCROP85130,168,0,1,2,20,20.0,4,2,0
85130,SCROP85131,168,0,1,2,35,23.0,0,1,0
85131,SCROP85132,168,0,1,2,45,18.0,3,2,0
85132,SCROP85133,188,0,1,2,15,14.0,7,2,0
85133,SCROP85134,209,0,1,2,20,21.0,0,2,0
85134,SCROP85135,232,0,1,2,30,15.0,9,1,0
85135,SCROP85136,232,0,1,2,30,21.0,0,2,0
85136,SCROP85137,232,0,1,2,60,,6,2,0
85137,SCROP85138,256,0,1,2,20,11.0,8,2,0
85138,SCROP85139,256,0,1,2,25,20.0,2,3,0
85139,SCROP85140,257,0,1,2,30,20.0,1,3,0
85140,SCROP85141,283,0,1,2,20,18.0,2,2,0
85141,SCROP85142,283,0,1,2,20,,1,1,0
85142,SCROP85143,283,0,1,2,30,14.0,9,3,0
85143,SCROP85144,283,0,1,2,30,16.0,6,2,0
85144,SCROP85145,311,0,1,2,10,,12,3,0
85145,SCROP85146,312,0,1,2,20,19.0,5,2,0
85146,SCROP85147,312,0,1,2,20,21.0,5,1,0
85147,SCROP85148,312,0,1,2,40,21.0,8,2,0
85148,SCROP85149,342,0,1,2,30,13.0,12,1,0
85149,SCROP85150,342,0,1,2,5,9.0,13,1,0
85150,SCROP85151,342,0,1,2,10,,0,3,0
85151,SCROP85152,342,0,1,2,10,28.0,3,2,0
85152,SCROP85153,342,0,1,2,20,13.0,13,1,0
85153,SCROP85154,342,0,1,2,25,23.0,4,2,0
85154,SCROP85155,375,0,1,2,5,,11,3,0
85155,SCROP85156,375,0,1,2,15,15.0,3,2,0
85156,SCROP85157,375,0,1,2,20,10.0,14,1,0
85157,SCROP85158,375,0,1,2,20,14.0,9,1,0
85158,SCROP85159,375,0,1,2,20,16.0,11,2,0
85159,SCROP85160,375,0,1,2,20,25.0,2,2,0
85160,SCROP85161,375,0,1,2,30,20.0,6,3,0
85161,SCROP85162,375,0,1,2,30,25.0,4,1,0
85162,SCROP85163,375,0,1,2,40,25.0,5,3,0
85163,SCROP85164,375,0,1,2,60,24.0,3,1,0
85164,SCROP85165,411,0,1,2,5,,10,2,0
85165,SCROP85166,410,0,1,2,10,23.0,2,1,0
85166,SCROP85167,410,0,1,2,20,9.0,15,2,0
85167,SCROP85168,411,0,1,2,20,13.0,13,2,0
85168,SCROP85169,410,0,1,2,25,,11,1,0
85169,SCROP85170,410,0,1,2,30,9.0,15,2,0
85170,SCROP85171,411,0,1,2,30,17.0,11,1,0
85171,SCROP85172,410,0,1,2,30,17.0,12,1,0
85172,SCROP85173,411,0,1,2,30,20.0,8,1,0
85173,SCROP85174,410,0,1,2,30,20.0,10,1,0
85174,SCROP85175,410,0,1,2,30,27.0,10,1,0
85175,SCROP85176,411,0,1,2,30,28.0,3,2,0
85176,SCROP85177,410,0,1,2,30,30.0,4,2,0
85177,SCROP85178,410,0,1,2,35,10.0,12,2,0
85178,SCROP85179,410,0,1,2,40,22.0,7,2,0
85179,SCROP85180,410,0,1,2,40,,6,2,0
85180,SCROP85181,410,0,1,2,40,26.0,6,1,0
85181,SCROP85182,410,0,1,2,40,32.0,1,2,0
85182,SCROP85183,411,0,1,2,40,32.0,4,2,0
85183,SCROP85184,448,0,1,2,5,16.0,14,1,0
85184,SCROP85185,448,0,1,2,20,,6,2,0
85185,SCROP85186,448,0,1,2,5,11.0,8,1,0
85186,SCROP85187,448,0,1,2,10,25.0,3,2,0
85187,SCROP85188,448,0,1,2,15,7.0,16,1,0
85188,SCROP85189,448,0,1,2,15,13.0,11,3,0
85189,SCROP85190,448,0,1,2,15,17.0,4,3,0
85190,SCROP85191,448,0,1,2,15,20.0,2,2,0
85191,SCROP85192,448,0,1,2,15,21.0,2,3,0
85192,SCROP85193,448,0,1,2,20,22.0,2,2,0
85193,SCROP85194,448,0,1,2,20,22.0,5,1,0
85194,SCROP85195,448,0,1,2,20,22.0,14,2,0
85195,SCROP85196,448,0,1,2,20,,8,3,0
85196,SCROP85197,448,0,1,2,25,10.0,11,2,0
85197,SCROP85198,448,0,1,2,25,15.0,14,2,0
85198,SCROP85199,448,0,1,2,25,16.0,7,1,0
85199,SCROP85200,448,0,1,2,25,18.0,10,3,0
85200,SCROP85201,448,0,1,2,40,6.0,10,2,0
85201,SCROP85202,448,0,1,2,40,18.0,14,1,0
85202,SCROP85203,448,0,1,2,50,,10,2,0
85203,SCROP85204,448,0,1,2,80,28.0,3,2,0
85204,SCROP85205,489,0,1,2,5,6.0,12,1,0
85205,SCROP85206,488,0,1,2,10,15.0,16,2,0
85206,SCROP85207,488,0,1,2,10,18.0,9,2,0
85207,SCROP85208,488,0,1,2,10,27.0,2,3,0
85208,SCROP85209,488,0,1,2,15,18.0,12,2,0
85209,SCROP85210,488,0,1,2,20,6.0,6,1,0
85210,SCROP85211,488,0,1,2,20,23.0,5,2,0
85211,SCROP85212,488,0,1,2,30,,12,2,0
85212,SCROP85213,488,0,1,2,30,,8,2,0
85213,SCROP85214,488,0,1,2,40,10.0,11,3,0
85214,SCROP85215,488,0,1,2,40,15.0,14,2,0
85215,SCROP85216,488,0,1,2,60,12.0,17,2,0
85216,SCROP85217,488,0,1,2,60,14.0,15,3,0
85217,SCROP85218,488,0,1,2,60,22.0,12,1,0
85218,SCROP85219,488,0,1,2,60,,2,1,0
85219,SCROP85220,489,0,1,2,60,25.0,7,3,0
85220,SCROP85221,488,0,1,2,20,16.0,15,2,0
85221,SCROP85222,531,0,1,2,20,,8,2,0
85222,SCROP85223,531,0,1,2,5,6.0,13,2,0
85223,SCROP85224,531,0,1,2,5,20.0,4,3,0
85224,SCROP85225,531,0,1,2,5,23.0,5,1,0
85225,SCROP85226,531,0,1,2,5,30.0,0,2,0
85226,SCROP85227,531,0,1,2,10,15.0,15,2,0
85227,SCROP85228,531,0,1,2,10,19.0,10,2,0
85228,SCROP85229,531,0,1,2,15,12.0,1,3,0
85229,SCROP85230,531,0,1,2,15,12.0,18,2,0
85230,SCROP85231,531,0,1,2,15,18.0,16,2,0
85231,SCROP85232,531,0,1,2,20,15.0,9,1,0
85232,SCROP85233,531,0,1,2,20,22.0,9,1,0
85233,SCROP85234,531,0,1,2,25,10.0,13,2,0
85234,SCROP85235,531,0,1,2,25,15.0,11,2,0
85235,SCROP85236,531,0,1,2,25,19.0,11,1,0
85236,SCROP85237,531,0,1,2,30,17.0,13,2,0
85237,SCROP85238,531,0,1,2,30,32.0,1,1,0
85238,SCROP85239,531,0,1,2,35,26.0,0,1,0
85239,SCROP85240,531,0,1,2,40,10.0,16,1,0
85240,SCROP85241,531,0,1,2,40,20.0,12,2,0
85241,SCROP85242,531,0,1,2,40,24.0,8,2,0
85242,SCROP85243,531,0,1,2,45,18.0,12,3,0
85243,SCROP85244,531,0,1,2,50,,5,1,0
85244,SCROP85245,531,0,1,2,50,34.0,2,2,0
85245,SCROP85246,531,0,1,2,60,14.0,18,2,0
85246,SCROP85247,531,0,1,2,30,25.0,5,2,0
85247,SCROP85248,577,0,1,2,5,30.0,3,1,0
85248,SCROP85249,577,0,1,2,10,10.0,14,2,0
85249,SCROP85250,577,0,1,2,10,15.0,4,2,0
85250,SCROP85251,577,0,1,2,15,22.0,11,2,0
85251,SCROP85252,577,0,1,2,15,26.0,13,2,0
85252,SCROP85253,577,0,1,2,20,11.0,18,1,0
85253,SCROP85254,577,0,1,2,20,16.0,12,2,0
85254,SCROP85255,577,0,1,2,20,19.0,10,1,0
85255,SCROP85256,577,0,1,2,20,20.0,2,3,0
85256,SCROP85257,577,0,1,2,20,22.0,14,1,0
85257,SCROP85258,577,0,1,2,25,22.0,11,1,0
85258,SCROP85259,577,0,1,2,25,28.0,5,1,0
85259,SCROP85260,577,0,1,2,25,35.0,0,2,0
85260,SCROP85261,577,0,1,2,30,18.0,6,1,0
85261,SCROP85262,577,0,1,2,30,19.0,11,1,0
85262,SCROP85263,577,0,1,2,30,25.0,10,3,0
85263,SCROP85264,577,0,1,2,30,30.0,6,2,0
85264,SCROP85265,577,0,1,2,35,,0,3,0
85265,SCROP85266,577,0,1,2,40,7.0,4,2,0
85266,SCROP85267,577,0,1,2,40,,19,1,0
85267,SCROP85268,577,0,1,2,40,20.0,12,2,0
85268,SCROP85269,577,0,1,2,50,24.0,5,2,0
85269,SCROP85270,577,0,1,2,55,17.0,11,1,0
85270,SCROP85271,577,0,1,2,60,20.0,13,2,0
85271,SCROP85272,577,0,1,2,60,26.0,4,3,0
85272,SCROP85273,577,0,1,2,60,30.0,4,2,0
85273,SCROP85274,577,0,1,2,60,,6,2,0
85274,SCROP85275,577,0,1,2,60,31.0,6,3,0
85275,SCROP85276,625,0,1,2,40,26.0,12,1,0
85276,SCROP85277,625,0,1,2,5,22.0,10,2,0
85277,SCROP85278,625,0,1,2,10,12.0,20,1,0
85278,SCROP85279,625,0,1,2,15,19.0,10,2,0
85279,SCROP85280,625,0,1,2,15,,11,2,0
85280,SCROP85281,625,0,1,2,15,21.0,14,2,0
85281,SCROP85282,625,0,1,2,20,12.0,20,2,0
85282,SCROP85283,625,0,1,2,20,15.0,17,3,0
85283,SCROP85284,626,0,1,2,20,17.0,11,1,0
85284,SCROP85285,625,0,1,2,20,18.0,16,2,0
85285,SCROP85286,625,0,1,2,20,20.0,10,2,0
85286,SCROP85287,626,0,1,2,20,24.0,18,2,0
85287,SCROP85288,625,0,1,2,20,27.0,3,1,0
85288,SCROP85289,625,0,1,2,20,31.0,3,1,0
85289,SCROP85290,625,0,1,2,25,16.0,19,2,0
85290,SCROP85291,625,0,1,2,30,15.0,20,1,0
85291,SCROP85292,625,0,1,2,30,16.0,13,3,0
85292,SCROP85293,626,0,1,2,30,30.0,3,2,0
85293,SCROP85294,626,0,1,2,40,17.0,12,2,0
85294,SCROP85295,625,0,1,2,40,,12,1,0
85295,SCROP85296,625,0,1,2,40,22.0,10,1,0
85296,SCROP85297,625,0,1,2,40,23.0,9,1,0
85297,SCROP85298,625,0,1,2,40,,15,1,0
85298,SCROP85299,625,0,1,2,40,35.0,0,2,0
85299,SCROP85300,625,0,1,2,60,14.0,19,2,0
85300,SCROP85301,625,0,1,2,60,31.0,1,2,0
85301,SCROP85302,625,0,1,2,60,,1,2,0
85302,SCROP85303,625,0,1,2,80,18.0,6,2,0
85303,SCROP85304,625,0,1,2,30,13.0,20,1,0
85304,SCROP85305,626,0,1,2,10,23.0,10,2,0
85305,SCROP85306,625,0,1,2,40,16.0,4,2,0
85306,SCROP85307,677,0,1,2,10,14.0,16,2,0
85307,SCROP85308,677,0,1,2,15,10.0,3,2,0
85308,SCROP85309,677,0,1,2,20,10.0,19,2,0
85309,SCROP85310,677,0,1,2,20,16.0,16,2,0
85310,SCROP85311,677,0,1,2,20,17.0,18,2,0
85311,SCROP85312,677,0,1,2,20,18.0,21,3,0
85312,SCROP85313,677,0,1,2,20,25.0,6,2,0
85313,SCROP85314,677,0,1,2,20,,9,2,0
85314,SCROP85315,677,0,1,2,25,10.0,18,2,0
85315,SCROP85316,677,0,1,2,25,25.0,0,1,0
85316,SCROP85317,677,0,1,2,25,28.0,7,2,0
85317,SCROP85318,677,0,1,2,30,27.0,2,2,0
85318,SCROP85319,677,0,1,2,30,32.0,6,3,0
85319,SCROP85320,677,0,1,2,30,35.0,1,3,0
85320,SCROP85321,677,0,1,2,40,14.0,16,2,0
85321,SCROP85322,677,0,1,2,40,16.0,17,2,0
85322,SCROP85323,677,0,1,2,40,22.0,1,2,0
85323,SCROP85324,677,0,1,2,40,23.0,4,3,0
85324,SCROP85325,677,0,1,2,40,28.0,4,1,0
85325,SCROP85326,677,0,1,2,40,33.0,2,3,0
85326,SCROP85327,677,0,1,2,50,11.0,16,2,0
85327,SCROP85328,677,0,1,2,50,23.0,12,2,0
85328,SCROP85329,677,0,1,2,60,19.0,11,2,0
85329,SCROP85330,677,0,1,2,60,30.0,0,2,0
85330,SCROP85331,677,0,1,2,60,36.0,3,2,0
85331,SCROP85332,677,0,1,2,20,16.0,15,1,0
85332,SCROP85333,732,0,1,2,10,11.0,20,2,0
85333,SCROP85334,731,0,1,2,10,20.0,15,2,0
85334,SCROP85335,732,0,1,2,15,8.0,14,2,0
85335,SCROP85336,732,0,1,2,15,15.0,17,3,0
85336,SCROP85337,731,0,1,2,15,19.0,12,1,0
85337,SCROP85338,731,0,1,2,15,30.0,2,1,0
85338,SCROP85339,731,0,1,2,20,10.0,17,2,0
85339,SCROP85340,731,0,1,2,20,11.0,22,2,0
85340,SCROP85341,732,0,1,2,25,,16,3,0
85341,SCROP85342,731,0,1,2,25,20.0,14,2,0
85342,SCROP85343,731,0,1,2,25,23.0,14,1,0
85343,SCROP85344,731,0,1,2,25,31.0,1,2,0
85344,SCROP85345,732,0,1,2,30,12.0,19,1,0
85345,SCROP85346,731,0,1,2,30,18.0,18,2,0
85346,SCROP85347,732,0,1,2,30,21.0,14,1,0
85347,SCROP85348,732,0,1,2,30,30.0,3,2,0
85348,SCROP85349,731,0,1,2,30,32.0,5,3,0
85349,SCROP85350,731,0,1,2,40,18.0,17,2,0
85350,SCROP85351,732,0,1,2,40,29.0,2,2,0
85351,SCROP85352,731,0,1,2,40,29.0,9,2,0
85352,SCROP85353,732,0,1,2,50,,17,1,0
85353,SCROP85354,732,0,1,2,50,15.0,7,3,0
85354,SCROP85355,731,0,1,2,50,20.0,12,1,0
85355,SCROP85356,731,0,1,2,60,26.0,4,2,0
85356,SCROP85357,731,0,1,2,60,32.0,7,2,0
85357,SCROP85358,731,0,1,2,60,28.0,14,1,0
85358,SCROP85359,731,0,1,2,20,22.0,12,3,0
85359,SCROP85360,731,0,1,2,30,,6,1,0
85360,SCROP85361,789,0,1,2,30,17.0,13,2,0
85361,SCROP85362,789,0,1,2,5,16.0,1,2,0
85362,SCROP85363,789,0,1,2,5,25.0,12,2,0
85363,SCROP85364,789,0,1,2,10,12.0,18,2,0
85364,SCROP85365,789,0,1,2,10,12.0,23,2,0
85365,SCROP85366,790,0,1,2,15,,17,2,0
85366,SCROP85367,789,0,1,2,15,22.0,11,3,0
85367,SCROP85368,789,0,1,2,20,15.0,10,3,0
85368,SCROP85369,789,0,1,2,20,17.0,16,3,0
85369,SCROP85370,789,0,1,2,20,,11,1,0
85370,SCROP85371,790,0,1,2,20,24.0,11,2,0
85371,SCROP85372,790,0,1,2,20,25.0,5,2,0
85372,SCROP85373,790,0,1,2,20,25.0,12,2,0
85373,SCROP85374,790,0,1,2,20,25.0,13,2,0
85374,SCROP85375,790,0,1,2,25,18.0,23,3,0
85375,SCROP85376,790,0,1,2,25,34.0,5,2,0
85376,SCROP85377,789,0,1,2,30,22.0,13,1,0
85377,SCROP85378,789,0,1,2,30,26.0,14,2,0
85378,SCROP85379,790,0,1,2,40,17.0,15,3,0
85379,SCROP85380,789,0,1,2,40,21.0,16,1,0
85380,SCROP85381,789,0,1,2,40,23.0,15,2,0
85381,SCROP85382,789,0,1,2,40,26.0,1,2,0
85382,SCROP85383,789,0,1,2,50,26.0,13,2,0
85383,SCROP85384,790,0,1,2,50,28.0,7,1,0
85384,SCROP85385,789,0,1,2,50,36.0,0,3,0
85385,SCROP85386,790,0,1,2,60,28.0,4,3,0
85386,SCROP85387,789,0,1,2,60,30.0,6,2,0
85387,SCROP85388,789,0,1,2,60,,0,3,0
85388,SCROP85389,790,0,1,2,40,33.0,4,3,0
85389,SCROP85390,850,0,1,2,10,14.0,20,3,0
85390,SCROP85391,851,0,1,2,10,20.0,9,2,0
85391,SCROP85392,851,0,1,2,15,23.0,11,2,0
85392,SCROP85393,850,0,1,2,15,23.0,16,2,0
85393,SCROP85394,851,0,1,2,20,11.0,21,1,0
85394,SCROP85395,851,0,1,2,20,,20,2,0
85395,SCROP85396,851,0,1,2,20,20.0,5,1,0
85396,SCROP85397,850,0,1,2,20,23.0,10,2,0
85397,SCROP85398,850,0,1,2,20,26.0,2,3,0
85398,SCROP85399,851,0,1,2,20,,8,1,0
85399,SCROP85400,851,0,1,2,20,32.0,4,2,0
85400,SCROP85401,851,0,1,2,20,,9,3,0
85401,SCROP85402,850,0,1,2,25,,19,1,0
85402,SCROP85403,850,0,1,2,30,14.0,18,2,0
85403,SCROP85404,850,0,1,2,30,14.0,22,2,0
85404,SCROP85405,851,0,1,2,30,20.0,13,3,0
85405,SCROP85406,851,0,1,2,30,21.0,14,1,0
85406,SCROP85407,851,0,1,2,30,27.0,6,2,0
85407,SCROP85408,851,0,1,2,30,32.0,10,2,0
85408,SCROP85409,851,0,1,2,30,,12,2,0
85409,SCROP85410,851,0,1,2,30,36.0,1,1,0
85410,SCROP85411,850,0,1,2,35,34.0,6,2,0
85411,SCROP85412,851,0,1,2,40,14.0,19,2,0
85412,SCROP85413,851,0,1,2,40,22.0,13,1,0
85413,SCROP85414,851,0,1,2,40,25.0,10,2,0
85414,SCROP85415,851,0,1,2,40,,5,3,0
85415,SCROP85416,851,0,1,2,40,29.0,11,2,0
85416,SCROP85417,851,0,1,2,40,30.0,8,1,0
85417,SCROP85418,851,0,1,2,50,16.0,19,1,0
85418,SCROP85419,851,0,1,2,50,,0,1,0
85419,SCROP85420,851,0,1,2,60,24.0,14,2,0
85420,SCROP85421,851,0,1,2,60,25.0,14,2,0
85421,SCROP85422,850,0,1,2,60,,8,1,0
85422,SCROP85423,851,0,1,2,60,,10,2,0
85423,SCROP85424,851,0,1,2,25,37.0,2,2,0
85424,SCROP85425,851,0,1,2,40,31.0,6,1,0
85425,SCROP85426,915,0,1,2,10,30.0,10,2,0
85426,SCROP85427,915,0,1,2,10,23.0,16,3,0
85427,SCROP85428,915,0,1,2,10,28.0,5,2,0
85428,SCROP85429,915,0,1,2,10,34.0,1,3,0
85429,SCROP85430,916,0,1,2,20,15.0,13,2,0
85430,SCROP85431,916,0,1,2,20,24.0,23,3,0
85431,SCROP85432,915,0,1,2,20,29.0,9,3,0
85432,SCROP85433,915,0,1,2,20,,4,2,0
85433,SCROP85434,915,0,1,2,25,30.0,7,2,0
85434,SCROP85435,916,0,1,2,25,,4,1,0
85435,SCROP85436,915,0,1,2,30,25.0,14,2,0
85436,SCROP85437,916,0,1,2,35,,4,1,0
85437,SCROP85438,915,0,1,2,40,18.0,18,2,0
85438,SCROP85439,916,0,1,2,40,18.0,20,2,0
85439,SCROP85440,916,0,1,2,40,20.0,17,2,0
85440,SCROP85441,916,0,1,2,40,25.0,2,1,0
85441,SCROP85442,916,0,1,2,45,28.0,14,2,0
85442,SCROP85443,915,0,1,2,50,12.0,17,3,0
85443,SCROP85444,915,0,1,2,50,27.0,12,2,0
85444,SCROP85445,915,0,1,2,60,20.0,20,1,0
85445,SCROP85446,916,0,1,2,60,21.0,8,1,0
85446,SCROP85447,915,0,1,2,60,33.0,5,2,0
85447,SCROP85448,915,0,1,2,60,34.0,1,3,0
85448,SCROP85449,915,0,1,2,60,37.0,5,2,0
85449,SCROP85450,915,0,1,2,20,25.0,2,2,0
85450,SCROP85451,984,0,1,2,15,27.0,11,2,0
85451,SCROP85452,984,0,1,2,20,34.0,14,3,0
85452,SCROP85453,984,0,1,2,10,31.0,13,2,0
85453,SCROP85454,984,0,1,2,15,,18,2,0
85454,SCROP85455,984,0,1,2,15,30.0,5,3,0
85455,SCROP85456,984,0,1,2,20,8.0,16,1,0
85456,SCROP85457,984,0,1,2,20,18.0,19,2,0
85457,SCROP85458,984,0,1,2,20,21.0,14,1,0
85458,SCROP85459,984,0,1,2,20,24.0,20,1,0
85459,SCROP85460,984,0,1,2,20,29.0,5,2,0
85460,SCROP85461,984,0,1,2,20,,4,2,0
85461,SCROP85462,984,0,1,2,20,33.0,5,1,0
85462,SCROP85463,984,0,1,2,20,34.0,8,1,0
85463,SCROP85464,984,0,1,2,20,36.0,0,2,0
85464,SCROP85465,984,0,1,2,30,35.0,1,2,0
85465,SCROP85466,984,0,1,2,30,40.0,6,1,0
85466,SCROP85467,984,0,1,2,30,41.0,1,2,0
