,Estimativa_de_Insetos,Categoria_Pesticida,Doses_Semana,Semanas_Utilizando,Semanas_Sem_Uso,dano_na_plantacao
4524,531,2,20,24.0,7,0
4525,531,2,20,24.0,10,0
4526,531,2,20,31.0,2,0
4527,531,2,25,15.0,17,0
4528,531,2,25,24.0,10,0
4529,531,2,25,30.0,2,0
4530,531,2,30,20.0,16,0
4531,531,2,30,27.0,5,0
4532,531,2,35,27.0,6,0
4533,531,2,45,29.0,3,0
4534,531,2,50,23.0,16,0
4535,531,2,55,19.0,15,0
4537,577,2,10,20.0,11,0
4538,577,2,10,22.0,13,0
4539,577,2,10,29.0,5,0
4541,577,2,30,16.0,14,0
4542,577,2,35,32.0,3,0
4543,577,2,40,28.0,6,0
4544,577,2,40,29.0,5,0
4546,577,2,50,29.0,6,0
4547,577,2,60,22.0,6,0
4548,625,2,15,14.0,20,0
4549,625,2,15,30.0,2,0
4550,625,2,20,14.0,17,0
4551,625,2,20,16.0,18,0
4552,625,2,20,20.0,14,0
4553,626,2,20,22.0,8,0
4554,625,2,20,26.0,12,0
4555,625,2,25,22.0,12,0
4556,625,2,25,34.0,1,0
4557,625,2,35,23.0,1,0
4558,625,2,40,27.0,3,0
4559,625,2,45,17.0,14,0
4560,625,2,45,33.0,3,0
4561,626,2,50,25.0,13,0
4562,626,2,60,20.0,11,0
4563,626,2,60,26.0,5,0
4564,625,2,80,30.0,0,0
4565,677,2,10,9.0,21,0
4566,677,2,10,29.0,6,0
4567,677,2,15,14.0,20,0
4568,677,2,15,21.0,11,0
4569,677,2,15,33.0,1,0
4570,677,2,20,12.0,18,0
4571,677,2,20,16.0,19,0
4572,677,2,20,19.0,17,0
4573,677,2,20,25.0,17,0
4574,677,2,60,27.0,11,0
4575,677,2,60,29.0,11,0
4576,677,2,80,23.0,11,0
4577,731,2,5,11.0,20,0
4579,731,2,10,17.0,17,0
4581,731,2,20,36.0,2,0
4582,732,2,25,28.0,2,0
4583,731,2,30,16.0,16,0
4584,731,2,40,20.0,2,0
4585,731,2,40,29.0,5,0
4586,731,2,50,33.0,4,0
4587,790,2,5,15.0,15,0
4588,789,2,10,24.0,11,0
4589,789,2,10,24.0,15,0
4590,789,2,20,11.0,23,0
4591,790,2,20,19.0,17,0
4592,790,2,20,19.0,18,0
4593,789,2,20,20.0,9,0
4594,790,2,20,30.0,11,0
4596,789,2,20,35.0,6,0
4597,790,2,40,19.0,17,0
4598,789,2,40,21.0,14,0
4600,789,2,60,27.0,11,0
4601,790,2,60,34.0,11,0
4602,789,2,60,36.0,1,0
4603,789,2,30,20.0,13,0
4606,851,2,5,13.0,24,0
4607,850,2,5,20.0,8,0
4608,851,2,10,14.0,22,0
4610,851,2,10,23.0,9,0
4611,851,2,10,28.0,6,0
4612,851,2,15,15.0,19,0
4613,850,2,20,12.0,21,0
4615,851,2,20,30.0,7,0
4616,851,2,20,34.0,9,0
4617,851,2,25,32.0,10,0
4618,851,2,25,37.0,0,0
4619,851,2,30,21.0,11,0
4620,850,2,30,26.0,12,0
4621,851,2,30,34.0,4,0
4622,851,2,30,35.0,8,0
4623,851,2,40,20.0,19,0
4624,851,2,40,28.0,9,0
4625,851,2,50,20.0,24,0
4626,851,2,50,42.0,0,0
4627,851,2,60,22.0,12,0
4628,851,2,60,30.0,14,0
4629,851,2,80,33.0,8,0
4630,851,2,90,32.0,9,0
4631,851,2,30,33.0,6,0
4632,915,2,20,31.0,8,0
4633,915,2,15,30.0,7,0
4634,916,2,15,30.0,9,0
4635,915,2,15,38.0,1,0
4636,916,2,20,22.0,16,0
4637,915,2,20,30.0,13,0
4638,915,2,25,26.0,15,0
4639,916,2,25,34.0,6,0
4640,915,2,30,24.0,19,0
4641,916,2,40,19.0,22,0
4642,915,2,40,29.0,10,0
4643,916,2,40,30.0,10,0
4644,916,2,40,32.0,9,0
4645,916,2,40,33.0,10,0
4646,916,2,40,37.0,6,0
4647,915,2,50,25.0,17,0
4648,916,2,60,17.0,8,0
4649,916,2,70,27.0,13,0
4650,916,2,60,30.0,10,0
4651,915,2,40,35.0,3,0
4652,915,2,50,38.0,1,0
4653,984,2,10,26.0,12,0
4654,984,2,15,22.0,16,0
4656,984,2,20,21.0,18,0
4657,984,2,20,25.0,8,0
4658,984,2,20,25.0,11,0
4660,984,2,20,28.0,2,0
4661,984,2,20,28.0,13,0
4662,984,2,25,33.0,14,0
4663,984,2,30,28.0,12,0
4664,984,2,35,37.0,1,0
4665,984,2,40,14.0,26,0
4666,984,2,40,15.0,16,0
4667,984,2,40,19.0,18,0
4668,984,2,40,20.0,11,0
4669,984,2,40,23.0,12,0
4670,984,2,40,26.0,15,0
4671,984,2,40,35.0,6,0
4672,984,2,40,40.0,2,0
4673,984,2,60,30.0,10,0
4674,984,2,60,37.0,6,0
4675,984,2,30,30.0,11,0
4676,984,2,20,37.0,3,0
4678,1056,2,40,20.0,12,0
4679,1056,2,5,37.0,0,0
4680,1056,2,10,17.0,12,0
4681,1056,2,10,27.0,12,0
4683,1056,2,20,22.0,16,0
4684,1056,2,20,24.0,1,0
4685,1056,2,20,25.0,10,0
4686,1056,2,20,30.0,11,0
4687,1056,2,20,39.0,1,0
4688,1056,2,25,11.0,0,0
4689,1056,2,30,18.0,15,0
4690,1056,2,30,23.0,16,0
4691,1056,2,30,42.0,2,0
4692,1056,2,35,28.0,13,0
4693,1056,2,40,16.0,23,0
4694,1056,2,40,32.0,3,0
4695,1056,2,45,19.0,20,0
4696,1056,2,50,29.0,10,0
4697,1056,2,50,34.0,9,0
4698,1056,2,50,35.0,6,0
4699,1056,2,50,40.0,2,0
4700,1056,2,60,19.0,17,0
4701,1056,2,60,21.0,17,0
4702,1056,2,60,29.0,12,0
4703,1056,2,60,33.0,4,0
4704,1056,2,80,27.0,14,0
4705,1132,2,5,25.0,14,0
4707,1132,2,10,20.0,20,0
4708,1132,2,10,29.0,10,0
4709,1132,2,10,49.0,0,0
4711,1132,2,20,14.0,21,0
4712,1132,2,20,15.0,28,0
4713,1132,2,20,26.0,10,0
4714,1132,2,30,20.0,18,0
4715,1132,2,30,36.0,5,0
4716,1132,2,40,11.0,2,0
4717,1132,2,40,11.0,21,0
4718,1132,2,40,15.0,23,0
4719,1132,2,40,30.0,15,0
4720,1132,2,40,34.0,10,0
4721,1132,2,40,40.0,0,0
4722,1132,2,60,29.0,10,0
4723,1132,2,20,30.0,8,0
4724,1132,2,20,17.0,25,0
4725,1212,2,5,31.0,18,0
4726,1212,2,10,18.0,20,0
4728,1212,2,10,30.0,19,0
4729,1212,2,10,38.0,3,0
4730,1212,2,20,13.0,20,0
4731,1212,2,20,20.0,10,0
4733,1212,2,20,23.0,9,0
4735,1212,2,20,35.0,1,0
4737,1212,2,25,25.0,16,0
4738,1212,2,30,32.0,15,0
4739,1212,2,40,39.0,10,0
4740,1212,2,40,42.0,1,2
4741,1212,2,50,17.0,19,0
4742,1212,2,50,36.0,6,0
4744,1212,2,60,36.0,5,0
4745,1212,2,65,33.0,5,0
4746,1296,2,5,38.0,5,0
4748,1297,2,5,15.0,28,0
4750,1297,2,15,8.0,30,0
4751,1296,2,15,37.0,10,0
4752,1297,2,20,9.0,30,0
4753,1296,2,20,12.0,28,0
4754,1296,2,20,21.0,24,0
4756,1296,2,20,34.0,9,0
4758,1297,2,20,36.0,9,0
4759,1296,2,20,37.0,4,0
4760,1296,2,20,42.0,10,0
4761,1296,2,25,35.0,5,0
4762,1296,2,30,27.0,14,0
4763,1296,2,30,30.0,13,0
4764,1297,2,30,35.0,10,0
4765,1297,2,40,12.0,28,0
4766,1297,2,40,20.0,14,0
4767,1296,2,40,30.0,12,0
4769,1297,2,40,34.0,14,0
4770,1297,2,40,35.0,5,0
4771,1296,2,40,36.0,10,0
4772,1296,2,40,37.0,8,0
4773,1296,2,50,19.0,15,0
4774,1296,2,50,30.0,13,0
4775,1297,2,50,28.0,7,0
4776,1385,2,5,28.0,16,0
4777,1385,2,10,16.0,23,0
4778,1385,2,10,19.0,26,0
4780,1385,2,15,25.0,15,0
4781,1385,2,15,27.0,21,0
4782,1385,2,20,20.0,27,0
4784,1385,2,20,27.0,19,0
4785,1385,2,20,31.0,10,0
4786,1385,2,20,40.0,11,0
4788,1385,2,25,30.0,13,0
4789,1385,2,30,38.0,5,0
4790,1385,2,30,42.0,3,0
4791,1385,2,30,45.0,0,2
4792,1385,2,40,17.0,25,0
4794,1385,2,40,33.0,4,0
4795,1385,2,50,20.0,26,0
4796,1385,2,50,31.0,5,0
4797,1385,2,60,27.0,17,0
4798,1385,2,85,45.0,3,0
4799,1385,2,20,26.0,15,0
4800,1385,2,30,25.0,16,0
4801,1478,2,30,24.0,20,0
4804,1478,2,10,32.0,9,0
4805,1478,2,15,12.0,2,0
4806,1478,2,15,25.0,17,0
4807,1478,2,15,26.0,13,0
4808,1478,2,20,9.0,32,0
4809,1478,2,20,14.0,30,0
4810,1478,2,20,18.0,0,0
4811,1478,2,20,23.0,18,0
4812,1478,2,20,40.0,12,0
4813,1478,2,25,11.0,23,0
4814,1478,2,25,36.0,10,0
4815,1478,2,30,10.0,26,0
4816,1478,2,30,22.0,22,0
4817,1478,2,30,25.0,22,0
4818,1478,2,30,29.0,17,0
4819,1478,2,30,34.0,14,0
4820,1478,2,40,19.0,31,0
4821,1478,2,40,28.0,21,0
4822,1478,2,40,30.0,6,0
4823,1478,2,50,40.0,1,2
4824,1478,2,60,38.0,10,0
4826,1478,2,60,40.0,13,0
4827,1478,2,60,47.0,5,0
4828,1478,2,20,31.0,16,0
4829,1478,2,10,10.0,15,0
4830,1478,2,15,31.0,10,0
4831,1478,2,20,23.0,22,0
4832,1576,2,5,40.0,3,0
4833,1576,2,5,45.0,0,0
4834,1576,2,15,22.0,21,0
4835,1576,2,15,36.0,11,0
4836,1576,2,15,37.0,12,0
4837,1576,2,20,12.0,27,0
4838,1576,2,20,20.0,23,0
4839,1576,2,20,26.0,21,0
4840,1576,2,20,41.0,4,0
4841,1576,2,20,42.0,0,2
4843,1576,2,20,46.0,1,0
4844,1575,2,25,20.0,23,0
4845,1576,2,25,22.0,18,0
4847,1575,2,30,26.0,15,0
4848,1575,2,30,43.0,6,0
4849,1576,2,30,44.0,4,0
4850,1575,2,50,40.0,8,0
4852,1575,2,40,21.0,25,0
4853,1576,2,20,28.0,13,0
4854,1576,2,25,46.0,1,0
4855,1678,2,5,17.0,30,0
4856,1678,2,15,17.0,30,0
4857,1678,2,15,30.0,14,0
4858,1678,2,15,35.0,12,0
4859,1678,2,15,39.0,5,0
4860,1678,2,20,18.0,32,0
4862,1678,2,20,30.0,7,0
4863,1678,2,20,33.0,16,0
4864,1678,2,20,39.0,14,0
4866,1678,2,20,48.0,0,2
4867,1678,2,25,16.0,32,0
4868,1678,2,30,38.0,4,0
4869,1678,2,40,21.0,1,0
4870,1678,2,40,22.0,21,0
4871,1678,2,50,46.0,1,1
4872,1678,2,60,46.0,4,2
4873,1678,2,30,29.0,19,0
4874,1678,2,40,40.0,5,2
4875,1786,2,15,18.0,30,0
4876,1786,2,15,28.0,17,0
4877,1786,2,20,10.0,20,0
4878,1786,2,20,20.0,28,0
4879,1786,2,20,29.0,20,0
4880,1785,2,25,28.0,18,0
4881,1786,2,30,46.0,7,1
4883,1785,2,40,13.0,10,0
4884,1785,2,40,30.0,15,0
4885,1785,2,40,36.0,10,1
4886,1785,2,40,43.0,8,0
4887,1785,2,60,31.0,16,0
4888,1786,2,60,39.0,10,1
4889,1785,2,60,49.0,0,2
4890,1786,2,40,21.0,27,0
4891,1785,2,40,50.0,3,0
4892,1898,2,5,12.0,36,0
4893,1898,2,5,14.0,33,0
4894,1898,2,10,20.0,21,0
4896,1898,2,15,30.0,16,0
4897,1898,2,15,31.0,18,0
4898,1898,2,20,19.0,30,0
4900,1898,2,20,28.0,10,0
4901,1898,2,20,42.0,0,2
4902,1898,2,20,52.0,6,1
4903,1898,2,25,30.0,18,0
4904,1898,2,30,16.0,17,0
4905,1898,2,30,17.0,33,0
4906,1898,2,30,34.0,17,1
4907,1898,2,30,48.0,2,2
4908,1898,2,40,38.0,10,2
4910,1898,2,50,45.0,8,0
4911,1898,2,20,43.0,4,1
4912,1898,2,10,39.0,11,0
4914,1898,2,20,41.0,5,0
4916,1898,2,40,40.0,10,2
4917,2015,2,10,14.0,37,0
4918,2015,2,15,11.0,37,0
4919,2015,2,15,40.0,11,1
4920,2015,2,15,43.0,10,2
4921,2015,2,15,49.0,6,0
4923,2016,2,20,21.0,30,0
4924,2015,2,20,22.0,25,1
4925,2016,2,20,39.0,13,0
4926,2015,2,25,25.0,12,0
4927,2016,2,25,32.0,7,0
4928,2016,2,25,32.0,11,2
4929,2015,2,25,53.0,0,2
4930,2016,2,30,30.0,20,0
4931,2016,2,30,31.0,22,0
4932,2015,2,30,36.0,10,0
4933,2015,2,30,48.0,3,1
4935,2016,2,40,30.0,14,0
4936,2016,2,40,30.0,22,0
4937,2015,2,10,42.0,8,0
4938,2015,2,20,40.0,2,0
4939,2139,2,40,46.0,5,1
4940,2138,2,10,25.0,23,0
4941,2138,2,15,31.0,19,0
4942,2139,2,20,14.0,36,0
4943,2138,2,20,20.0,28,1
4944,2138,2,20,33.0,20,0
4945,2139,2,20,36.0,16,1
4946,2138,2,20,42.0,4,1
4947,2138,2,20,46.0,8,1
4948,2138,2,20,48.0,5,1
4949,2138,2,25,34.0,10,2
4950,2139,2,30,43.0,0,2
4952,2139,2,35,30.0,22,0
4954,2139,2,40,32.0,22,0
4955,2139,2,40,33.0,17,0
4956,2139,2,40,34.0,15,1
4957,2138,2,40,38.0,9,2
4958,2139,2,50,49.0,3,1
4959,2138,2,60,46.0,10,1
4960,2138,2,20,14.0,34,0
4962,2139,2,10,20.0,28,0
4963,2138,2,40,40.0,14,0
4965,2267,2,10,25.0,24,0
4966,2267,2,10,29.0,26,0
4967,2267,2,15,15.0,29,0
4968,2267,2,15,48.0,9,0
4969,2267,2,20,23.0,16,0
4970,2267,2,20,28.0,24,0
4972,2267,2,20,38.0,10,0
4973,2267,2,20,41.0,13,0
4974,2267,2,20,52.0,3,0
4975,2267,2,30,35.0,15,1
4976,2267,2,35,23.0,29,0
4977,2267,2,40,19.0,36,0
4978,2267,2,40,34.0,19,0
4979,2267,2,40,44.0,8,1
4980,2267,2,40,55.0,4,1
4981,2267,2,40,27.0,23,0
4982,2267,2,20,47.0,6,2
4983,2267,2,20,48.0,6,2
4984,2267,2,40,27.0,17,0
4985,2267,2,20,29.0,22,0
4986,2267,2,30,41.0,14,0
4987,2401,2,40,33.0,20,0
4988,2401,2,5,11.0,33,0
4989,2401,2,10,15.0,40,0
4990,2402,2,10,30.0,30,1
4991,2401,2,15,5.0,35,1
4992,2401,2,20,21.0,32,0
4993,2401,2,20,25.0,28,0
4994,2402,2,20,38.0,15,0
4995,2402,2,20,40.0,10,1
4996,2401,2,20,55.0,0,2
4997,2401,2,30,23.0,30,0
4998,2402,2,30,37.0,13,0
4999,2402,2,40,22.0,28,0
5000,2401,2,40,26.0,23,0
5001,2402,2,40,35.0,5,1
5002,2401,2,40,48.0,6,2
5003,2401,2,40,50.0,1,2
5004,2401,2,50,30.0,22,0
5005,2402,2,60,43.0,17,1
5006,2401,2,60,51.0,1,1
5007,2402,2,80,27.0,30,0
5008,2402,2,20,42.0,14,1
5009,2402,2,20,39.0,15,2
5011,2401,2,20,49.0,5,1
5013,2402,2,20,45.0,7,1
5014,2541,2,20,48.0,7,1
5015,2542,2,5,50.0,3,0
5016,2541,2,20,23.0,13,0
5018,2542,2,20,37.0,13,0
5019,2542,2,20,38.0,15,0
5020,2542,2,40,24.0,24,1
5021,2542,2,20,17.0,39,0
5022,2541,2,20,18.0,29,1
5023,2542,2,15,22.0,31,0
5024,2541,2,40,40.0,15,1
5025,2541,2,50,27.0,22,0
5026,2542,2,20,48.0,15,1
5028,2687,2,30,45.0,12,1
5029,2688,2,10,22.0,25,0
5030,2688,2,10,32.0,15,0
5031,2688,2,10,35.0,12,0
5032,2687,2,20,5.0,39,0
5033,2687,2,20,25.0,27,0
5034,2688,2,20,37.0,15,2
5035,2688,2,20,50.0,4,2
5036,2687,2,25,30.0,19,1
5037,2688,2,25,37.0,17,0
5038,2688,2,30,50.0,12,0
5039,2688,2,40,17.0,37,1
5041,2688,2,40,37.0,17,1
5042,2688,2,15,35.0,11,0
5043,2688,2,15,31.0,20,0
5044,2688,2,20,44.0,3,2
5045,2688,2,35,37.0,10,2
5046,2688,2,55,50.0,4,2
5047,2840,2,5,35.0,23,0
5052,2840,2,20,25.0,29,0
5053,2840,2,20,27.0,31,0
5054,2840,2,20,50.0,4,2
5055,2840,2,30,55.0,2,1
5056,2840,2,40,41.0,9,2
5057,2840,2,50,43.0,11,1
5058,2840,2,60,40.0,19,1
5060,2840,2,20,40.0,8,1
5061,2840,2,40,25.0,24,1
5062,2840,2,20,11.0,32,1
5063,2999,2,5,32.0,10,0
5064,2999,2,10,30.0,19,1
5065,2999,2,10,48.0,4,0
5066,2999,2,15,14.0,40,0
5067,2999,2,20,15.0,31,1
5068,2999,2,20,53.0,1,2
5069,2999,2,20,55.0,7,1
5070,2999,2,60,27.0,31,0
5071,2999,2,40,30.0,25,1
5072,2999,2,20,53.0,1,2
5073,2999,2,10,42.0,14,1
5074,3164,2,10,27.0,30,0
5075,3165,2,10,47.0,10,1
5076,3164,2,15,21.0,4,0
5077,3164,2,15,40.0,12,1
5078,3165,2,20,20.0,30,0
5079,3164,2,20,40.0,6,2
5080,3164,2,25,60.0,6,1
5081,3165,2,40,40.0,15,0
5082,3164,2,10,25.0,28,0
5083,3164,2,10,55.0,10,1
5084,3164,2,20,45.0,10,2
5085,3337,2,15,52.0,3,0
5086,3336,2,20,13.0,38,1
5087,3336,2,20,38.0,21,1
5088,3337,2,20,40.0,19,1
5089,3337,2,20,40.0,20,1
5090,3336,2,20,42.0,14,1
5091,3337,2,25,18.0,43,1
5092,3337,2,40,58.0,4,2
5093,3336,2,40,63.0,3,1
5094,3337,2,60,40.0,20,1
5095,3337,2,20,49.0,6,2
5096,3515,2,5,5.0,42,0
5097,3516,2,10,7.0,39,1
5098,3516,2,15,30.0,27,0
5100,3516,2,20,40.0,9,1
5101,3702,2,40,38.0,19,1
5102,3702,2,10,44.0,18,1
5103,3702,2,15,30.0,28,1
5104,3702,2,20,27.0,16,0
5105,3702,2,20,40.0,20,1
5106,3702,2,20,47.0,16,1
5107,3702,2,40,31.0,20,1
5108,3702,2,5,40.0,18,1
5109,3702,2,10,40.0,21,1
5110,3702,2,15,10.0,48,1
5111,3702,2,20,39.0,23,1
5112,3895,2,10,20.0,9,1
5113,3895,2,20,28.0,35,1
5114,3895,2,20,30.0,19,0
5115,3896,2,30,55.0,9,2
5116,3896,2,20,8.0,28,1
5117,3895,2,20,33.0,24,1
5118,3896,2,10,35.0,14,1
5119,3896,2,20,50.0,14,1
5120,4096,2,15,43.0,15,1
5121,4097,2,20,35.0,27,1
5124,4097,2,5,25.0,30,0
5125,4096,2,40,54.0,12,2
5126,150,2,40,16.0,3,0
5127,150,2,40,22.0,0,0
5128,151,2,45,13.0,5,0
5129,168,2,20,20.0,4,0
5130,168,2,35,23.0,0,0
5131,168,2,45,18.0,3,0
5132,188,2,15,14.0,7,0
5133,209,2,20,21.0,0,0
5134,232,2,30,15.0,9,0
5135,232,2,30,21.0,0,0
5137,256,2,20,11.0,8,0
5138,256,2,25,20.0,2,0
5139,257,2,30,20.0,1,0
5140,283,2,20,18.0,2,0
5142,283,2,30,14.0,9,0
5143,283,2,30,16.0,6,0
5145,312,2,20,19.0,5,0
5146,312,2,20,21.0,5,0
5147,312,2,40,21.0,8,0
5148,342,2,30,13.0,12,0
5149,342,2,5,9.0,13,0
5151,342,2,10,28.0,3,0
5152,342,2,20,13.0,13,0
5153,342,2,25,23.0,4,0
5155,375,2,15,15.0,3,0
5156,375,2,20,10.0,14,0
5157,375,2,20,14.0,9,0
5158,375,2,20,16.0,11,0
5159,375,2,20,25.0,2,0
5160,375,2,30,20.0,6,0
5161,375,2,30,25.0,4,0
5162,375,2,40,25.0,5,0
5163,375,2,60,24.0,3,0
5165,410,2,10,23.0,2,0
5166,410,2,20,9.0,15,0
5167,411,2,20,13.0,13,0
5169,410,2,30,9.0,15,0
5170,411,2,30,17.0,11,0
5171,410,2,30,17.0,12,0
5172,411,2,30,20.0,8,0
5173,410,2,30,20.0,10,0
5174,410,2,30,27.0,10,0
5175,411,2,30,28.0,3,0
5176,410,2,30,30.0,4,0
5177,410,2,35,10.0,12,0
5178,410,2,40,22.0,7,0
5180,410,2,40,26.0,6,0
5181,410,2,40,32.0,1,0
5182,411,2,40,32.0,4,0
5183,448,2,5,16.0,14,0
5185,448,2,5,11.0,8,0
5186,448,2,10,25.0,3,0
5187,448,2,15,7.0,16,0
5188,448,2,15,13.0,11,0
5189,448,2,15,17.0,4,0
5190,448,2,15,20.0,2,0
5191,448,2,15,21.0,2,0
5192,448,2,20,22.0,2,0
5193,448,2,20,22.0,5,0
5194,448,2,20,22.0,14,0
5196,448,2,25,10.0,11,0
5197,448,2,25,15.0,14,0
5198,448,2,25,16.0,7,0
5199,448,2,25,18.0,10,0
5200,448,2,40,6.0,10,0
5201,448,2,40,18.0,14,0
5203,448,2,80,28.0,3,0
5204,489,2,5,6.0,12,0
5205,488,2,10,15.0,16,0
5206,488,2,10,18.0,9,0
5207,488,2,10,27.0,2,0
5208,488,2,15,18.0,12,0
5209,488,2,20,6.0,6,0
5210,488,2,20,23.0,5,0
5213,488,2,40,10.0,11,0
5214,488,2,40,15.0,14,0
5215,488,2,60,12.0,17,0
5216,488,2,60,14.0,15,0
5217,488,2,60,22.0,12,0
5219,489,2,60,25.0,7,0
5220,488,2,20,16.0,15,0
5222,531,2,5,6.0,13,0
5223,531,2,5,20.0,4,0
5224,531,2,5,23.0,5,0
5225,531,2,5,30.0,0,0
5226,531,2,10,15.0,15,0
5227,531,2,10,19.0,10,0
5228,531,2,15,12.0,1,0
5229,531,2,15,12.0,18,0
5230,531,2,15,18.0,16,0
5231,531,2,20,15.0,9,0
5232,531,2,20,22.0,9,0
5233,531,2,25,10.0,13,0
5234,531,2,25,15.0,11,0
5235,531,2,25,19.0,11,0
5236,531,2,30,17.0,13,0
5237,531,2,30,32.0,1,0
5238,531,2,35,26.0,0,0
5239,531,2,40,10.0,16,0
5240,531,2,40,20.0,12,0
5241,531,2,40,24.0,8,0
5242,531,2,45,18.0,12,0
5244,531,2,50,34.0,2,0
5245,531,2,60,14.0,18,0
5246,531,2,30,25.0,5,0
5247,577,2,5,30.0,3,0
5248,577,2,10,10.0,14,0
5249,577,2,10,15.0,4,0
5250,577,2,15,22.0,11,0
5251,577,2,15,26.0,13,0
5252,577,2,20,11.0,18,0
5253,577,2,20,16.0,12,0
5254,577,2,20,19.0,10,0
5255,577,2,20,20.0,2,0
5256,577,2,20,22.0,14,0
5257,577,2,25,22.0,11,0
5258,577,2,25,28.0,5,0
5259,577,2,25,35.0,0,0
5260,577,2,30,18.0,6,0
5261,577,2,30,19.0,11,0
5262,577,2,30,25.0,10,0
5263,577,2,30,30.0,6,0
5265,577,2,40,7.0,4,0
5267,577,2,40,20.0,12,0
5268,577,2,50,24.0,5,0
5269,577,2,55,17.0,11,0
5270,577,2,60,20.0,13,0
5271,577,2,60,26.0,4,0
5272,577,2,60,30.0,4,0
5274,577,2,60,31.0,6,0
5275,625,2,40,26.0,12,0
5276,625,2,5,22.0,10,0
5277,625,2,10,12.0,20,0
5278,625,2,15,19.0,10,0
5280,625,2,15,21.0,14,0
5281,625,2,20,12.0,20,0
5282,625,2,20,15.0,17,0
5283,626,2,20,17.0,11,0
5284,625,2,20,18.0,16,0
5285,625,2,20,20.0,10,0
5286,626,2,20,24.0,18,0
5287,625,2,20,27.0,3,0
5288,625,2,20,31.0,3,0
5289,625,2,25,16.0,19,0
5290,625,2,30,15.0,20,0
5291,625,2,30,16.0,13,0
5292,626,2,30,30.0,3,0
5293,626,2,40,17.0,12,0
5295,625,2,40,22.0,10,0
5296,625,2,40,23.0,9,0
5298,625,2,40,35.0,0,0
5299,625,2,60,14.0,19,0
5300,625,2,60,31.0,1,0
5302,625,2,80,18.0,6,0
5303,625,2,30,13.0,20,0
5304,626,2,10,23.0,10,0
5305,625,2,40,16.0,4,0
5306,677,2,10,14.0,16,0
5307,677,2,15,10.0,3,0
5308,677,2,20,10.0,19,0
5309,677,2,20,16.0,16,0
5310,677,2,20,17.0,18,0
5311,677,2,20,18.0,21,0
5312,677,2,20,25.0,6,0
5314,677,2,25,10.0,18,0
5315,677,2,25,25.0,0,0
5316,677,2,25,28.0,7,0
5317,677,2,30,27.0,2,0
5318,677,2,30,32.0,6,0
5319,677,2,30,35.0,1,0
5320,677,2,40,14.0,16,0
5321,677,2,40,16.0,17,0
5322,677,2,40,22.0,1,0
5323,677,2,40,23.0,4,0
5324,677,2,40,28.0,4,0
5325,677,2,40,33.0,2,0
5326,677,2,50,11.0,16,0
5327,677,2,50,23.0,12,0
5328,677,2,60,19.0,11,0
5329,677,2,60,30.0,0,0
5330,677,2,60,36.0,3,0
5331,677,2,20,16.0,15,0
5332,732,2,10,11.0,20,0
5333,731,2,10,20.0,15,0
5334,732,2,15,8.0,14,0
5335,732,2,15,15.0,17,0
5336,731,2,15,19.0,12,0
5337,731,2,15,30.0,2,0
5338,731,2,20,10.0,17,0
5339,731,2,20,11.0,22,0
5341,731,2,25,20.0,14,0
5342,731,2,25,23.0,14,0
5343,731,2,25,31.0,1,0
5344,732,2,30,12.0,19,0
5345,731,2,30,18.0,18,0
5346,732,2,30,21.0,14,0
5347,732,2,30,30.0,3,0
5348,731,2,30,32.0,5,0
5349,731,2,40,18.0,17,0
5350,732,2,40,29.0,2,0
5351,731,2,40,29.0,9,0
5353,732,2,50,15.0,7,0
5354,731,2,50,20.0,12,0
5355,731,2,60,26.0,4,0
5356,731,2,60,32.0,7,0
5357,731,2,60,28.0,14,0
5358,731,2,20,22.0,12,0
5360,789,2,30,17.0,13,0
5361,789,2,5,16.0,1,0
5362,789,2,5,25.0,12,0
5363,789,2,10,12.0,18,0
5364,789,2,10,12.0,23,0
5366,789,2,15,22.0,11,0
5367,789,2,20,15.0,10,0
5368,789,2,20,17.0,16,0
5370,790,2,20,24.0,11,0
5371,790,2,20,25.0,5,0
5372,790,2,20,25.0,12,0
5373,790,2,20,25.0,13,0
5374,790,2,25,18.0,23,0
5375,790,2,25,34.0,5,0
5376,789,2,30,22.0,13,0
5377,789,2,30,26.0,14,0
5378,790,2,40,17.0,15,0
5379,789,2,40,21.0,16,0
5380,789,2,40,23.0,15,0
5381,789,2,40,26.0,1,0
5382,789,2,50,26.0,13,0
5383,790,2,50,28.0,7,0
5384,789,2,50,36.0,0,0
5385,790,2,60,28.0,4,0
5386,789,2,60,30.0,6,0
5388,790,2,40,33.0,4,0
5389,850,2,10,14.0,20,0
5390,851,2,10,20.0,9,0
5391,851,2,15,23.0,11,0
5392,850,2,15,23.0,16,0
5393,851,2,20,11.0,21,0
5395,851,2,20,20.0,5,0
5396,850,2,20,23.0,10,0
5397,850,2,20,26.0,2,0
5399,851,2,20,32.0,4,0
5402,850,2,30,14.0,18,0
5403,850,2,30,14.0,22,0
5404,851,2,30,20.0,13,0
5405,851,2,30,21.0,14,0
5406,851,2,30,27.0,6,0
5407,851,2,30,32.0,10,0
5409,851,2,30,36.0,1,0
5410,850,2,35,34.0,6,0
5411,851,2,40,14.0,19,0
5412,851,2,40,22.0,13,0
5413,851,2,40,25.0,10,0
5415,851,2,40,29.0,11,0
5416,851,2,40,30.0,8,0
5417,851,2,50,16.0,19,0
5419,851,2,60,24.0,14,0
5420,851,2,60,25.0,14,0
5423,851,2,25,37.0,2,0
