,Unnamed: 0,Identificador_Agricultor,Estimativa_de_Insetos,Tipo_de_Cultivo,Tipo_de_Solo,Categoria_Pesticida,Doses_Semana,Semanas_Utilizando,Semanas_Sem_Uso,Temporada,dano_na_plantacao
3645,83645,SCROP83646,1678,1,0,2,40,22.0,28,3,0
3646,83646,SCROP83647,1678,1,0,2,40,24.0,17,2,0
3647,83647,SCROP83648,1678,1,0,2,40,47.0,3,2,0
3648,83648,SCROP83649,1678,1,0,2,60,13.0,27,3,0
3649,83649,SCROP83650,1678,1,0,2,20,19.0,25,3,0
3650,83650,SCROP83651,1678,1,0,2,10,46.0,1,1,0
3651,83651,SCROP83652,1785,1,0,2,5,30.0,9,2,0
3652,83652,SCROP83653,1786,1,0,2,10,27.0,20,1,0
3653,83653,SCROP83654,1785,1,0,2,20,24.0,19,1,0
3654,83654,SCROP83655,1785,1,0,2,30,34.0,11,2,0
3655,83655,SCROP83656,1785,1,0,2,35,23.0,18,3,0
3656,83656,SCROP83657,1785,1,0,2,35,40.0,5,1,0
3657,83657,SCROP83658,1785,1,0,2,50,32.0,8,2,0
3658,83658,SCROP83659,1786,1,0,2,50,45.0,5,2,0
3659,83659,SCROP83660,1785,1,0,2,20,35.0,12,2,0
3660,83660,SCROP83661,1898,1,0,2,5,44.0,7,3,0
3661,83661,SCROP83662,1898,1,0,2,10,13.0,35,2,0
3662,83662,SCROP83663,1898,1,0,2,10,26.0,20,3,0
3663,83663,SCROP83664,1898,1,0,2,10,28.0,20,2,0
3664,83664,SCROP83665,1898,1,0,2,10,34.0,7,3,0
3665,83665,SCROP83666,1898,1,0,2,15,49.0,1,2,0
3666,83666,SCROP83667,1898,1,0,2,20,,14,1,0
3667,83667,SCROP83668,1898,1,0,2,20,24.0,12,2,0
3668,83668,SCROP83669,1898,1,0,2,40,43.0,6,1,0
3669,83669,SCROP83670,1898,1,0,2,10,15.0,33,1,0
3670,83670,SCROP83671,2016,1,0,2,5,5.0,30,3,0
3671,83671,SCROP83672,2015,1,0,2,5,10.0,31,1,0
3672,83672,SCROP83673,2016,1,0,2,10,32.0,17,2,0
3673,83673,SCROP83674,2016,1,0,2,15,25.0,12,2,0
3674,83674,SCROP83675,2016,1,0,2,15,38.0,11,3,0
3675,83675,SCROP83676,2015,1,0,2,15,40.0,2,2,0
3676,83676,SCROP83677,2016,1,0,2,15,40.0,13,2,0
3677,83677,SCROP83678,2015,1,0,2,20,21.0,19,3,0
3678,83678,SCROP83679,2015,1,0,2,20,38.0,8,2,0
3679,83679,SCROP83680,2015,1,0,2,20,44.0,5,2,0
3680,83680,SCROP83681,2015,1,0,2,20,47.0,1,2,0
3681,83681,SCROP83682,2015,1,0,2,20,49.0,1,2,0
3682,83682,SCROP83683,2015,1,0,2,25,26.0,1,2,0
3683,83683,SCROP83684,2016,1,0,2,30,30.0,12,1,0
3684,83684,SCROP83685,2015,1,0,2,40,18.0,12,1,0
3685,83685,SCROP83686,2015,1,0,2,50,31.0,18,2,0
3686,83686,SCROP83687,2015,1,0,2,60,30.0,20,3,0
3687,83687,SCROP83688,2015,1,0,2,60,36.0,13,2,0
3688,83688,SCROP83689,2016,1,0,2,40,28.0,5,2,0
3689,83689,SCROP83690,2139,1,0,2,5,11.0,36,2,0
3690,83690,SCROP83691,2138,1,0,2,5,28.0,10,1,0
3691,83691,SCROP83692,2139,1,0,2,5,30.0,22,3,0
3692,83692,SCROP83693,2139,1,0,2,5,35.0,7,3,0
3693,83693,SCROP83694,2139,1,0,2,10,33.0,19,2,0
3694,83694,SCROP83695,2139,1,0,2,20,22.0,4,1,0
3695,83695,SCROP83696,2138,1,0,2,25,,13,2,0
3696,83696,SCROP83697,2139,1,0,2,30,14.0,30,1,0
3697,83697,SCROP83698,2139,1,0,2,40,37.0,15,1,0
3698,83698,SCROP83699,2267,1,0,2,10,26.0,19,2,0
3699,83699,SCROP83700,2267,1,0,2,10,37.0,14,2,0
3700,83700,SCROP83701,2267,1,0,2,10,38.0,16,1,0
3701,83701,SCROP83702,2267,1,0,2,10,,5,3,0
3702,83702,SCROP83703,2267,1,0,2,10,43.0,2,2,0
3703,83703,SCROP83704,2267,1,0,2,15,22.0,22,1,0
3704,83704,SCROP83705,2267,1,0,2,20,58.0,2,3,0
3705,83705,SCROP83706,2267,1,0,2,40,42.0,10,1,0
3706,83706,SCROP83707,2267,1,0,2,60,32.0,14,3,0
3707,83707,SCROP83708,2267,1,0,2,60,45.0,12,3,0
3708,83708,SCROP83709,2267,1,0,2,5,42.0,9,2,0
3709,83709,SCROP83710,2402,1,0,2,5,8.0,37,2,0
3710,83710,SCROP83711,2402,1,0,2,10,20.0,0,3,0
3711,83711,SCROP83712,2402,1,0,2,10,,31,1,0
3712,83712,SCROP83713,2402,1,0,2,10,31.0,25,2,0
3713,83713,SCROP83714,2402,1,0,2,30,20.0,25,2,0
3714,83714,SCROP83715,2401,1,0,2,10,40.0,12,3,0
3715,83715,SCROP83716,2402,1,0,2,5,,30,1,0
3716,83716,SCROP83717,2541,1,0,2,15,40.0,6,2,0
3717,83717,SCROP83718,2541,1,0,2,20,40.0,11,1,0
3718,83718,SCROP83719,2541,1,0,2,20,47.0,7,3,0
3719,83719,SCROP83720,2541,1,0,2,40,32.0,21,2,0
3720,83720,SCROP83721,2542,1,0,2,60,47.0,6,3,0
3721,83721,SCROP83722,2688,1,0,2,10,20.0,30,1,0
3722,83722,SCROP83723,2688,1,0,2,10,29.0,9,3,0
3723,83723,SCROP83724,2688,1,0,2,10,52.0,2,1,0
3724,83724,SCROP83725,2687,1,0,2,15,30.0,12,2,0
3725,83725,SCROP83726,2688,1,0,2,20,,14,3,0
3726,83726,SCROP83727,2688,1,0,2,20,45.0,9,2,0
3727,83727,SCROP83728,2687,1,0,2,10,38.0,16,2,0
3728,83728,SCROP83729,2688,1,0,2,20,40.0,12,2,0
3729,83729,SCROP83730,2840,1,0,2,10,15.0,23,3,0
3730,83730,SCROP83731,2840,1,0,2,20,54.0,3,2,0
3731,83731,SCROP83732,2840,1,0,2,40,40.0,13,1,0
3732,83732,SCROP83733,2840,1,0,2,20,,6,3,0
3733,83733,SCROP83734,2999,1,0,2,5,10.0,14,1,0
3734,83734,SCROP83735,2999,1,0,2,10,12.0,12,3,0
3735,83735,SCROP83736,2999,1,0,2,10,16.0,34,2,0
3736,83736,SCROP83737,2999,1,0,2,30,25.0,15,1,0
3737,83737,SCROP83738,3164,1,0,2,10,25.0,11,2,0
3738,83738,SCROP83739,3165,1,0,2,10,41.0,2,3,0
3739,83739,SCROP83740,3164,1,0,2,20,,27,3,0
3740,83740,SCROP83741,3336,1,0,2,15,,16,2,0
3741,83741,SCROP83742,3336,1,0,2,60,25.0,21,2,0
3742,83742,SCROP83743,3516,1,0,2,20,46.0,9,2,0
3743,83743,SCROP83744,3702,1,0,2,20,35.0,14,1,0
3744,83744,SCROP83745,3895,1,0,2,10,,11,2,0
3745,83745,SCROP83746,3895,1,0,2,10,50.0,9,2,0
3746,83746,SCROP83747,3895,1,0,2,20,51.0,7,2,0
3747,83747,SCROP83748,4096,1,0,2,15,35.0,16,1,0
3748,83748,SCROP83749,311,1,0,1,0,0.0,0,2,0
3749,83749,SCROP83750,342,1,0,1,0,0.0,0,2,0
3750,83750,SCROP83751,375,1,1,1,0,0.0,0,2,0
3751,83751,SCROP83752,625,0,1,1,0,0.0,0,2,0
3752,83752,SCROP83753,625,1,1,1,0,,0,2,0
3753,83753,SCROP83754,731,0,1,1,0,0.0,0,2,0
3754,83754,SCROP83755,790,1,1,1,0,0.0,0,1,0
3755,83755,SCROP83756,984,1,1,1,0,0.0,0,2,0
3756,83756,SCROP83757,1132,0,0,1,0,0.0,0,2,0
3757,83757,SCROP83758,1385,1,0,1,0,0.0,0,2,0
3758,83758,SCROP83759,1385,1,1,1,0,0.0,0,2,0
3759,83759,SCROP83760,1478,1,1,1,0,0.0,0,1,0
3760,83760,SCROP83761,1576,0,1,1,0,0.0,0,2,0
3761,83761,SCROP83762,1575,1,0,1,0,0.0,0,1,0
3762,83762,SCROP83763,1898,1,0,1,0,0.0,0,2,0
3763,83763,SCROP83764,2139,0,0,1,0,,0,2,0
3764,83764,SCROP83765,2138,1,1,1,0,0.0,0,2,0
3765,83765,SCROP83766,2138,1,1,1,0,0.0,0,3,0
3766,83766,SCROP83767,2267,0,1,1,0,0.0,0,1,0
3767,83767,SCROP83768,2267,1,1,1,0,,0,1,0
3768,83768,SCROP83769,2840,0,0,1,0,0.0,0,2,0
3769,83769,SCROP83770,2999,0,0,1,0,0.0,0,1,0
3770,83770,SCROP83771,3516,1,0,1,0,0.0,0,2,0
3771,83771,SCROP83772,3702,1,0,1,0,0.0,0,2,0
3772,83772,SCROP83773,3702,1,1,1,0,0.0,0,2,0
3773,83773,SCROP83774,150,0,0,3,30,19.0,0,2,0
3774,83774,SCROP83775,151,0,1,3,30,15.0,0,1,0
3775,83775,SCROP83776,151,0,1,3,30,22.0,0,1,0
3776,83776,SCROP83777,151,0,1,3,45,19.0,0,3,0
3777,83777,SCROP83778,168,0,0,3,60,24.0,0,2,0
3778,83778,SCROP83779,168,0,1,3,30,,0,1,0
3779,83779,SCROP83780,168,0,1,3,40,26.0,0,2,0
3780,83780,SCROP83781,188,0,0,3,5,16.0,0,2,0
3781,83781,SCROP83782,188,0,0,3,15,22.0,0,2,0
3782,83782,SCROP83783,188,0,0,3,30,16.0,0,3,0
3783,83783,SCROP83784,188,0,1,3,5,15.0,0,3,0
3784,83784,SCROP83785,188,0,1,3,5,25.0,0,2,0
3785,83785,SCROP83786,209,0,0,3,40,28.0,0,2,0
3786,83786,SCROP83787,209,0,1,3,20,10.0,0,2,0
3787,83787,SCROP83788,209,0,1,3,30,17.0,0,1,0
3788,83788,SCROP83789,231,0,0,3,5,23.0,0,2,0
3789,83789,SCROP83790,232,0,0,3,15,25.0,0,1,0
3790,83790,SCROP83791,232,0,0,3,20,23.0,0,1,0
3791,83791,SCROP83792,232,0,0,3,50,23.0,0,1,0
3792,83792,SCROP83793,232,0,1,3,45,29.0,0,2,0
3793,83793,SCROP83794,256,0,0,3,40,21.0,0,1,0
3794,83794,SCROP83795,256,0,1,3,20,8.0,0,2,0
3795,83795,SCROP83796,256,0,1,3,20,19.0,0,3,0
3796,83796,SCROP83797,283,0,0,3,40,24.0,0,2,0
3797,83797,SCROP83798,283,0,1,3,15,17.0,0,2,0
3798,83798,SCROP83799,283,0,1,3,30,30.0,0,3,0
3799,83799,SCROP83800,283,0,1,3,40,30.0,0,1,0
3800,83800,SCROP83801,283,0,1,3,45,,0,3,0
3801,83801,SCROP83802,283,0,1,3,40,,0,2,0
3802,83802,SCROP83803,283,0,1,3,30,25.0,0,1,0
3803,83803,SCROP83804,312,0,0,3,15,,0,1,0
3804,83804,SCROP83805,311,0,0,3,15,25.0,0,2,0
3805,83805,SCROP83806,311,0,0,3,25,28.0,0,1,0
3806,83806,SCROP83807,311,0,0,3,40,25.0,0,2,0
3807,83807,SCROP83808,312,0,1,3,20,12.0,0,3,0
3808,83808,SCROP83809,312,0,1,3,25,25.0,0,2,0
3809,83809,SCROP83810,342,0,0,3,10,,0,1,0
3810,83810,SCROP83811,342,0,0,3,30,28.0,0,2,0
3811,83811,SCROP83812,342,0,0,3,60,29.0,0,1,0
3812,83812,SCROP83813,342,0,1,3,25,30.0,0,2,0
3813,83813,SCROP83814,342,0,1,3,40,29.0,0,3,0
3814,83814,SCROP83815,375,0,0,3,15,29.0,0,2,0
3815,83815,SCROP83816,375,0,0,3,20,,0,2,0
3816,83816,SCROP83817,375,0,0,3,40,12.0,0,2,0
3817,83817,SCROP83818,375,0,1,3,5,,0,1,0
3818,83818,SCROP83819,375,0,1,3,25,,0,2,0
3819,83819,SCROP83820,375,0,1,3,30,31.0,0,2,0
3820,83820,SCROP83821,375,0,1,3,50,27.0,0,2,0
3821,83821,SCROP83822,375,0,1,3,50,29.0,0,1,0
3822,83822,SCROP83823,375,0,1,3,55,29.0,0,2,0
3823,83823,SCROP83824,410,0,0,3,15,20.0,0,2,0
3824,83824,SCROP83825,411,0,1,3,15,23.0,0,3,0
3825,83825,SCROP83826,410,0,1,3,30,8.0,0,2,0
3826,83826,SCROP83827,411,0,1,3,35,23.0,0,2,0
3827,83827,SCROP83828,411,0,1,3,80,27.0,0,2,0
3828,83828,SCROP83829,410,0,1,3,20,25.0,0,2,0
3829,83829,SCROP83830,448,0,0,3,20,30.0,0,2,0
3830,83830,SCROP83831,448,0,0,3,20,33.0,0,1,0
3831,83831,SCROP83832,448,0,0,3,50,29.0,0,3,0
3832,83832,SCROP83833,448,0,1,3,10,19.0,0,3,0
3833,83833,SCROP83834,448,0,1,3,25,22.0,0,3,0
3834,83834,SCROP83835,448,0,1,3,40,13.0,0,2,0
3835,83835,SCROP83836,448,0,1,3,45,30.0,0,2,0
3836,83836,SCROP83837,488,0,0,3,10,,0,2,0
3837,83837,SCROP83838,488,0,0,3,30,28.0,0,2,0
3838,83838,SCROP83839,488,0,0,3,40,37.0,0,3,0
3839,83839,SCROP83840,488,0,0,3,5,31.0,0,1,0
3840,83840,SCROP83841,488,0,0,3,25,32.0,0,2,0
3841,83841,SCROP83842,488,0,1,3,5,,0,2,0
3842,83842,SCROP83843,488,0,1,3,30,27.0,0,2,0
3843,83843,SCROP83844,488,0,1,3,40,14.0,0,2,0
3844,83844,SCROP83845,488,0,1,3,10,27.0,0,3,0
3845,83845,SCROP83846,488,0,1,3,80,32.0,0,3,0
3846,83846,SCROP83847,531,0,0,3,60,31.0,0,3,0
3847,83847,SCROP83848,531,0,1,3,20,22.0,0,1,0
3848,83848,SCROP83849,531,0,1,3,30,15.0,0,3,0
3849,83849,SCROP83850,577,0,0,3,10,20.0,0,3,0
3850,83850,SCROP83851,577,0,0,3,10,34.0,0,3,0
3851,83851,SCROP83852,577,0,0,3,25,,0,1,0
3852,83852,SCROP83853,577,0,0,3,25,,0,2,0
3853,83853,SCROP83854,577,0,0,3,30,14.0,0,3,0
3854,83854,SCROP83855,577,0,0,3,40,18.0,0,2,0
3855,83855,SCROP83856,577,0,0,3,35,33.0,0,3,0
3856,83856,SCROP83857,577,0,1,3,10,10.0,0,1,0
3857,83857,SCROP83858,577,0,1,3,20,11.0,0,2,0
3858,83858,SCROP83859,577,0,1,3,35,38.0,0,3,0
3859,83859,SCROP83860,577,0,1,3,50,29.0,0,2,0
3860,83860,SCROP83861,577,0,1,3,35,24.0,0,1,0
3861,83861,SCROP83862,625,0,0,3,15,31.0,0,1,0
3862,83862,SCROP83863,625,0,0,3,15,33.0,0,1,0
3863,83863,SCROP83864,625,0,0,3,25,32.0,0,3,0
3864,83864,SCROP83865,625,0,0,3,30,24.0,0,1,0
3865,83865,SCROP83866,625,0,0,3,20,25.0,0,2,0
3866,83866,SCROP83867,625,0,1,3,15,18.0,0,2,0
3867,83867,SCROP83868,625,0,1,3,20,11.0,0,3,0
3868,83868,SCROP83869,625,0,1,3,25,26.0,0,2,0
3869,83869,SCROP83870,625,0,1,3,30,,0,3,0
3870,83870,SCROP83871,625,0,1,3,35,22.0,0,2,0
3871,83871,SCROP83872,625,0,1,3,50,28.0,0,1,0
3872,83872,SCROP83873,625,0,1,3,20,29.0,0,2,0
3873,83873,SCROP83874,677,0,0,3,10,6.0,0,2,0
3874,83874,SCROP83875,677,0,0,3,30,42.0,0,1,0
3875,83875,SCROP83876,677,0,0,3,35,37.0,0,2,0
3876,83876,SCROP83877,677,0,0,3,60,20.0,0,1,0
3877,83877,SCROP83878,677,0,0,3,60,37.0,0,1,0
3878,83878,SCROP83879,677,0,0,3,20,36.0,0,1,0
3879,83879,SCROP83880,677,0,0,3,20,35.0,0,2,0
3880,83880,SCROP83881,677,0,0,3,40,36.0,0,2,0
3881,83881,SCROP83882,677,0,1,3,10,43.0,0,2,0
3882,83882,SCROP83883,677,0,1,3,30,34.0,0,1,0
3883,83883,SCROP83884,677,0,1,3,20,35.0,0,1,0
3884,83884,SCROP83885,732,0,0,3,5,20.0,0,2,0
3885,83885,SCROP83886,732,0,0,3,5,38.0,0,3,0
3886,83886,SCROP83887,731,0,0,3,15,31.0,0,3,0
3887,83887,SCROP83888,732,0,0,3,20,22.0,0,2,0
3888,83888,SCROP83889,732,0,0,3,30,13.0,0,2,0
3889,83889,SCROP83890,732,0,0,3,30,,0,2,0
3890,83890,SCROP83891,731,0,0,3,50,35.0,0,3,0
3891,83891,SCROP83892,732,0,0,3,35,40.0,0,2,0
3892,83892,SCROP83893,731,0,0,3,20,,0,2,0
3893,83893,SCROP83894,732,0,0,3,30,37.0,0,2,0
3894,83894,SCROP83895,732,0,1,3,5,23.0,0,1,0
3895,83895,SCROP83896,732,0,1,3,10,21.0,0,1,0
3896,83896,SCROP83897,732,0,1,3,20,43.0,0,2,0
3897,83897,SCROP83898,732,0,1,3,25,15.0,0,1,0
3898,83898,SCROP83899,731,0,1,3,25,23.0,0,1,0
3899,83899,SCROP83900,731,0,1,3,25,29.0,0,2,0
3900,83900,SCROP83901,732,0,1,3,40,36.0,0,2,0
3901,83901,SCROP83902,731,0,1,3,60,39.0,0,2,0
3902,83902,SCROP83903,731,0,1,3,20,31.0,0,1,0
3903,83903,SCROP83904,789,0,0,3,15,43.0,0,2,0
3904,83904,SCROP83905,790,0,0,3,40,23.0,0,2,0
3905,83905,SCROP83906,790,0,0,3,60,35.0,0,1,0
3906,83906,SCROP83907,789,0,0,3,40,28.0,0,3,0
3907,83907,SCROP83908,789,0,0,3,20,35.0,0,3,0
3908,83908,SCROP83909,789,0,0,3,40,40.0,0,2,0
3909,83909,SCROP83910,790,0,1,3,10,38.0,0,2,0
3910,83910,SCROP83911,790,0,1,3,15,,0,3,0
3911,83911,SCROP83912,789,0,1,3,30,27.0,0,3,0
3912,83912,SCROP83913,790,0,1,3,40,7.0,0,1,0
3913,83913,SCROP83914,789,0,1,3,40,42.0,0,3,0
3914,83914,SCROP83915,851,0,0,3,5,28.0,0,2,0
3915,83915,SCROP83916,851,0,0,3,30,32.0,0,3,0
3916,83916,SCROP83917,850,0,0,3,30,41.0,0,2,0
3917,83917,SCROP83918,851,0,0,3,40,40.0,0,2,0
3918,83918,SCROP83919,851,0,1,3,5,25.0,0,3,0
3919,83919,SCROP83920,851,0,1,3,15,35.0,0,1,0
3920,83920,SCROP83921,851,0,1,3,30,17.0,0,1,0
3921,83921,SCROP83922,851,0,1,3,35,32.0,0,2,0
3922,83922,SCROP83923,851,0,1,3,40,38.0,0,2,0
3923,83923,SCROP83924,851,0,1,3,50,,0,1,0
3924,83924,SCROP83925,851,0,1,3,20,36.0,0,2,0
3925,83925,SCROP83926,915,0,0,3,20,35.0,0,2,0
3926,83926,SCROP83927,915,0,0,3,40,,0,3,0
3927,83927,SCROP83928,915,0,1,3,10,15.0,0,2,0
3928,83928,SCROP83929,915,0,1,3,15,39.0,0,2,0
3929,83929,SCROP83930,915,0,1,3,35,31.0,0,3,0
3930,83930,SCROP83931,915,0,1,3,40,42.0,0,2,0
3931,83931,SCROP83932,915,0,1,3,60,36.0,0,2,0
3932,83932,SCROP83933,915,0,1,3,20,,0,2,0
3933,83933,SCROP83934,984,0,0,3,15,42.0,0,2,0
3934,83934,SCROP83935,984,0,0,3,45,48.0,0,1,0
3935,83935,SCROP83936,984,0,0,3,25,41.0,0,2,0
3936,83936,SCROP83937,984,0,0,3,30,40.0,0,1,0
3937,83937,SCROP83938,984,0,1,3,30,21.0,0,2,0
3938,83938,SCROP83939,984,0,1,3,60,31.0,0,3,0
3939,83939,SCROP83940,984,0,1,3,30,38.0,0,1,0
3940,83940,SCROP83941,984,0,1,3,60,40.0,0,1,0
3941,83941,SCROP83942,984,0,1,3,30,39.0,0,2,0
3942,83942,SCROP83943,1056,0,0,3,5,34.0,0,2,0
3943,83943,SCROP83944,1056,0,0,3,10,33.0,0,3,0
3944,83944,SCROP83945,1056,0,0,3,15,40.0,0,2,0
3945,83945,SCROP83946,1056,0,0,3,35,23.0,0,3,0
3946,83946,SCROP83947,1056,0,0,3,40,41.0,0,1,0
3947,83947,SCROP83948,1056,0,0,3,45,,0,3,0
3948,83948,SCROP83949,1056,0,0,3,80,43.0,0,2,0
3949,83949,SCROP83950,1056,0,0,3,10,35.0,0,2,0
3950,83950,SCROP83951,1056,0,0,3,20,37.0,0,1,0
3951,83951,SCROP83952,1056,0,1,3,5,,0,2,0
3952,83952,SCROP83953,1056,0,1,3,5,41.0,0,2,0
3953,83953,SCROP83954,1056,0,1,3,40,32.0,0,2,0
3954,83954,SCROP83955,1056,0,1,3,70,,0,3,0
3955,83955,SCROP83956,1056,0,1,3,20,39.0,0,3,0
3956,83956,SCROP83957,1132,0,0,3,5,47.0,0,3,0
3957,83957,SCROP83958,1132,0,0,3,10,39.0,0,3,0
3958,83958,SCROP83959,1132,0,0,3,40,22.0,0,2,0
3959,83959,SCROP83960,1132,0,0,3,40,39.0,0,3,0
3960,83960,SCROP83961,1132,0,0,3,60,42.0,0,2,0
3961,83961,SCROP83962,1132,0,0,3,70,47.0,0,1,0
3962,83962,SCROP83963,1132,0,0,3,20,35.0,0,3,0
3963,83963,SCROP83964,1132,0,1,3,10,36.0,0,2,0
3964,83964,SCROP83965,1132,0,1,3,20,43.0,0,2,0
3965,83965,SCROP83966,1132,0,1,3,30,34.0,0,2,0
3966,83966,SCROP83967,1132,0,1,3,35,33.0,0,3,0
3967,83967,SCROP83968,1132,0,1,3,35,,0,1,0
3968,83968,SCROP83969,1132,0,1,3,60,26.0,0,2,0
3969,83969,SCROP83970,1132,0,1,3,15,37.0,0,2,0
3970,83970,SCROP83971,1132,0,1,3,20,46.0,0,1,0
3971,83971,SCROP83972,1132,0,1,3,40,40.0,0,2,0
3972,83972,SCROP83973,1132,0,1,3,20,39.0,0,3,0
3973,83973,SCROP83974,1132,0,1,3,40,35.0,0,2,0
3974,83974,SCROP83975,1132,0,1,3,35,39.0,0,2,0
3975,83975,SCROP83976,1212,0,0,3,5,35.0,0,2,0
3976,83976,SCROP83977,1212,0,0,3,25,47.0,0,3,0
3977,83977,SCROP83978,1212,0,0,3,30,27.0,0,2,0
3978,83978,SCROP83979,1212,0,0,3,30,46.0,0,2,0
3979,83979,SCROP83980,1212,0,0,3,35,,0,3,0
3980,83980,SCROP83981,1212,0,0,3,10,34.0,0,2,0
3981,83981,SCROP83982,1212,0,0,3,15,31.0,0,3,0
3982,83982,SCROP83983,1212,0,0,3,20,42.0,0,3,0
3983,83983,SCROP83984,1212,0,0,3,20,45.0,0,2,0
3984,83984,SCROP83985,1212,0,0,3,20,49.0,0,2,0
3985,83985,SCROP83986,1212,0,0,3,30,,0,1,0
3986,83986,SCROP83987,1212,0,1,3,15,35.0,0,3,0
3987,83987,SCROP83988,1212,0,1,3,25,34.0,0,3,0
3988,83988,SCROP83989,1212,0,1,3,45,47.0,0,3,0
3989,83989,SCROP83990,1212,0,1,3,55,39.0,0,1,0
3990,83990,SCROP83991,1212,0,1,3,60,43.0,0,2,0
3991,83991,SCROP83992,1212,0,1,3,20,,0,2,0
3992,83992,SCROP83993,1212,0,1,3,40,45.0,0,3,0
3993,83993,SCROP83994,1212,0,1,3,30,,0,2,0
3994,83994,SCROP83995,1212,0,1,3,40,42.0,0,2,0
3995,83995,SCROP83996,1212,0,1,3,20,37.0,0,2,0
3996,83996,SCROP83997,1296,0,0,3,30,35.0,0,2,0
3997,83997,SCROP83998,1296,0,0,3,20,47.0,0,3,0
3998,83998,SCROP83999,1297,0,0,3,20,,0,2,0
3999,83999,SCROP84000,1296,0,0,3,5,37.0,0,2,0
4000,84000,SCROP84001,1296,0,1,3,5,46.0,0,1,0
4001,84001,SCROP84002,1297,0,1,3,10,36.0,0,3,0
4002,84002,SCROP84003,1297,0,1,3,15,38.0,0,1,0
4003,84003,SCROP84004,1296,0,1,3,25,38.0,0,3,0
4004,84004,SCROP84005,1296,0,1,3,15,40.0,0,1,0
4005,84005,SCROP84006,1296,0,1,3,20,42.0,0,3,0
4006,84006,SCROP84007,1385,0,0,3,5,25.0,0,1,0
4007,84007,SCROP84008,1385,0,0,3,20,25.0,0,1,0
4008,84008,SCROP84009,1385,0,0,3,20,36.0,0,2,0
4009,84009,SCROP84010,1385,0,0,3,30,49.0,0,1,0
4010,84010,SCROP84011,1385,0,0,3,35,36.0,0,1,0
4011,84011,SCROP84012,1385,0,0,3,30,48.0,0,1,0
4012,84012,SCROP84013,1385,0,0,3,30,31.0,0,2,0
4013,84013,SCROP84014,1385,0,1,3,15,33.0,0,2,0
4014,84014,SCROP84015,1385,0,1,3,15,46.0,0,1,0
4015,84015,SCROP84016,1385,0,1,3,20,37.0,0,1,0
4016,84016,SCROP84017,1385,0,1,3,40,46.0,0,2,0
4017,84017,SCROP84018,1385,0,1,3,65,44.0,0,3,0
4018,84018,SCROP84019,1385,0,1,3,30,43.0,0,2,0
4019,84019,SCROP84020,1385,0,1,3,10,42.0,0,2,0
4020,84020,SCROP84021,1385,0,1,3,15,,0,2,0
4021,84021,SCROP84022,1385,0,1,3,30,40.0,0,2,0
4022,84022,SCROP84023,1478,0,0,3,20,43.0,0,2,0
4023,84023,SCROP84024,1478,0,0,3,30,32.0,0,3,0
4024,84024,SCROP84025,1478,0,0,3,20,44.0,0,2,0
4025,84025,SCROP84026,1478,0,1,3,5,50.0,0,2,0
4026,84026,SCROP84027,1478,0,1,3,15,54.0,0,2,0
4027,84027,SCROP84028,1478,0,1,3,25,35.0,0,3,0
4028,84028,SCROP84029,1478,0,1,3,25,36.0,0,3,0
4029,84029,SCROP84030,1478,0,1,3,25,44.0,0,1,0
4030,84030,SCROP84031,1478,0,1,3,25,45.0,0,2,0
4031,84031,SCROP84032,1478,0,1,3,30,33.0,0,1,0
4032,84032,SCROP84033,1478,0,1,3,30,42.0,0,2,0
4033,84033,SCROP84034,1478,0,1,3,35,35.0,0,1,0
4034,84034,SCROP84035,1478,0,1,3,40,35.0,0,1,0
4035,84035,SCROP84036,1478,0,1,3,45,46.0,0,2,0
4036,84036,SCROP84037,1478,0,1,3,30,,0,3,0
4037,84037,SCROP84038,1576,0,0,3,20,30.0,0,2,0
4038,84038,SCROP84039,1575,0,0,3,20,34.0,0,2,0
4039,84039,SCROP84040,1575,0,0,3,30,37.0,0,2,0
4040,84040,SCROP84041,1576,0,0,3,20,,0,2,0
4041,84041,SCROP84042,1575,0,0,3,30,49.0,0,2,0
4042,84042,SCROP84043,1576,0,0,3,20,52.0,0,2,0
4043,84043,SCROP84044,1576,0,0,3,20,,0,2,0
4044,84044,SCROP84045,1576,0,0,3,20,42.0,0,3,0
4045,84045,SCROP84046,1576,0,0,3,40,49.0,0,2,0
4046,84046,SCROP84047,1575,0,1,3,5,20.0,0,2,0
4047,84047,SCROP84048,1576,0,1,3,5,46.0,0,2,0
4048,84048,SCROP84049,1576,0,1,3,10,19.0,0,1,0
4049,84049,SCROP84050,1576,0,1,3,15,50.0,0,2,0
4050,84050,SCROP84051,1575,0,1,3,25,45.0,0,2,0
4051,84051,SCROP84052,1575,0,1,3,40,51.0,0,2,0
4052,84052,SCROP84053,1576,0,1,3,20,48.0,0,2,0
4053,84053,SCROP84054,1575,0,1,3,20,39.0,0,3,0
4054,84054,SCROP84055,1575,0,1,3,20,47.0,0,2,0
4055,84055,SCROP84056,1576,0,1,3,25,39.0,0,2,0
4056,84056,SCROP84057,1575,0,1,3,20,43.0,0,3,0
4057,84057,SCROP84058,1678,0,0,3,5,50.0,0,1,0
4058,84058,SCROP84059,1678,0,0,3,10,45.0,0,2,0
4059,84059,SCROP84060,1678,0,0,3,30,55.0,0,3,0
4060,84060,SCROP84061,1678,0,0,3,40,52.0,0,3,0
4061,84061,SCROP84062,1678,0,1,3,5,31.0,0,2,0
