,Estimativa_de_Insetos,Tipo_de_Cultivo,Tipo_de_Solo,Categoria_Pesticida,Doses_Semana,Semanas_Utilizando,Semanas_Sem_Uso,Temporada,dano_na_plantacao
37501,1786,0,1,2,5,16.0,33,1,0
37502,1785,0,1,2,5,27.0,20,1,0
37503,1785,0,1,2,10,15.0,30,2,0
37505,1785,0,1,2,10,35.0,8,3,0
37506,1785,0,1,2,10,46.0,2,2,0
37507,1785,0,1,2,20,12.0,33,2,0
37509,1786,0,1,2,20,18.0,26,3,0
37510,1785,0,1,2,20,21.0,29,3,0
37511,1786,0,1,2,20,22.0,27,2,0
37512,1786,0,1,2,20,40.0,4,2,0
37513,1785,0,1,2,20,42.0,4,1,0
37514,1786,0,1,2,20,43.0,7,3,0
37515,1785,0,1,2,20,50.0,5,2,0
37516,1785,0,1,2,30,21.0,25,1,0
37517,1785,0,1,2,30,28.0,25,2,0
37518,1785,0,1,2,30,35.0,4,1,0
37519,1785,0,1,2,35,20.0,25,2,0
37520,1785,0,1,2,35,44.0,7,2,0
37521,1786,0,1,2,40,11.0,35,3,0
37522,1785,0,1,2,40,37.0,8,1,0
37523,1785,0,1,2,40,38.0,12,1,0
37524,1785,0,1,2,40,45.0,5,2,0
37525,1785,0,1,2,50,48.0,0,2,0
37526,1785,0,1,2,60,32.0,10,1,0
37527,1785,0,1,2,60,36.0,8,2,0
37528,1786,0,1,2,15,10.0,26,3,1
37529,1785,0,1,2,25,38.0,6,1,1
37530,1786,0,1,2,15,25.0,20,2,1
37531,1785,0,1,2,20,14.0,30,1,1
37532,1786,0,1,2,35,12.0,29,3,1
37533,1898,0,1,2,5,5.0,21,2,0
37534,1898,0,1,2,10,5.0,34,2,0
37535,1898,0,1,2,10,15.0,21,2,0
37536,1898,0,1,2,10,17.0,27,2,0
37537,1898,0,1,2,10,17.0,34,1,0
37538,1898,0,1,2,10,40.0,12,2,0
37539,1898,0,1,2,15,21.0,30,1,0
37540,1898,0,1,2,15,23.0,26,1,0
37541,1898,0,1,2,15,27.0,18,2,0
37542,1898,0,1,2,15,29.0,18,2,0
37543,1898,0,1,2,15,46.0,2,1,0
37544,1898,0,1,2,20,10.0,34,1,0
37545,1898,0,1,2,20,16.0,30,1,0
37546,1898,0,1,2,20,27.0,19,3,0
37547,1898,0,1,2,20,30.0,22,1,0
37548,1898,0,1,2,20,35.0,5,3,0
37549,1898,0,1,2,25,17.0,20,2,0
37551,1898,0,1,2,30,27.0,10,1,0
37552,1898,0,1,2,30,40.0,10,2,0
37553,1898,0,1,2,40,30.0,10,3,0
37554,1898,0,1,2,40,30.0,11,2,0
37555,1898,0,1,2,40,33.0,11,1,0
37556,1898,0,1,2,40,43.0,3,3,0
37557,1898,0,1,2,40,45.0,5,3,0
37558,1898,0,1,2,45,24.0,22,3,0
37559,1898,0,1,2,50,28.0,20,1,0
37560,1898,0,1,2,60,41.0,16,2,0
37561,1898,0,1,2,10,44.0,5,2,1
37562,2016,0,1,2,20,13.0,37,1,0
37563,2016,0,1,2,10,15.0,27,2,0
37565,2016,0,1,2,10,34.0,13,3,0
37566,2015,0,1,2,10,43.0,4,3,0
37567,2015,0,1,2,15,23.0,25,3,0
37568,2016,0,1,2,15,25.0,12,2,0
37570,2016,0,1,2,20,7.0,31,2,0
37571,2015,0,1,2,20,17.0,30,1,0
37572,2016,0,1,2,20,36.0,12,2,0
37573,2016,0,1,2,30,12.0,33,3,0
37576,2016,0,1,2,30,27.0,22,2,0
37577,2016,0,1,2,30,32.0,10,3,0
37578,2016,0,1,2,30,45.0,1,2,0
37579,2015,0,1,2,40,19.0,30,3,0
37580,2015,0,1,2,40,23.0,26,1,0
37582,2016,0,1,2,40,40.0,10,3,0
37583,2016,0,1,2,60,13.0,24,3,0
37584,2015,0,1,2,60,42.0,10,3,0
37585,2015,0,1,2,80,34.0,9,2,0
37587,2015,0,1,2,10,20.0,22,3,1
37588,2015,0,1,2,10,5.0,37,1,1
37590,2139,0,1,2,20,22.0,27,3,0
37593,2139,0,1,2,15,33.0,23,2,0
37594,2139,0,1,2,20,21.0,30,3,0
37595,2139,0,1,2,20,42.0,9,2,0
37598,2139,0,1,2,30,29.0,25,2,0
37599,2138,0,1,2,40,17.0,30,1,0
37600,2138,0,1,2,40,33.0,0,2,0
37601,2139,0,1,2,40,39.0,14,3,0
37602,2138,0,1,2,40,46.0,12,3,0
37604,2138,0,1,2,60,33.0,16,1,0
37605,2139,0,1,2,20,28.0,18,2,1
37606,2139,0,1,2,25,40.0,14,2,1
37607,2139,0,1,2,40,38.0,14,1,1
37609,2267,0,1,2,5,22.0,24,2,0
37610,2267,0,1,2,10,15.0,30,1,0
37611,2267,0,1,2,10,20.0,33,2,0
37613,2267,0,1,2,20,17.0,38,1,0
37614,2267,0,1,2,20,25.0,28,1,0
37615,2267,0,1,2,20,31.0,19,2,0
37616,2267,0,1,2,20,44.0,11,1,0
37617,2267,0,1,2,30,10.0,38,1,0
37618,2267,0,1,2,30,40.0,9,2,0
37619,2267,0,1,2,30,44.0,4,2,0
37620,2267,0,1,2,35,31.0,20,1,0
37622,2267,0,1,2,60,22.0,29,2,0
37624,2267,0,1,2,60,30.0,24,3,0
37625,2267,0,1,2,60,45.0,1,1,0
37626,2267,0,1,2,40,35.0,19,3,2
37627,2401,0,1,2,60,33.0,22,1,0
37628,2401,0,1,2,5,21.0,33,1,0
37629,2401,0,1,2,5,32.0,10,2,0
37630,2402,0,1,2,10,24.0,25,2,0
37631,2401,0,1,2,10,34.0,20,1,0
37632,2401,0,1,2,10,39.0,10,2,0
37633,2402,0,1,2,10,45.0,8,2,0
37634,2401,0,1,2,15,38.0,14,1,0
37635,2401,0,1,2,20,40.0,2,2,0
37636,2402,0,1,2,20,60.0,0,2,0
37637,2402,0,1,2,25,9.0,26,2,0
37638,2402,0,1,2,25,23.0,15,2,0
37639,2401,0,1,2,25,43.0,13,2,0
37640,2402,0,1,2,40,32.0,13,2,0
37641,2401,0,1,2,40,47.0,2,2,0
37642,2401,0,1,2,60,27.0,25,2,0
37643,2401,0,1,2,45,28.0,28,3,1
37644,2402,0,1,2,25,45.0,6,2,1
37645,2542,0,1,2,5,30.0,24,2,0
37646,2542,0,1,2,10,10.0,16,3,0
37648,2541,0,1,2,15,27.0,27,1,0
37649,2542,0,1,2,20,10.0,41,2,0
37650,2542,0,1,2,20,20.0,22,2,0
37651,2542,0,1,2,20,28.0,20,1,0
37652,2541,0,1,2,20,28.0,25,2,0
37653,2542,0,1,2,20,30.0,9,1,0
37654,2541,0,1,2,20,30.0,18,2,0
37655,2541,0,1,2,20,31.0,25,2,0
37656,2542,0,1,2,20,53.0,6,1,0
37657,2541,0,1,2,30,17.0,36,1,0
37658,2541,0,1,2,30,25.0,26,1,0
37659,2542,0,1,2,30,50.0,0,2,0
37660,2541,0,1,2,30,50.0,2,1,0
37661,2542,0,1,2,40,30.0,16,2,0
37662,2542,0,1,2,50,47.0,13,2,1
37663,2541,0,1,2,15,41.0,10,2,1
37664,2542,0,1,2,15,33.0,17,1,1
37665,2541,0,1,2,30,55.0,3,3,1
37666,2541,0,1,2,25,49.0,2,3,2
37667,2687,0,1,2,10,41.0,12,3,0
37668,2688,0,1,2,15,35.0,17,3,0
37669,2688,0,1,2,20,21.0,30,2,0
37670,2687,0,1,2,20,22.0,30,2,0
37672,2688,0,1,2,20,25.0,7,2,0
37673,2687,0,1,2,20,26.0,29,1,0
37674,2688,0,1,2,20,28.0,30,2,0
37675,2688,0,1,2,20,30.0,27,2,0
37676,2688,0,1,2,20,31.0,20,1,0
37678,2688,0,1,2,40,15.0,37,2,0
37679,2688,0,1,2,45,20.0,28,2,0
37680,2687,0,1,2,40,41.0,14,3,1
37681,2688,0,1,2,40,23.0,31,1,1
37682,2840,0,1,2,10,49.0,3,1,0
37683,2840,0,1,2,15,20.0,40,2,0
37684,2840,0,1,2,20,14.0,43,2,0
37685,2840,0,1,2,20,15.0,38,1,0
37686,2840,0,1,2,20,26.0,9,1,0
37687,2840,0,1,2,20,30.0,23,2,0
37689,2840,0,1,2,20,44.0,13,2,0
37690,2840,0,1,2,20,47.0,1,2,0
37692,2840,0,1,2,25,44.0,13,2,0
37693,2840,0,1,2,25,52.0,0,1,0
37695,2840,0,1,2,40,35.0,19,2,0
37696,2840,0,1,2,20,28.0,29,1,1
37697,2840,0,1,2,65,30.0,24,2,1
37698,2840,0,1,2,30,15.0,33,3,1
37699,2999,0,1,2,5,23.0,31,1,0
37700,2999,0,1,2,10,5.0,32,3,0
37701,2999,0,1,2,20,28.0,24,1,0
37702,2999,0,1,2,20,32.0,24,3,0
37703,2999,0,1,2,20,33.0,19,2,0
37704,2999,0,1,2,30,19.0,36,3,0
37706,2999,0,1,2,10,40.0,19,3,1
37707,2999,0,1,2,15,18.0,34,2,1
37708,2999,0,1,2,40,33.0,20,3,1
37709,2999,0,1,2,10,15.0,34,2,1
37710,2999,0,1,2,40,20.0,19,1,1
37711,2999,0,1,2,20,47.0,9,1,1
37712,3164,0,1,2,20,22.0,38,1,0
37713,3164,0,1,2,10,15.0,40,1,0
37714,3164,0,1,2,20,33.0,25,3,0
37715,3164,0,1,2,30,24.0,30,2,0
37716,3165,0,1,2,30,30.0,27,1,0
37717,3165,0,1,2,40,32.0,20,1,0
37718,3164,0,1,2,40,62.0,2,2,0
37719,3164,0,1,2,50,30.0,24,2,0
37720,3164,0,1,2,35,15.0,39,2,1
37721,3164,0,1,2,10,35.0,17,2,1
37723,3164,0,1,2,15,25.0,25,1,1
37725,3336,0,1,2,5,40.0,11,1,0
37726,3337,0,1,2,5,40.0,20,2,0
37728,3337,0,1,2,20,10.0,31,1,0
37729,3336,0,1,2,20,36.0,16,2,0
37730,3337,0,1,2,20,42.0,14,2,0
37731,3337,0,1,2,20,59.0,5,3,0
37733,3337,0,1,2,20,32.0,26,2,1
37734,3516,0,1,2,20,10.0,47,1,1
37735,3516,0,1,2,40,17.0,40,2,1
37736,3515,0,1,2,20,42.0,7,2,1
37737,3702,0,1,2,10,22.0,38,3,0
37738,3702,0,1,2,20,14.0,34,1,0
37739,3702,0,1,2,20,23.0,35,2,0
37740,3702,0,1,2,20,30.0,26,1,0
37741,3702,0,1,2,60,37.0,20,1,0
37742,3702,0,1,2,20,18.0,38,3,1
37743,3895,0,1,2,30,30.0,23,3,0
37744,3896,0,1,2,40,50.0,14,1,0
37745,4096,0,1,2,15,54.0,10,2,0
37746,4096,0,1,2,60,35.0,25,2,1
37747,4097,0,1,2,5,30.0,20,2,1
37749,151,1,0,2,20,15.0,3,1,0
37750,150,1,0,2,40,16.0,0,2,0
37751,168,1,0,2,5,20.0,1,2,0
37753,168,1,0,2,40,19.0,3,1,0
37755,209,1,0,2,10,7.0,2,2,0
37756,209,1,0,2,15,12.0,5,1,0
37757,209,1,0,2,15,13.0,3,2,0
37758,209,1,0,2,20,16.0,8,2,0
37759,256,1,0,2,5,7.0,10,2,0
37760,256,1,0,2,5,9.0,2,2,0
37761,257,1,0,2,10,25.0,1,2,0
37762,256,1,0,2,20,17.0,7,2,0
37763,257,1,0,2,20,17.0,9,2,0
37765,257,1,0,2,40,23.0,3,2,0
37766,283,1,0,2,10,9.0,6,1,0
37767,283,1,0,2,15,10.0,6,1,0
37768,283,1,0,2,20,14.0,11,2,0
37770,283,1,0,2,25,21.0,2,2,0
37771,283,1,0,2,30,22.0,3,1,0
37772,283,1,0,2,60,19.0,4,1,0
37774,312,1,0,2,10,21.0,5,1,0
37776,311,1,0,2,20,18.0,7,2,0
37777,311,1,0,2,30,15.0,9,1,0
37778,311,1,0,2,30,22.0,5,2,0
37779,312,1,0,2,35,18.0,1,3,0
37781,342,1,0,2,15,9.0,8,2,0
37782,342,1,0,2,20,13.0,10,3,0
37783,342,1,0,2,20,14.0,4,3,0
37784,375,1,0,2,5,10.0,7,3,0
37785,375,1,0,2,10,17.0,8,3,0
37786,375,1,0,2,15,15.0,5,1,0
37787,375,1,0,2,15,21.0,12,3,0
37788,375,1,0,2,20,6.0,6,2,0
37789,375,1,0,2,20,14.0,5,2,0
37790,375,1,0,2,40,11.0,13,2,0
37791,410,1,0,2,5,14.0,15,2,0
37792,411,1,0,2,10,15.0,4,3,0
37793,411,1,0,2,10,20.0,11,2,0
37794,410,1,0,2,20,10.0,12,1,0
37795,410,1,0,2,20,23.0,6,2,0
37796,411,1,0,2,25,15.0,6,2,0
37797,410,1,0,2,30,15.0,12,2,0
37798,448,1,0,2,20,10.0,16,2,0
37799,448,1,0,2,10,12.0,15,2,0
37800,448,1,0,2,10,26.0,2,2,0
37801,448,1,0,2,15,15.0,0,3,0
37802,448,1,0,2,20,10.0,11,2,0
37803,448,1,0,2,20,23.0,8,3,0
37804,448,1,0,2,20,28.0,2,2,0
37806,488,1,0,2,20,19.0,5,2,0
37807,489,1,0,2,20,23.0,5,2,0
37808,488,1,0,2,20,31.0,2,2,0
37809,488,1,0,2,30,15.0,11,2,0
37810,488,1,0,2,30,15.0,16,1,0
37811,488,1,0,2,30,16.0,17,2,0
37812,488,1,0,2,40,12.0,14,2,0
37813,488,1,0,2,40,14.0,10,1,0
37814,488,1,0,2,40,23.0,3,3,0
37815,488,1,0,2,70,31.0,1,2,0
37816,531,1,0,2,5,15.0,17,1,0
37818,531,1,0,2,20,19.0,13,1,0
37819,531,1,0,2,20,20.0,10,2,0
37820,531,1,0,2,30,27.0,4,1,0
37821,531,1,0,2,30,28.0,6,2,0
37822,531,1,0,2,40,21.0,12,2,0
37823,531,1,0,2,60,10.0,18,3,0
37824,531,1,0,2,50,28.0,12,3,1
37825,577,1,0,2,40,17.0,17,1,0
37826,577,1,0,2,5,20.0,2,2,0
37827,577,1,0,2,5,25.0,6,1,0
37828,577,1,0,2,5,26.0,4,2,0
37829,577,1,0,2,10,12.0,16,1,0
37830,577,1,0,2,10,14.0,17,2,0
37832,577,1,0,2,20,15.0,12,1,0
37833,577,1,0,2,20,17.0,14,2,0
37834,577,1,0,2,20,20.0,4,2,0
37835,577,1,0,2,20,26.0,8,3,0
37836,577,1,0,2,30,20.0,1,2,0
37841,626,1,0,2,10,16.0,18,1,0
37842,625,1,0,2,10,20.0,2,1,0
37844,625,1,0,2,15,25.0,7,1,0
37845,626,1,0,2,20,7.0,11,3,0
37846,626,1,0,2,20,31.0,1,2,0
37847,626,1,0,2,40,23.0,4,1,0
37848,625,1,0,2,40,30.0,1,2,0
37849,625,1,0,2,50,5.0,2,2,0
37850,677,1,0,2,5,25.0,10,3,0
37851,677,1,0,2,10,36.0,4,2,0
37852,677,1,0,2,15,21.0,11,2,0
37853,677,1,0,2,15,24.0,11,2,0
37854,677,1,0,2,20,10.0,0,1,0
37855,677,1,0,2,20,19.0,16,2,0
37856,677,1,0,2,20,22.0,11,2,0
37857,677,1,0,2,40,19.0,16,2,0
37858,677,1,0,2,40,25.0,1,3,0
37859,677,1,0,2,60,27.0,6,1,1
37860,731,1,0,2,5,7.0,20,2,0
37861,732,1,0,2,5,7.0,20,2,0
37862,731,1,0,2,5,20.0,16,3,0
37863,732,1,0,2,10,10.0,0,2,0
37864,732,1,0,2,10,10.0,8,2,0
37865,731,1,0,2,15,22.0,10,2,0
37866,732,1,0,2,20,15.0,12,3,0
37867,731,1,0,2,20,17.0,17,2,0
37868,732,1,0,2,20,18.0,17,2,0
37872,731,1,0,2,20,31.0,5,1,1
37873,731,1,0,2,20,30.0,4,2,2
37874,789,1,0,2,5,7.0,15,2,0
37875,789,1,0,2,5,17.0,6,2,0
37877,789,1,0,2,10,19.0,17,2,0
37878,790,1,0,2,10,19.0,18,1,0
37879,789,1,0,2,10,28.0,4,2,0
37880,790,1,0,2,20,7.0,16,2,0
37881,790,1,0,2,20,22.0,1,2,0
37882,789,1,0,2,20,26.0,1,2,0
37883,790,1,0,2,80,31.0,3,2,0
37884,789,1,0,2,40,24.0,7,3,2
37885,851,1,0,2,5,31.0,4,2,0
37886,851,1,0,2,10,10.0,20,2,0
37887,851,1,0,2,10,20.0,16,2,0
37888,851,1,0,2,15,24.0,12,1,0
37889,851,1,0,2,20,6.0,12,2,0
37890,851,1,0,2,20,14.0,0,2,0
37891,851,1,0,2,20,17.0,14,2,0
37893,850,1,0,2,20,32.0,8,1,0
37894,851,1,0,2,20,36.0,1,1,0
37895,850,1,0,2,20,39.0,3,2,0
37896,851,1,0,2,25,17.0,19,2,0
37897,851,1,0,2,30,18.0,0,2,0
37898,851,1,0,2,30,24.0,11,1,0
37899,851,1,0,2,30,33.0,3,2,0
37900,851,1,0,2,40,20.0,10,2,0
37901,851,1,0,2,50,35.0,2,2,0
37902,916,1,0,2,20,23.0,20,2,0
37903,915,1,0,2,20,24.0,12,2,0
37904,915,1,0,2,20,32.0,6,1,0
37905,915,1,0,2,20,40.0,0,3,0
37907,915,1,0,2,30,36.0,3,2,0
37910,915,1,0,2,40,28.0,7,3,0
37911,915,1,0,2,40,33.0,5,3,0
37912,915,1,0,2,40,35.0,2,3,0
37913,916,1,0,2,50,6.0,2,2,0
37914,915,1,0,2,30,25.0,12,2,1
37915,916,1,0,2,40,30.0,7,2,1
37916,984,1,0,2,5,18.0,22,2,0
37917,984,1,0,2,5,23.0,16,3,0
37918,984,1,0,2,5,29.0,11,1,0
37919,984,1,0,2,5,32.0,7,2,0
37921,984,1,0,2,15,16.0,22,3,0
37923,984,1,0,2,15,34.0,5,3,0
37924,984,1,0,2,20,17.0,19,1,0
37925,984,1,0,2,20,27.0,3,2,0
37926,984,1,0,2,40,17.0,19,2,0
37927,984,1,0,2,40,30.0,10,2,0
37928,984,1,0,2,60,13.0,26,1,0
37929,984,1,0,2,60,21.0,2,3,0
37930,984,1,0,2,70,33.0,7,2,0
37931,1056,1,0,2,5,23.0,7,2,0
37932,1056,1,0,2,5,36.0,5,3,0
37933,1056,1,0,2,10,15.0,19,3,0
37934,1056,1,0,2,10,28.0,14,3,0
37935,1056,1,0,2,15,18.0,17,2,0
37936,1056,1,0,2,15,20.0,10,2,0
37937,1056,1,0,2,15,20.0,17,2,0
37938,1056,1,0,2,15,37.0,2,2,0
37939,1056,1,0,2,20,19.0,19,2,0
37940,1056,1,0,2,20,20.0,19,1,0
37941,1056,1,0,2,20,25.0,9,3,0
37942,1056,1,0,2,20,26.0,6,1,0
37943,1056,1,0,2,20,32.0,6,2,0
37945,1056,1,0,2,30,13.0,24,2,0
37946,1056,1,0,2,30,29.0,14,1,0
37947,1056,1,0,2,40,14.0,22,2,0
37948,1056,1,0,2,40,15.0,27,1,0
37949,1132,1,0,2,5,19.0,17,1,0
37950,1132,1,0,2,10,27.0,1,2,0
37951,1132,1,0,2,10,31.0,11,1,0
37952,1132,1,0,2,20,27.0,10,2,0
37953,1132,1,0,2,20,32.0,11,2,0
37954,1132,1,0,2,20,36.0,7,2,0
37955,1132,1,0,2,20,36.0,9,2,0
37956,1132,1,0,2,20,42.0,1,2,0
37957,1132,1,0,2,25,33.0,3,1,0
37958,1132,1,0,2,30,30.0,8,2,0
37959,1132,1,0,2,30,33.0,4,2,0
37960,1132,1,0,2,40,24.0,14,2,0
37961,1132,1,0,2,40,31.0,7,1,0
37962,1132,1,0,2,40,36.0,8,2,0
37963,1132,1,0,2,60,33.0,7,2,0
37964,1132,1,0,2,40,33.0,9,1,1
37965,1212,1,0,2,5,8.0,24,3,0
37966,1212,1,0,2,5,35.0,12,2,0
37967,1212,1,0,2,5,38.0,9,2,0
37968,1212,1,0,2,10,10.0,3,2,0
37969,1212,1,0,2,10,15.0,19,3,0
37970,1212,1,0,2,10,16.0,21,3,0
37971,1212,1,0,2,15,20.0,18,3,0
37973,1212,1,0,2,20,15.0,21,1,0
37974,1212,1,0,2,20,19.0,21,2,0
37975,1212,1,0,2,20,26.0,11,2,0
37976,1212,1,0,2,20,26.0,14,2,0
37978,1212,1,0,2,20,45.0,1,3,0
37979,1212,1,0,2,30,28.0,3,2,0
37980,1212,1,0,2,40,31.0,3,3,0
37981,1212,1,0,2,40,32.0,8,2,0
37982,1212,1,0,2,40,33.0,10,2,0
37984,1212,1,0,2,40,40.0,8,2,0
37986,1212,1,0,2,20,30.0,5,2,1
37987,1297,1,0,2,5,14.0,30,1,0
37988,1296,1,0,2,5,27.0,15,1,0
37989,1296,1,0,2,10,15.0,5,2,0
37991,1296,1,0,2,10,20.0,23,2,0
37992,1296,1,0,2,15,13.0,25,2,0
37994,1296,1,0,2,20,18.0,25,2,0
37995,1296,1,0,2,20,19.0,20,1,0
37996,1296,1,0,2,20,22.0,19,1,0
37997,1296,1,0,2,20,25.0,10,2,0
37998,1296,1,0,2,20,28.0,2,1,0
37999,1296,1,0,2,20,30.0,16,1,0
38000,1296,1,0,2,20,32.0,2,1,0
38002,1297,1,0,2,20,42.0,2,1,0
38003,1297,1,0,2,20,48.0,1,1,0
38004,1296,1,0,2,25,20.0,4,3,0
38005,1296,1,0,2,30,35.0,5,1,0
38007,1297,1,0,2,10,30.0,13,2,1
38008,1385,1,0,2,5,41.0,4,2,0
38010,1385,1,0,2,10,15.0,17,2,0
38011,1385,1,0,2,10,20.0,11,2,0
38012,1385,1,0,2,10,20.0,22,3,0
38013,1385,1,0,2,15,29.0,2,1,0
38014,1385,1,0,2,15,47.0,3,2,0
38015,1385,1,0,2,20,23.0,12,3,0
38016,1385,1,0,2,20,27.0,14,2,0
38017,1385,1,0,2,20,28.0,0,3,0
38018,1385,1,0,2,20,29.0,16,2,0
38019,1385,1,0,2,20,37.0,0,1,0
38020,1385,1,0,2,30,15.0,6,3,0
38023,1478,1,0,2,5,38.0,10,2,0
38024,1478,1,0,2,10,15.0,31,1,0
38025,1478,1,0,2,10,24.0,20,2,0
38026,1478,1,0,2,10,25.0,17,2,0
38027,1478,1,0,2,10,38.0,3,1,0
38028,1478,1,0,2,20,30.0,15,2,0
38029,1478,1,0,2,20,32.0,9,1,0
38030,1478,1,0,2,30,22.0,22,2,0
38033,1478,1,0,2,50,25.0,13,2,0
38034,1478,1,0,2,50,29.0,20,2,0
38035,1576,1,0,2,10,10.0,13,2,0
38036,1576,1,0,2,10,19.0,4,1,0
38038,1576,1,0,2,10,37.0,8,1,0
38040,1576,1,0,2,20,15.0,23,1,0
38042,1576,1,0,2,20,39.0,7,2,0
38043,1576,1,0,2,20,44.0,0,1,0
38044,1575,1,0,2,30,33.0,13,2,0
38045,1575,1,0,2,40,28.0,18,2,0
38046,1576,1,0,2,30,20.0,8,3,1
38047,1678,1,0,2,10,18.0,9,3,0
38048,1678,1,0,2,10,22.0,16,3,0
38049,1678,1,0,2,10,26.0,20,2,0
38050,1678,1,0,2,10,38.0,8,2,0
38051,1678,1,0,2,15,28.0,0,1,0
38052,1678,1,0,2,15,33.0,12,1,0
38053,1678,1,0,2,15,37.0,4,2,0
38054,1678,1,0,2,20,10.0,14,2,0
38055,1678,1,0,2,20,30.0,1,1,0
38056,1678,1,0,2,20,31.0,22,2,0
38057,1678,1,0,2,25,42.0,4,3,0
38058,1678,1,0,2,25,46.0,1,2,0
38059,1678,1,0,2,40,16.0,32,2,0
38060,1678,1,0,2,60,46.0,5,1,0
38061,1785,1,0,2,10,37.0,10,3,0
38064,1785,1,0,2,15,15.0,3,1,0
38065,1786,1,0,2,15,30.0,13,3,0
38066,1786,1,0,2,20,24.0,14,2,0
38067,1785,1,0,2,20,25.0,15,3,0
38068,1785,1,0,2,20,25.0,22,3,0
38069,1785,1,0,2,20,26.0,15,2,0
38070,1786,1,0,2,20,30.0,21,1,0
38071,1785,1,0,2,20,32.0,15,1,0
38072,1786,1,0,2,20,33.0,13,2,0
38073,1785,1,0,2,20,35.0,5,3,0
38074,1786,1,0,2,20,38.0,1,1,0
38075,1786,1,0,2,20,48.0,5,2,0
38076,1785,1,0,2,10,44.0,5,2,1
38077,1785,1,0,2,10,39.0,10,2,1
38078,1898,1,0,2,5,19.0,17,2,0
38079,1898,1,0,2,5,25.0,14,2,0
38080,1898,1,0,2,5,32.0,16,3,0
38082,1898,1,0,2,10,19.0,29,3,0
38083,1898,1,0,2,10,34.0,18,1,0
38084,1898,1,0,2,15,30.0,20,2,0
38085,1898,1,0,2,15,38.0,6,2,0
38086,1898,1,0,2,20,33.0,18,3,0
38088,1898,1,0,2,10,38.0,11,2,1
38089,2015,1,0,2,5,6.0,32,3,0
38090,2015,1,0,2,5,10.0,37,3,0
38091,2015,1,0,2,5,27.0,20,1,0
38092,2015,1,0,2,5,40.0,8,2,0
38094,2016,1,0,2,10,41.0,7,1,0
38095,2016,1,0,2,10,42.0,7,1,0
38096,2015,1,0,2,20,16.0,15,2,0
38097,2016,1,0,2,20,38.0,9,3,0
38098,2016,1,0,2,25,31.0,18,1,0
38099,2016,1,0,2,30,46.0,7,1,0
38100,2016,1,0,2,35,36.0,8,1,0
38101,2015,1,0,2,40,30.0,7,2,0
38102,2015,1,0,2,30,42.0,8,1,1
38103,2138,1,0,2,5,33.0,18,1,0
38104,2139,1,0,2,10,30.0,23,2,0
38106,2139,1,0,2,10,47.0,1,2,0
38107,2139,1,0,2,20,35.0,2,2,0
38108,2139,1,0,2,40,20.0,18,1,0
38109,2138,1,0,2,10,48.0,8,1,1
38110,2138,1,0,2,25,48.0,4,3,1
38112,2267,1,0,2,5,38.0,14,2,0
38113,2267,1,0,2,10,39.0,9,2,0
38114,2267,1,0,2,15,14.0,35,2,0
38115,2267,1,0,2,15,23.0,22,2,0
38116,2267,1,0,2,15,38.0,15,3,0
38117,2267,1,0,2,20,27.0,17,1,0
38118,2267,1,0,2,20,36.0,13,2,0
38119,2267,1,0,2,20,37.0,11,1,0
38120,2267,1,0,2,20,40.0,9,2,0
38122,2401,1,0,2,5,17.0,23,2,0
38123,2402,1,0,2,10,32.0,19,2,0
38124,2401,1,0,2,30,34.0,18,2,0
38125,2402,1,0,2,40,49.0,5,3,0
38126,2401,1,0,2,10,19.0,35,3,1
38127,2542,1,0,2,5,15.0,4,1,0
38128,2542,1,0,2,5,18.0,35,2,0
38130,2541,1,0,2,10,30.0,21,1,0
38131,2542,1,0,2,15,54.0,0,1,0
38132,2541,1,0,2,20,16.0,5,1,0
38133,2542,1,0,2,20,45.0,9,2,0
38134,2541,1,0,2,40,40.0,6,3,0
38136,2541,1,0,2,50,40.0,10,2,2
38138,2688,1,0,2,20,24.0,25,2,0
38139,2688,1,0,2,20,26.0,24,2,0
38140,2688,1,0,2,20,45.0,11,1,0
38143,2840,1,0,2,5,47.0,8,1,0
38144,2840,1,0,2,10,20.0,23,1,0
38145,2840,1,0,2,20,47.0,13,2,0
38146,2999,1,0,2,10,46.0,12,1,0
38147,2999,1,0,2,10,50.0,4,2,0
38148,2999,1,0,2,20,14.0,34,1,0
38149,2999,1,0,2,20,30.0,15,3,0
38150,2999,1,0,2,40,10.0,39,1,0
38151,2999,1,0,2,20,36.0,14,3,1
38152,2999,1,0,2,30,40.0,9,2,1
38154,3164,1,0,2,15,38.0,12,3,1
38155,3164,1,0,2,20,25.0,1,1,1
38157,3337,1,0,2,10,33.0,9,3,0
38158,3337,1,0,2,20,57.0,2,2,0
38159,3337,1,0,2,40,27.0,29,1,0
38160,150,1,0,1,0,0.0,0,3,1
38164,731,0,1,1,0,0.0,0,1,1
38165,789,1,1,1,0,0.0,0,1,1
38167,916,0,1,1,0,0.0,0,3,1
38168,915,0,1,1,0,0.0,0,2,2
38169,984,1,0,1,0,0.0,0,2,0
38170,1132,0,0,1,0,0.0,0,2,1
38171,1478,0,0,1,0,0.0,0,2,1
38172,1478,1,0,1,0,0.0,0,2,2
38173,1678,0,0,1,0,0.0,0,2,2
38174,1786,0,0,1,0,0.0,0,2,1
38175,1786,0,0,1,0,0.0,0,1,1
38176,1898,0,1,1,0,0.0,0,2,1
38177,1898,1,0,1,0,0.0,0,3,2
38179,2267,0,0,1,0,0.0,0,2,1
