,Identificador_Agricultor,Estimativa_de_Insetos,Tipo_de_Cultivo,Tipo_de_Solo,Categoria_Pesticida,Doses_Semana,Semanas_Utilizando,Semanas_Sem_Uso,Temporada,dano_na_plantacao
3719,SCROP84169,168,1,1,3,20,20.0,0,1,0
3720,SCROP84170,188,1,0,3,45,19.0,0,2,0
3721,SCROP84171,209,1,0,3,10,17.0,0,2,0
3722,SCROP84172,209,1,0,3,20,25.0,0,2,0
3723,SCROP84173,209,1,0,3,40,23.0,0,1,0
3724,SCROP84174,209,1,1,3,30,20.0,0,2,0
3725,SCROP84175,232,1,0,3,25,20.0,0,2,0
3726,SCROP84176,232,1,1,3,25,12.0,0,1,0
3727,SCROP84178,257,1,0,3,10,10.0,0,2,0
3728,SCROP84179,257,1,0,3,25,22.0,0,1,0
3729,SCROP84180,256,1,1,3,10,11.0,0,1,0
3730,SCROP84181,256,1,1,3,20,7.0,0,1,0
3731,SCROP84182,257,1,1,3,60,24.0,0,3,0
3732,SCROP84183,283,1,0,3,30,11.0,0,1,0
3733,SCROP84184,283,1,0,3,30,29.0,0,1,0
3734,SCROP84185,283,1,1,3,5,20.0,0,3,0
3735,SCROP84186,283,1,1,3,15,12.0,0,1,0
3736,SCROP84187,283,1,1,3,40,24.0,0,2,0
3737,SCROP84188,311,1,0,3,15,22.0,0,1,0
3738,SCROP84189,311,1,0,3,20,22.0,0,2,0
3739,SCROP84190,312,1,1,3,5,24.0,0,3,0
3740,SCROP84191,311,1,1,3,20,8.0,0,1,0
3741,SCROP84193,311,1,1,3,35,28.0,0,2,0
3742,SCROP84194,342,1,0,3,10,28.0,0,2,0
3743,SCROP84196,342,1,0,3,20,30.0,0,2,0
3744,SCROP84198,342,1,0,3,25,29.0,0,3,0
3745,SCROP84199,342,1,0,3,30,20.0,0,1,0
3746,SCROP84200,342,1,0,3,30,22.0,0,1,0
3747,SCROP84201,342,1,0,3,35,27.0,0,2,0
3748,SCROP84202,342,1,0,3,15,26.0,0,1,0
3749,SCROP84203,342,1,1,3,10,20.0,0,1,0
3750,SCROP84204,375,1,0,3,10,24.0,0,2,0
3751,SCROP84205,375,1,0,3,15,23.0,0,1,0
3752,SCROP84206,375,1,0,3,20,9.0,0,2,0
3753,SCROP84207,375,1,1,3,15,20.0,0,3,0
3754,SCROP84208,375,1,1,3,30,15.0,0,1,0
3755,SCROP84209,375,1,1,3,40,16.0,0,3,0
3756,SCROP84210,375,1,1,3,60,12.0,0,2,0
3757,SCROP84211,410,1,0,3,20,20.0,0,1,0
3758,SCROP84212,410,1,0,3,30,33.0,0,1,0
3759,SCROP84214,410,1,1,3,15,9.0,0,2,0
3760,SCROP84215,410,1,1,3,20,13.0,0,3,0
3761,SCROP84216,411,1,1,3,25,20.0,0,2,0
3762,SCROP84217,410,1,1,3,30,24.0,0,3,0
3763,SCROP84218,411,1,1,3,35,26.0,0,2,0
3764,SCROP84219,410,1,1,3,15,22.0,0,2,0
3765,SCROP84220,448,1,0,3,5,15.0,0,1,0
3766,SCROP84221,448,1,0,3,10,11.0,0,2,0
3767,SCROP84222,448,1,0,3,35,20.0,0,3,0
3768,SCROP84223,448,1,0,3,35,27.0,0,2,0
3769,SCROP84224,448,1,0,3,40,35.0,0,1,0
3770,SCROP84225,448,1,1,3,5,8.0,0,1,0
3771,SCROP84226,448,1,1,3,20,34.0,0,1,0
3772,SCROP84227,448,1,1,3,45,28.0,0,2,0
3773,SCROP84228,448,1,1,3,50,24.0,0,1,0
3774,SCROP84229,488,1,0,3,10,12.0,0,1,0
3775,SCROP84230,488,1,0,3,15,34.0,0,2,0
3776,SCROP84231,488,1,0,3,25,12.0,0,3,0
3777,SCROP84232,488,1,0,3,10,19.0,0,3,0
3778,SCROP84233,488,1,1,3,10,26.0,0,3,0
3779,SCROP84234,488,1,1,3,10,28.0,0,2,0
3780,SCROP84235,488,1,1,3,25,30.0,0,2,0
3781,SCROP84236,488,1,1,3,40,19.0,0,1,0
3782,SCROP84237,488,1,1,3,45,35.0,0,3,0
3783,SCROP84238,488,1,1,3,50,33.0,0,2,0
3784,SCROP84239,531,1,0,3,5,31.0,0,2,0
3785,SCROP84240,531,1,0,3,5,33.0,0,1,0
3786,SCROP84241,531,1,0,3,60,37.0,0,2,0
3787,SCROP84242,531,1,1,3,10,33.0,0,1,0
3788,SCROP84243,531,1,1,3,25,24.0,0,1,0
3789,SCROP84244,531,1,1,3,35,30.0,0,2,0
3790,SCROP84245,577,1,0,3,5,36.0,0,2,0
3791,SCROP84246,577,1,0,3,15,23.0,0,2,0
3792,SCROP84247,577,1,0,3,20,35.0,0,2,0
3793,SCROP84248,577,1,0,3,5,30.0,0,3,0
3794,SCROP84250,577,1,1,3,5,5.0,0,2,0
3795,SCROP84251,577,1,1,3,15,30.0,0,2,0
3796,SCROP84252,577,1,1,3,35,25.0,0,2,0
3797,SCROP84253,577,1,1,3,60,31.0,0,3,0
3798,SCROP84255,626,1,0,3,10,40.0,0,3,0
3799,SCROP84256,625,1,0,3,25,32.0,0,2,0
3800,SCROP84257,625,1,0,3,30,22.0,0,1,0
3801,SCROP84258,626,1,0,3,30,32.0,0,1,0
3802,SCROP84259,625,1,0,3,40,34.0,0,2,0
3803,SCROP84260,625,1,1,3,20,40.0,0,1,0
3804,SCROP84262,626,1,1,3,10,25.0,0,1,0
3805,SCROP84264,677,1,0,3,10,22.0,0,2,0
3806,SCROP84265,677,1,0,3,40,34.0,0,2,0
3807,SCROP84266,677,1,1,3,10,12.0,0,1,0
3808,SCROP84267,677,1,1,3,10,32.0,0,2,0
3809,SCROP84268,677,1,1,3,50,19.0,0,1,0
3810,SCROP84269,677,1,1,3,55,34.0,0,1,0
3811,SCROP84270,677,1,1,3,60,37.0,0,2,0
3812,SCROP84271,732,1,0,3,10,38.0,0,2,0
3813,SCROP84272,731,1,0,3,15,26.0,0,3,0
3814,SCROP84273,731,1,0,3,20,18.0,0,3,0
3815,SCROP84274,731,1,0,3,25,28.0,0,1,0
3816,SCROP84275,732,1,0,3,40,28.0,0,1,0
3817,SCROP84276,732,1,0,3,60,41.0,0,2,0
3818,SCROP84277,731,1,1,3,15,38.0,0,3,0
3819,SCROP84279,789,1,0,3,10,35.0,0,1,0
3820,SCROP84280,789,1,1,3,5,6.0,0,3,0
3821,SCROP84281,789,1,1,3,5,23.0,0,1,0
3822,SCROP84282,789,1,1,3,5,32.0,0,2,0
3823,SCROP84284,789,1,1,3,20,10.0,0,3,0
3824,SCROP84285,789,1,1,3,20,12.0,0,2,0
3825,SCROP84286,789,1,1,3,20,42.0,0,2,0
3826,SCROP84287,790,1,1,3,20,36.0,0,3,0
3827,SCROP84289,851,1,0,3,20,20.0,0,2,0
3828,SCROP84290,851,1,0,3,30,37.0,0,2,0
3829,SCROP84292,851,1,0,3,30,34.0,0,2,0
3830,SCROP84293,851,1,1,3,15,13.0,0,2,0
3831,SCROP84294,851,1,1,3,20,44.0,0,2,0
3832,SCROP84295,851,1,1,3,10,40.0,0,2,0
3833,SCROP84297,915,1,0,3,30,35.0,0,1,0
3834,SCROP84298,916,1,0,3,35,38.0,0,2,0
3835,SCROP84299,916,1,1,3,10,38.0,0,2,0
3836,SCROP84300,915,1,1,3,20,30.0,0,2,0
3837,SCROP84301,915,1,1,3,30,40.0,0,1,0
3838,SCROP84302,916,1,1,3,20,40.0,0,2,0
3839,SCROP84303,984,1,0,3,30,23.0,0,2,0
3840,SCROP84304,984,1,0,3,30,30.0,0,2,0
3841,SCROP84307,984,1,1,3,20,15.0,0,3,0
3842,SCROP84308,984,1,1,3,20,36.0,0,2,0
3843,SCROP84309,984,1,1,3,40,32.0,0,3,0
3844,SCROP84311,1056,1,0,3,10,44.0,0,3,0
3845,SCROP84312,1056,1,0,3,60,40.0,0,1,0
3846,SCROP84313,1056,1,0,3,20,35.0,0,2,0
3847,SCROP84314,1056,1,1,3,15,34.0,0,3,0
3848,SCROP84315,1056,1,1,3,20,25.0,0,2,0
3849,SCROP84316,1056,1,1,3,25,27.0,0,2,0
3850,SCROP84317,1056,1,1,3,40,17.0,0,1,0
3851,SCROP84318,1056,1,1,3,50,36.0,0,2,0
3852,SCROP84319,1056,1,1,3,30,42.0,0,2,0
3853,SCROP84320,1132,1,0,3,5,34.0,0,2,0
3854,SCROP84321,1132,1,0,3,10,10.0,0,1,0
3855,SCROP84322,1132,1,0,3,10,34.0,0,2,0
3856,SCROP84323,1132,1,0,3,20,36.0,0,2,0
3857,SCROP84324,1132,1,0,3,40,28.0,0,3,0
3858,SCROP84325,1132,1,0,3,40,32.0,0,3,0
3859,SCROP84326,1132,1,0,3,20,39.0,0,3,0
3860,SCROP84327,1132,1,1,3,5,43.0,0,1,0
3861,SCROP84328,1132,1,1,3,10,32.0,0,3,0
3862,SCROP84329,1132,1,1,3,15,18.0,0,3,0
3863,SCROP84330,1132,1,1,3,20,27.0,0,2,0
3864,SCROP84331,1132,1,1,3,35,32.0,0,2,0
3865,SCROP84332,1132,1,1,3,40,25.0,0,2,0
3866,SCROP84333,1132,1,1,3,40,39.0,0,2,0
3867,SCROP84334,1132,1,1,3,20,39.0,0,3,0
3868,SCROP84335,1132,1,1,3,20,30.0,0,2,0
3869,SCROP84336,1212,1,0,3,5,15.0,0,2,0
3870,SCROP84338,1212,1,0,3,10,31.0,0,2,0
3871,SCROP84339,1212,1,0,3,20,33.0,0,3,0
3872,SCROP84340,1212,1,0,3,30,47.0,0,2,0
3873,SCROP84341,1212,1,0,3,40,38.0,0,1,0
3874,SCROP84342,1212,1,0,3,30,40.0,0,1,0
3875,SCROP84343,1212,1,0,3,20,39.0,0,1,0
3876,SCROP84344,1212,1,0,3,20,43.0,0,1,0
3877,SCROP84345,1212,1,1,3,30,29.0,0,2,0
3878,SCROP84346,1212,1,1,3,35,39.0,0,2,0
3879,SCROP84347,1212,1,1,3,40,21.0,0,3,0
3880,SCROP84348,1212,1,1,3,40,37.0,0,1,0
3881,SCROP84349,1297,1,0,3,5,15.0,0,1,0
3882,SCROP84350,1296,1,0,3,5,36.0,0,3,0
3883,SCROP84351,1296,1,0,3,5,39.0,0,1,0
3884,SCROP84352,1297,1,0,3,10,10.0,0,1,0
3885,SCROP84353,1296,1,0,3,10,23.0,0,2,0
3886,SCROP84354,1297,1,0,3,20,34.0,0,3,0
3887,SCROP84355,1296,1,0,3,25,21.0,0,2,0
3888,SCROP84356,1296,1,0,3,25,39.0,0,2,0
3889,SCROP84357,1297,1,0,3,40,34.0,0,2,0
3890,SCROP84358,1297,1,0,3,60,38.0,0,2,0
3891,SCROP84359,1296,1,0,3,30,37.0,0,1,0
3892,SCROP84360,1297,1,0,3,5,38.0,0,2,0
3893,SCROP84361,1296,1,1,3,10,19.0,0,2,0
3894,SCROP84362,1297,1,1,3,40,35.0,0,2,0
3895,SCROP84363,1296,1,1,3,40,43.0,0,3,0
3896,SCROP84364,1385,1,0,3,10,36.0,0,2,0
3897,SCROP84365,1385,1,0,3,15,38.0,0,2,0
3898,SCROP84366,1385,1,0,3,30,27.0,0,2,0
3899,SCROP84367,1385,1,0,3,35,30.0,0,2,0
3900,SCROP84368,1385,1,1,3,10,10.0,0,1,0
3901,SCROP84369,1385,1,1,3,20,39.0,0,3,0
3902,SCROP84370,1385,1,1,3,25,47.0,0,2,0
3903,SCROP84371,1385,1,1,3,20,28.0,0,2,0
3904,SCROP84372,1385,1,1,3,30,40.0,0,2,0
3905,SCROP84373,1478,1,0,3,5,21.0,0,2,0
3906,SCROP84374,1478,1,0,3,15,39.0,0,1,0
3907,SCROP84376,1478,1,0,3,20,30.0,0,3,0
3908,SCROP84377,1478,1,0,3,60,46.0,0,2,0
3909,SCROP84378,1478,1,0,3,30,42.0,0,3,0
3910,SCROP84379,1478,1,1,3,15,20.0,0,3,0
3911,SCROP84380,1478,1,1,3,20,23.0,0,2,0
3912,SCROP84381,1478,1,1,3,40,51.0,0,1,0
3913,SCROP84382,1575,1,0,3,10,53.0,0,2,0
3914,SCROP84383,1576,1,0,3,15,35.0,0,3,0
3915,SCROP84384,1576,1,0,3,25,33.0,0,3,0
3916,SCROP84385,1576,1,0,3,35,30.0,0,2,0
3917,SCROP84386,1575,1,0,3,20,46.0,0,2,0
3918,SCROP84387,1575,1,0,3,5,33.0,0,2,0
3919,SCROP84389,1575,1,1,3,15,12.0,0,3,0
3920,SCROP84390,1576,1,1,3,20,28.0,0,2,0
3921,SCROP84391,1576,1,1,3,20,30.0,0,1,0
3922,SCROP84392,1576,1,1,3,20,51.0,0,2,0
3923,SCROP84393,1576,1,1,3,30,35.0,0,1,0
3924,SCROP84394,1576,1,1,3,30,45.0,0,2,0
3925,SCROP84395,1678,1,0,3,20,31.0,0,2,0
3926,SCROP84396,1678,1,0,3,10,35.0,0,2,0
3927,SCROP84397,1678,1,1,3,40,50.0,0,2,0
3928,SCROP84398,1678,1,1,3,20,27.0,0,2,0
3929,SCROP84399,1785,1,0,3,40,53.0,0,3,0
3930,SCROP84400,1785,1,0,3,15,44.0,0,2,0
3931,SCROP84401,1785,1,0,3,20,30.0,0,2,0
3932,SCROP84402,1786,1,0,3,30,40.0,0,1,0
3933,SCROP84403,1785,1,1,3,5,13.0,0,1,0
3934,SCROP84404,1785,1,1,3,5,25.0,0,2,0
3935,SCROP84406,1785,1,1,3,5,48.0,0,2,0
3936,SCROP84407,1786,1,1,3,40,37.0,0,1,0
3937,SCROP84409,1786,1,1,3,20,50.0,0,2,0
3938,SCROP84410,1785,1,1,3,20,40.0,0,2,0
3939,SCROP84411,1786,1,1,3,25,47.0,0,2,0
3940,SCROP84412,1898,1,0,3,5,16.0,0,3,0
3941,SCROP84413,1898,1,0,3,10,53.0,0,2,0
3942,SCROP84414,1898,1,0,3,15,43.0,0,3,0
3943,SCROP84415,1898,1,0,3,20,27.0,0,3,0
3944,SCROP84416,1898,1,0,3,10,30.0,0,2,0
3945,SCROP84418,1898,1,1,3,30,27.0,0,1,0
3946,SCROP84419,1898,1,1,3,40,48.0,0,3,0
3947,SCROP84420,1898,1,1,3,20,40.0,0,2,0
3948,SCROP84422,1898,1,1,3,10,50.0,0,1,0
3949,SCROP84424,2015,1,0,3,5,52.0,0,1,0
3950,SCROP84425,2015,1,0,3,15,40.0,0,2,0
3951,SCROP84426,2015,1,0,3,20,37.0,0,2,0
3952,SCROP84429,2016,1,1,3,25,55.0,0,1,0
3953,SCROP84431,2015,1,1,3,40,53.0,0,2,0
3954,SCROP84432,2016,1,1,3,15,47.0,0,2,0
3955,SCROP84434,2138,1,0,3,5,42.0,0,2,0
3956,SCROP84435,2139,1,0,3,30,52.0,0,2,0
3957,SCROP84436,2139,1,0,3,45,49.0,0,1,0
3958,SCROP84437,2139,1,1,3,15,20.0,0,2,0
3959,SCROP84438,2139,1,1,3,40,51.0,0,1,0
3960,SCROP84439,2139,1,1,3,50,52.0,0,1,0
3961,SCROP84440,2138,1,1,3,10,30.0,0,1,0
3962,SCROP84441,2138,1,1,3,30,48.0,0,1,0
3963,SCROP84443,2267,1,0,3,10,19.0,0,1,0
3964,SCROP84444,2267,1,0,3,15,45.0,0,2,0
3965,SCROP84445,2267,1,1,3,20,46.0,0,1,0
3966,SCROP84446,2267,1,1,3,25,53.0,0,1,0
3967,SCROP84447,2402,1,0,3,20,30.0,0,2,0
3968,SCROP84448,2401,1,0,3,30,49.0,0,2,0
3969,SCROP84450,2402,1,1,3,30,37.0,0,2,0
3970,SCROP84451,2402,1,1,3,40,40.0,0,2,0
3971,SCROP84452,2402,1,1,3,20,35.0,0,3,0
3972,SCROP84453,2401,1,1,3,20,53.0,0,3,0
3973,SCROP84454,2541,1,0,3,5,53.0,0,2,0
3974,SCROP84455,2541,1,0,3,10,51.0,0,1,0
3975,SCROP84456,2541,1,0,3,15,47.0,0,2,0
3976,SCROP84457,2541,1,0,3,15,51.0,0,2,0
3977,SCROP84458,2541,1,0,3,15,49.0,0,3,0
3978,SCROP84459,2541,1,1,3,15,35.0,0,2,0
3979,SCROP84460,2541,1,1,3,20,25.0,0,2,0
3980,SCROP84461,2687,1,0,3,10,54.0,0,3,0
3981,SCROP84462,2688,1,0,3,20,35.0,0,1,0
3982,SCROP84463,2688,1,1,3,15,42.0,0,1,0
3983,SCROP84464,2688,1,1,3,15,47.0,0,2,0
3984,SCROP84466,2999,1,0,3,20,52.0,0,1,0
3985,SCROP84467,2999,1,1,3,5,44.0,0,2,0
3986,SCROP84468,2999,1,1,3,20,42.0,0,1,0
3987,SCROP84469,2999,1,1,3,30,56.0,0,2,0
3988,SCROP84470,3164,1,0,3,5,35.0,0,1,1
3989,SCROP84471,3165,1,0,3,20,54.0,0,2,1
3990,SCROP84472,3165,1,0,3,40,45.0,0,1,0
3991,SCROP84473,3164,1,1,3,15,30.0,0,2,0
3992,SCROP84474,3516,1,0,3,10,42.0,0,1,1
3993,SCROP84475,3516,1,0,3,20,50.0,0,3,1
3994,SCROP84476,3516,1,1,3,5,27.0,0,2,1
3995,SCROP84477,3516,1,1,3,10,38.0,0,2,1
3996,SCROP84478,3702,1,0,3,15,54.0,0,3,1
3997,SCROP84479,3895,1,0,3,10,60.0,0,2,1
3998,SCROP84480,3895,1,0,3,10,50.0,0,1,1
3999,SCROP84482,3896,1,1,3,10,60.0,0,2,1
4000,SCROP84484,151,0,0,2,50,17.0,0,1,0
4001,SCROP84485,168,0,0,2,15,14.0,4,1,0
4002,SCROP84486,188,0,0,2,30,12.0,6,1,0
4003,SCROP84487,209,0,0,2,20,17.0,3,3,0
4004,SCROP84488,209,0,0,2,35,17.0,6,2,0
4005,SCROP84489,232,0,0,2,20,21.0,4,2,0
4006,SCROP84490,232,0,0,2,30,18.0,5,2,0
4007,SCROP84491,283,0,0,2,30,20.0,6,2,0
4008,SCROP84493,312,0,0,2,40,15.0,8,2,0
4009,SCROP84494,311,0,0,2,40,21.0,10,1,0
4010,SCROP84495,312,0,0,2,50,29.0,0,3,0
4011,SCROP84496,375,0,0,2,5,26.0,4,3,0
4012,SCROP84497,375,0,0,2,35,26.0,4,1,0
4013,SCROP84498,411,0,0,2,20,18.0,9,1,0
4014,SCROP84499,410,0,0,2,20,29.0,1,1,0
4015,SCROP84501,410,0,0,2,30,25.0,0,2,0
4016,SCROP84502,411,0,0,2,40,28.0,3,2,0
4017,SCROP84503,410,0,0,2,60,26.0,1,2,0
4018,SCROP84504,410,0,0,2,60,28.0,0,2,0
4019,SCROP84505,448,0,0,2,15,11.0,16,3,0
4020,SCROP84506,448,0,0,2,20,18.0,9,2,0
4021,SCROP84507,448,0,0,2,25,17.0,10,2,0
4022,SCROP84508,448,0,0,2,30,6.0,16,3,0
4023,SCROP84509,448,0,0,2,30,25.0,4,1,0
4024,SCROP84510,448,0,0,2,35,24.0,6,1,0
4025,SCROP84511,488,0,0,2,5,19.0,12,1,0
4026,SCROP84512,488,0,0,2,15,10.0,12,1,0
4027,SCROP84514,488,0,0,2,20,15.0,15,2,0
4028,SCROP84515,488,0,0,2,20,18.0,10,1,0
4029,SCROP84517,488,0,0,2,20,21.0,7,2,0
4030,SCROP84518,488,0,0,2,25,31.0,0,2,0
4031,SCROP84520,488,0,0,2,40,27.0,5,3,0
4032,SCROP84521,488,0,0,2,50,26.0,9,1,0
4033,SCROP84522,488,0,0,2,60,25.0,4,2,0
4034,SCROP84523,531,0,0,2,15,13.0,14,2,0
4035,SCROP84524,531,0,0,2,20,23.0,11,2,0
4036,SCROP84525,531,0,0,2,20,24.0,7,3,0
4037,SCROP84526,531,0,0,2,20,24.0,10,1,0
4038,SCROP84527,531,0,0,2,20,31.0,2,2,0
4039,SCROP84528,531,0,0,2,25,15.0,17,2,0
4040,SCROP84529,531,0,0,2,25,24.0,10,1,0
4041,SCROP84530,531,0,0,2,25,30.0,2,2,0
4042,SCROP84531,531,0,0,2,30,20.0,16,3,0
4043,SCROP84532,531,0,0,2,30,27.0,5,1,0
4044,SCROP84533,531,0,0,2,35,27.0,6,1,0
4045,SCROP84534,531,0,0,2,45,29.0,3,1,0
4046,SCROP84535,531,0,0,2,50,23.0,16,2,0
4047,SCROP84536,531,0,0,2,55,19.0,15,2,0
4048,SCROP84538,577,0,0,2,10,20.0,11,1,0
4049,SCROP84539,577,0,0,2,10,22.0,13,1,0
4050,SCROP84540,577,0,0,2,10,29.0,5,3,0
4051,SCROP84542,577,0,0,2,30,16.0,14,3,0
4052,SCROP84543,577,0,0,2,35,32.0,3,2,0
4053,SCROP84544,577,0,0,2,40,28.0,6,1,0
4054,SCROP84545,577,0,0,2,40,29.0,5,2,0
4055,SCROP84547,577,0,0,2,50,29.0,6,3,0
4056,SCROP84548,577,0,0,2,60,22.0,6,1,0
4057,SCROP84549,625,0,0,2,15,14.0,20,3,0
4058,SCROP84550,625,0,0,2,15,30.0,2,2,0
4059,SCROP84551,625,0,0,2,20,14.0,17,2,0
4060,SCROP84552,625,0,0,2,20,16.0,18,1,0
4061,SCROP84553,625,0,0,2,20,20.0,14,2,0
4062,SCROP84554,626,0,0,2,20,22.0,8,2,0
4063,SCROP84555,625,0,0,2,20,26.0,12,3,0
4064,SCROP84556,625,0,0,2,25,22.0,12,2,0
4065,SCROP84557,625,0,0,2,25,34.0,1,2,0
4066,SCROP84558,625,0,0,2,35,23.0,1,3,0
4067,SCROP84559,625,0,0,2,40,27.0,3,3,0
4068,SCROP84560,625,0,0,2,45,17.0,14,2,0
4069,SCROP84561,625,0,0,2,45,33.0,3,1,0
4070,SCROP84562,626,0,0,2,50,25.0,13,1,0
4071,SCROP84563,626,0,0,2,60,20.0,11,2,0
4072,SCROP84564,626,0,0,2,60,26.0,5,1,0
4073,SCROP84565,625,0,0,2,80,30.0,0,1,0
4074,SCROP84566,677,0,0,2,10,9.0,21,3,0
4075,SCROP84567,677,0,0,2,10,29.0,6,2,0
4076,SCROP84568,677,0,0,2,15,14.0,20,1,0
4077,SCROP84569,677,0,0,2,15,21.0,11,1,0
4078,SCROP84570,677,0,0,2,15,33.0,1,2,0
4079,SCROP84571,677,0,0,2,20,12.0,18,2,0
4080,SCROP84572,677,0,0,2,20,16.0,19,2,0
4081,SCROP84573,677,0,0,2,20,19.0,17,1,0
4082,SCROP84574,677,0,0,2,20,25.0,17,2,0
4083,SCROP84575,677,0,0,2,60,27.0,11,1,0
4084,SCROP84576,677,0,0,2,60,29.0,11,1,0
4085,SCROP84577,677,0,0,2,80,23.0,11,1,0
4086,SCROP84578,731,0,0,2,5,11.0,20,2,0
4087,SCROP84580,731,0,0,2,10,17.0,17,2,0
4088,SCROP84582,731,0,0,2,20,36.0,2,3,0
4089,SCROP84583,732,0,0,2,25,28.0,2,1,0
4090,SCROP84584,731,0,0,2,30,16.0,16,1,0
4091,SCROP84585,731,0,0,2,40,20.0,2,3,0
4092,SCROP84586,731,0,0,2,40,29.0,5,2,0
4093,SCROP84587,731,0,0,2,50,33.0,4,2,0
4094,SCROP84588,790,0,0,2,5,15.0,15,2,0
4095,SCROP84589,789,0,0,2,10,24.0,11,1,0
4096,SCROP84590,789,0,0,2,10,24.0,15,2,0
4097,SCROP84591,789,0,0,2,20,11.0,23,3,0
4098,SCROP84592,790,0,0,2,20,19.0,17,1,0
4099,SCROP84593,790,0,0,2,20,19.0,18,1,0
4100,SCROP84594,789,0,0,2,20,20.0,9,2,0
4101,SCROP84595,790,0,0,2,20,30.0,11,1,0
4102,SCROP84597,789,0,0,2,20,35.0,6,3,0
4103,SCROP84598,790,0,0,2,40,19.0,17,1,0
4104,SCROP84599,789,0,0,2,40,21.0,14,1,0
4105,SCROP84601,789,0,0,2,60,27.0,11,2,0
4106,SCROP84602,790,0,0,2,60,34.0,11,2,0
4107,SCROP84603,789,0,0,2,60,36.0,1,3,0
4108,SCROP84604,789,0,0,2,30,20.0,13,2,0
4109,SCROP84607,851,0,0,2,5,13.0,24,2,0
4110,SCROP84608,850,0,0,2,5,20.0,8,1,0
4111,SCROP84609,851,0,0,2,10,14.0,22,3,0
4112,SCROP84611,851,0,0,2,10,23.0,9,2,0
4113,SCROP84612,851,0,0,2,10,28.0,6,2,0
4114,SCROP84613,851,0,0,2,15,15.0,19,3,0
4115,SCROP84614,850,0,0,2,20,12.0,21,1,0
4116,SCROP84616,851,0,0,2,20,30.0,7,2,0
4117,SCROP84617,851,0,0,2,20,34.0,9,1,0
4118,SCROP84618,851,0,0,2,25,32.0,10,2,0
4119,SCROP84619,851,0,0,2,25,37.0,0,2,0
4120,SCROP84620,851,0,0,2,30,21.0,11,2,0
4121,SCROP84621,850,0,0,2,30,26.0,12,2,0
4122,SCROP84622,851,0,0,2,30,34.0,4,2,0
4123,SCROP84623,851,0,0,2,30,35.0,8,2,0
4124,SCROP84624,851,0,0,2,40,20.0,19,2,0
4125,SCROP84625,851,0,0,2,40,28.0,9,3,0
4126,SCROP84626,851,0,0,2,50,20.0,24,1,0
4127,SCROP84627,851,0,0,2,50,42.0,0,2,0
4128,SCROP84628,851,0,0,2,60,22.0,12,1,0
4129,SCROP84629,851,0,0,2,60,30.0,14,2,0
4130,SCROP84630,851,0,0,2,80,33.0,8,2,0
4131,SCROP84631,851,0,0,2,90,32.0,9,1,0
4132,SCROP84632,851,0,0,2,30,33.0,6,2,0
4133,SCROP84633,915,0,0,2,20,31.0,8,2,0
4134,SCROP84634,915,0,0,2,15,30.0,7,1,0
4135,SCROP84635,916,0,0,2,15,30.0,9,2,0
4136,SCROP84636,915,0,0,2,15,38.0,1,1,0
4137,SCROP84637,916,0,0,2,20,22.0,16,2,0
4138,SCROP84638,915,0,0,2,20,30.0,13,3,0
4139,SCROP84639,915,0,0,2,25,26.0,15,2,0
4140,SCROP84640,916,0,0,2,25,34.0,6,3,0
4141,SCROP84641,915,0,0,2,30,24.0,19,3,0
4142,SCROP84642,916,0,0,2,40,19.0,22,1,0
4143,SCROP84643,915,0,0,2,40,29.0,10,1,0
4144,SCROP84644,916,0,0,2,40,30.0,10,1,0
4145,SCROP84645,916,0,0,2,40,32.0,9,1,0
4146,SCROP84646,916,0,0,2,40,33.0,10,2,0
4147,SCROP84647,916,0,0,2,40,37.0,6,2,0
4148,SCROP84648,915,0,0,2,50,25.0,17,1,0
4149,SCROP84649,916,0,0,2,60,17.0,8,3,0
4150,SCROP84650,916,0,0,2,70,27.0,13,2,0
4151,SCROP84651,916,0,0,2,60,30.0,10,2,0
4152,SCROP84652,915,0,0,2,40,35.0,3,3,0
4153,SCROP84653,915,0,0,2,50,38.0,1,3,0
4154,SCROP84654,984,0,0,2,10,26.0,12,2,0
4155,SCROP84655,984,0,0,2,15,22.0,16,2,0
4156,SCROP84657,984,0,0,2,20,21.0,18,2,0
4157,SCROP84658,984,0,0,2,20,25.0,8,2,0
4158,SCROP84659,984,0,0,2,20,25.0,11,3,0
4159,SCROP84661,984,0,0,2,20,28.0,2,1,0
4160,SCROP84662,984,0,0,2,20,28.0,13,2,0
4161,SCROP84663,984,0,0,2,25,33.0,14,2,0
4162,SCROP84664,984,0,0,2,30,28.0,12,1,0
4163,SCROP84665,984,0,0,2,35,37.0,1,2,0
4164,SCROP84666,984,0,0,2,40,14.0,26,1,0
4165,SCROP84667,984,0,0,2,40,15.0,16,1,0
4166,SCROP84668,984,0,0,2,40,19.0,18,3,0
4167,SCROP84669,984,0,0,2,40,20.0,11,2,0
4168,SCROP84670,984,0,0,2,40,23.0,12,2,0
4169,SCROP84671,984,0,0,2,40,26.0,15,3,0
4170,SCROP84672,984,0,0,2,40,35.0,6,1,0
4171,SCROP84673,984,0,0,2,40,40.0,2,1,0
4172,SCROP84674,984,0,0,2,60,30.0,10,2,0
4173,SCROP84675,984,0,0,2,60,37.0,6,2,0
4174,SCROP84676,984,0,0,2,30,30.0,11,1,0
4175,SCROP84677,984,0,0,2,20,37.0,3,2,0
