Identificador_Agricultor,Estimativa_de_Insetos,Tipo_de_Cultivo,Tipo_de_Solo,Doses_Semana,Semanas_Utilizando,Semanas_Sem_Uso,Categoria_Pesticida__1,Categoria_Pesticida__2,Categoria_Pesticida__3,Temporada__1,Temporada__2,Temporada__3,dano_na_plantacao
SCROP84766,1297,0,0,40,12.0,28,0,1,0,0,1,0,0
SCROP84767,1297,0,0,40,20.0,14,0,1,0,0,1,0,0
SCROP84768,1296,0,0,40,30.0,12,0,1,0,0,1,0,0
SCROP84769,1297,0,0,40,27.0,9,0,1,0,0,1,0,0
SCROP84770,1297,0,0,40,34.0,14,0,1,0,1,0,0,0
SCROP84771,1297,0,0,40,35.0,5,0,1,0,1,0,0,0
SCROP84772,1296,0,0,40,36.0,10,0,1,0,0,0,1,0
SCROP84773,1296,0,0,40,37.0,8,0,1,0,0,1,0,0
SCROP84774,1296,0,0,50,19.0,15,0,1,0,0,1,0,0
SCROP84775,1296,0,0,50,30.0,13,0,1,0,1,0,0,0
SCROP84776,1297,0,0,50,28.0,7,0,1,0,0,1,0,0
SCROP84777,1385,0,0,5,28.0,16,0,1,0,0,1,0,0
SCROP84778,1385,0,0,10,16.0,23,0,1,0,0,1,0,0
SCROP84779,1385,0,0,10,19.0,26,0,1,0,1,0,0,0
SCROP84780,1385,0,0,15,27.0,28,0,1,0,0,0,1,0
SCROP84781,1385,0,0,15,25.0,15,0,1,0,1,0,0,0
SCROP84782,1385,0,0,15,27.0,21,0,1,0,0,0,1,0
SCROP84783,1385,0,0,20,20.0,27,0,1,0,0,1,0,0
SCROP84784,1385,0,0,20,27.0,19,0,1,0,1,0,0,0
SCROP84785,1385,0,0,20,27.0,19,0,1,0,0,1,0,0
SCROP84786,1385,0,0,20,31.0,10,0,1,0,1,0,0,0
SCROP84787,1385,0,0,20,40.0,11,0,1,0,0,1,0,0
SCROP84788,1385,0,0,20,27.0,2,0,1,0,0,0,1,0
SCROP84789,1385,0,0,25,30.0,13,0,1,0,0,0,1,0
SCROP84790,1385,0,0,30,38.0,5,0,1,0,0,1,0,0
SCROP84791,1385,0,0,30,42.0,3,0,1,0,0,1,0,0
SCROP84792,1385,0,0,30,45.0,0,0,1,0,0,1,0,0
SCROP84793,1385,0,0,40,17.0,25,0,1,0,0,1,0,0
SCROP84794,1385,0,0,40,27.0,16,0,1,0,0,1,0,0
SCROP84795,1385,0,0,40,33.0,4,0,1,0,0,1,0,0
SCROP84796,1385,0,0,50,20.0,26,0,1,0,0,0,1,0
SCROP84797,1385,0,0,50,31.0,5,0,1,0,0,1,0,0
SCROP84798,1385,0,0,60,27.0,17,0,1,0,0,1,0,0
SCROP84799,1385,0,0,85,45.0,3,0,1,0,0,1,0,0
SCROP84800,1385,0,0,20,26.0,15,0,1,0,0,1,0,0
SCROP84801,1385,0,0,30,25.0,16,0,1,0,0,0,1,0
SCROP84802,1478,0,0,30,24.0,20,0,1,0,0,0,1,0
SCROP84803,1478,0,0,5,27.0,11,0,1,0,1,0,0,0
SCROP84804,1478,0,0,10,27.0,12,0,1,0,1,0,0,0
SCROP84805,1478,0,0,10,32.0,9,0,1,0,0,1,0,0
SCROP84806,1478,0,0,15,12.0,2,0,1,0,0,0,1,0
SCROP84807,1478,0,0,15,25.0,17,0,1,0,1,0,0,0
SCROP84808,1478,0,0,15,26.0,13,0,1,0,1,0,0,0
SCROP84809,1478,0,0,20,9.0,32,0,1,0,0,1,0,0
SCROP84810,1478,0,0,20,14.0,30,0,1,0,0,1,0,0
SCROP84811,1478,0,0,20,18.0,0,0,1,0,1,0,0,0
SCROP84812,1478,0,0,20,23.0,18,0,1,0,0,1,0,0
SCROP84813,1478,0,0,20,40.0,12,0,1,0,0,0,1,0
SCROP84814,1478,0,0,25,11.0,23,0,1,0,0,1,0,0
SCROP84815,1478,0,0,25,36.0,10,0,1,0,0,1,0,0
SCROP84816,1478,0,0,30,10.0,26,0,1,0,0,1,0,0
SCROP84817,1478,0,0,30,22.0,22,0,1,0,0,0,1,0
SCROP84818,1478,0,0,30,25.0,22,0,1,0,1,0,0,0
SCROP84819,1478,0,0,30,29.0,17,0,1,0,0,1,0,0
SCROP84820,1478,0,0,30,34.0,14,0,1,0,0,1,0,0
SCROP84821,1478,0,0,40,19.0,31,0,1,0,0,0,1,0
SCROP84822,1478,0,0,40,28.0,21,0,1,0,1,0,0,0
SCROP84823,1478,0,0,40,30.0,6,0,1,0,1,0,0,0
SCROP84824,1478,0,0,50,40.0,1,0,1,0,0,0,1,0
SCROP84825,1478,0,0,60,38.0,10,0,1,0,1,0,0,0
SCROP84826,1478,0,0,60,27.0,12,0,1,0,0,1,0,0
SCROP84827,1478,0,0,60,40.0,13,0,1,0,0,1,0,0
SCROP84828,1478,0,0,60,47.0,5,0,1,0,0,0,1,0
SCROP84829,1478,0,0,20,31.0,16,0,1,0,0,1,0,0
SCROP84830,1478,0,0,10,10.0,15,0,1,0,0,1,0,0
SCROP84831,1478,0,0,15,31.0,10,0,1,0,1,0,0,0
SCROP84832,1478,0,0,20,23.0,22,0,1,0,1,0,0,0
SCROP84833,1576,0,0,5,40.0,3,0,1,0,0,1,0,0
SCROP84834,1576,0,0,5,45.0,0,0,1,0,0,1,0,0
SCROP84835,1576,0,0,15,22.0,21,0,1,0,0,0,1,0
SCROP84836,1576,0,0,15,36.0,11,0,1,0,0,1,0,0
SCROP84837,1576,0,0,15,37.0,12,0,1,0,0,1,0,0
SCROP84838,1576,0,0,20,12.0,27,0,1,0,0,0,1,0
SCROP84839,1576,0,0,20,20.0,23,0,1,0,0,1,0,0
SCROP84840,1576,0,0,20,26.0,21,0,1,0,0,0,1,0
SCROP84841,1576,0,0,20,41.0,4,0,1,0,0,0,1,0
SCROP84842,1576,0,0,20,42.0,0,0,1,0,1,0,0,0
SCROP84843,1576,0,0,20,27.0,0,0,1,0,0,1,0,0
SCROP84844,1576,0,0,20,46.0,1,0,1,0,0,1,0,0
SCROP84845,1575,0,0,25,20.0,23,0,1,0,0,0,1,0
SCROP84846,1576,0,0,25,22.0,18,0,1,0,1,0,0,0
SCROP84847,1575,0,0,30,27.0,31,0,1,0,0,1,0,0
SCROP84848,1575,0,0,30,26.0,15,0,1,0,0,1,0,0
SCROP84849,1575,0,0,30,43.0,6,0,1,0,0,1,0,0
SCROP84850,1576,0,0,30,44.0,4,0,1,0,1,0,0,0
SCROP84851,1575,0,0,50,40.0,8,0,1,0,0,1,0,0
SCROP84852,1576,0,0,60,27.0,0,0,1,0,0,1,0,0
SCROP84853,1575,0,0,40,21.0,25,0,1,0,1,0,0,0
SCROP84854,1576,0,0,20,28.0,13,0,1,0,0,0,1,0
SCROP84855,1576,0,0,25,46.0,1,0,1,0,0,1,0,0
SCROP84856,1678,0,0,5,17.0,30,0,1,0,0,0,1,0
SCROP84857,1678,0,0,15,17.0,30,0,1,0,0,1,0,0
SCROP84858,1678,0,0,15,30.0,14,0,1,0,0,1,0,0
SCROP84859,1678,0,0,15,35.0,12,0,1,0,1,0,0,0
SCROP84860,1678,0,0,15,39.0,5,0,1,0,0,1,0,0
SCROP84861,1678,0,0,20,18.0,32,0,1,0,0,1,0,0
SCROP84862,1678,0,0,20,27.0,28,0,1,0,0,1,0,0
SCROP84863,1678,0,0,20,30.0,7,0,1,0,0,0,1,0
SCROP84864,1678,0,0,20,33.0,16,0,1,0,1,0,0,0
SCROP84865,1678,0,0,20,39.0,14,0,1,0,0,0,1,0
SCROP84866,1678,0,0,20,27.0,7,0,1,0,0,0,1,0
SCROP84867,1678,0,0,20,48.0,0,0,1,0,0,1,0,0
SCROP84868,1678,0,0,25,16.0,32,0,1,0,1,0,0,0
SCROP84869,1678,0,0,30,38.0,4,0,1,0,1,0,0,0
SCROP84870,1678,0,0,40,21.0,1,0,1,0,0,0,1,0
SCROP84871,1678,0,0,40,22.0,21,0,1,0,1,0,0,0
SCROP84872,1678,0,0,50,46.0,1,0,1,0,0,1,0,0
SCROP84873,1678,0,0,60,46.0,4,0,1,0,0,1,0,0
SCROP84874,1678,0,0,30,29.0,19,0,1,0,1,0,0,0
SCROP84875,1678,0,0,40,40.0,5,0,1,0,0,1,0,0
SCROP84876,1786,0,0,15,18.0,30,0,1,0,1,0,0,0
SCROP84877,1786,0,0,15,28.0,17,0,1,0,0,1,0,0
SCROP84878,1786,0,0,20,10.0,20,0,1,0,0,1,0,0
SCROP84879,1786,0,0,20,20.0,28,0,1,0,0,1,0,0
SCROP84880,1786,0,0,20,29.0,20,0,1,0,0,1,0,0
SCROP84881,1785,0,0,25,28.0,18,0,1,0,1,0,0,0
SCROP84882,1786,0,0,30,46.0,7,0,1,0,0,1,0,0
SCROP84883,1786,0,0,30,27.0,2,0,1,0,0,1,0,0
SCROP84884,1785,0,0,40,13.0,10,0,1,0,0,1,0,0
SCROP84885,1785,0,0,40,30.0,15,0,1,0,0,1,0,0
SCROP84886,1785,0,0,40,36.0,10,0,1,0,0,1,0,0
SCROP84887,1785,0,0,40,43.0,8,0,1,0,0,0,1,0
SCROP84888,1785,0,0,60,31.0,16,0,1,0,0,0,1,0
SCROP84889,1786,0,0,60,39.0,10,0,1,0,1,0,0,0
SCROP84890,1785,0,0,60,49.0,0,0,1,0,0,1,0,0
SCROP84891,1786,0,0,40,21.0,27,0,1,0,0,1,0,0
SCROP84892,1785,0,0,40,50.0,3,0,1,0,0,1,0,0
SCROP84893,1898,0,0,5,12.0,36,0,1,0,1,0,0,0
SCROP84894,1898,0,0,5,14.0,33,0,1,0,0,0,1,0
SCROP84895,1898,0,0,10,20.0,21,0,1,0,0,1,0,0
SCROP84896,1898,0,0,10,27.0,1,0,1,0,0,1,0,0
SCROP84897,1898,0,0,15,30.0,16,0,1,0,0,0,1,0
SCROP84898,1898,0,0,15,31.0,18,0,1,0,0,1,0,0
SCROP84899,1898,0,0,20,19.0,30,0,1,0,1,0,0,0
SCROP84900,1898,0,0,20,27.0,31,0,1,0,1,0,0,0
SCROP84901,1898,0,0,20,28.0,10,0,1,0,1,0,0,0
SCROP84902,1898,0,0,20,42.0,0,0,1,0,1,0,0,0
SCROP84903,1898,0,0,20,52.0,6,0,1,0,0,1,0,0
SCROP84904,1898,0,0,25,30.0,18,0,1,0,1,0,0,0
SCROP84905,1898,0,0,30,16.0,17,0,1,0,1,0,0,0
SCROP84906,1898,0,0,30,17.0,33,0,1,0,0,0,1,0
SCROP84907,1898,0,0,30,34.0,17,0,1,0,1,0,0,0
SCROP84908,1898,0,0,30,48.0,2,0,1,0,0,0,1,0
SCROP84909,1898,0,0,40,38.0,10,0,1,0,0,0,1,0
SCROP84910,1898,0,0,50,27.0,16,0,1,0,0,0,1,0
SCROP84911,1898,0,0,50,45.0,8,0,1,0,0,1,0,0
SCROP84912,1898,0,0,20,43.0,4,0,1,0,1,0,0,0
SCROP84913,1898,0,0,10,39.0,11,0,1,0,0,1,0,0
SCROP84914,1898,0,0,40,27.0,23,0,1,0,0,1,0,0
SCROP84915,1898,0,0,20,41.0,5,0,1,0,0,1,0,0
SCROP84916,1898,0,0,30,27.0,16,0,1,0,0,1,0,0
SCROP84917,1898,0,0,40,40.0,10,0,1,0,0,0,1,0
SCROP84918,2015,0,0,10,14.0,37,0,1,0,0,1,0,0
SCROP84919,2015,0,0,15,11.0,37,0,1,0,0,0,1,0
SCROP84920,2015,0,0,15,40.0,11,0,1,0,0,0,1,0
SCROP84921,2015,0,0,15,43.0,10,0,1,0,0,1,0,0
SCROP84922,2015,0,0,15,49.0,6,0,1,0,1,0,0,0
SCROP84923,2016,0,0,20,27.0,35,0,1,0,0,1,0,0
SCROP84924,2016,0,0,20,21.0,30,0,1,0,0,0,1,0
SCROP84925,2015,0,0,20,22.0,25,0,1,0,0,1,0,0
SCROP84926,2016,0,0,20,39.0,13,0,1,0,0,1,0,0
SCROP84927,2015,0,0,25,25.0,12,0,1,0,0,0,1,0
SCROP84928,2016,0,0,25,32.0,7,0,1,0,0,1,0,0
SCROP84929,2016,0,0,25,32.0,11,0,1,0,0,1,0,0
SCROP84930,2015,0,0,25,53.0,0,0,1,0,1,0,0,0
SCROP84931,2016,0,0,30,30.0,20,0,1,0,0,1,0,0
SCROP84932,2016,0,0,30,31.0,22,0,1,0,0,1,0,0
SCROP84933,2015,0,0,30,36.0,10,0,1,0,1,0,0,0
SCROP84934,2015,0,0,30,48.0,3,0,1,0,0,1,0,0
SCROP84935,2015,0,0,40,27.0,27,0,1,0,1,0,0,0
SCROP84936,2016,0,0,40,30.0,14,0,1,0,0,1,0,0
SCROP84937,2016,0,0,40,30.0,22,0,1,0,0,1,0,0
SCROP84938,2015,0,0,10,42.0,8,0,1,0,0,0,1,0
SCROP84939,2015,0,0,20,40.0,2,0,1,0,0,0,1,0
SCROP84940,2139,0,0,40,46.0,5,0,1,0,1,0,0,0
SCROP84941,2138,0,0,10,25.0,23,0,1,0,0,1,0,0
SCROP84942,2138,0,0,15,31.0,19,0,1,0,0,1,0,0
SCROP84943,2139,0,0,20,14.0,36,0,1,0,1,0,0,0
SCROP84944,2138,0,0,20,20.0,28,0,1,0,0,1,0,0
SCROP84945,2138,0,0,20,33.0,20,0,1,0,0,0,1,0
SCROP84946,2139,0,0,20,36.0,16,0,1,0,1,0,0,0
SCROP84947,2138,0,0,20,42.0,4,0,1,0,0,1,0,0
SCROP84948,2138,0,0,20,46.0,8,0,1,0,0,1,0,0
SCROP84949,2138,0,0,20,48.0,5,0,1,0,0,1,0,0
SCROP84950,2138,0,0,25,34.0,10,0,1,0,0,1,0,0
SCROP84951,2139,0,0,30,43.0,0,0,1,0,0,1,0,0
SCROP84952,2139,0,0,30,27.0,0,0,1,0,1,0,0,0
SCROP84953,2139,0,0,35,30.0,22,0,1,0,0,1,0,0
SCROP84954,2138,0,0,40,27.0,26,0,1,0,0,1,0,0
SCROP84955,2139,0,0,40,32.0,22,0,1,0,0,1,0,0
SCROP84956,2139,0,0,40,33.0,17,0,1,0,1,0,0,0
SCROP84957,2139,0,0,40,34.0,15,0,1,0,1,0,0,0
SCROP84958,2138,0,0,40,38.0,9,0,1,0,1,0,0,0
SCROP84959,2139,0,0,50,49.0,3,0,1,0,1,0,0,0
SCROP84960,2138,0,0,60,46.0,10,0,1,0,0,1,0,0
SCROP84961,2138,0,0,20,14.0,34,0,1,0,0,1,0,0
SCROP84962,2139,0,0,50,27.0,18,0,1,0,0,1,0,0
SCROP84963,2139,0,0,10,20.0,28,0,1,0,1,0,0,0
SCROP84964,2138,0,0,40,40.0,14,0,1,0,1,0,0,0
SCROP84965,2267,0,0,10,27.0,28,0,1,0,0,1,0,0
SCROP84966,2267,0,0,10,25.0,24,0,1,0,1,0,0,0
SCROP84967,2267,0,0,10,29.0,26,0,1,0,0,0,1,0
SCROP84968,2267,0,0,15,15.0,29,0,1,0,0,1,0,0
SCROP84969,2267,0,0,15,48.0,9,0,1,0,0,0,1,0
SCROP84970,2267,0,0,20,23.0,16,0,1,0,0,1,0,0
SCROP84971,2267,0,0,20,28.0,24,0,1,0,0,1,0,0
SCROP84972,2267,0,0,20,27.0,0,0,1,0,0,1,0,0
SCROP84973,2267,0,0,20,38.0,10,0,1,0,0,1,0,0
SCROP84974,2267,0,0,20,41.0,13,0,1,0,0,0,1,0
SCROP84975,2267,0,0,20,52.0,3,0,1,0,1,0,0,0
SCROP84976,2267,0,0,30,35.0,15,0,1,0,0,0,1,0
SCROP84977,2267,0,0,35,23.0,29,0,1,0,0,0,1,0
SCROP84978,2267,0,0,40,19.0,36,0,1,0,0,1,0,0
SCROP84979,2267,0,0,40,34.0,19,0,1,0,0,1,0,0
SCROP84980,2267,0,0,40,44.0,8,0,1,0,1,0,0,0
SCROP84981,2267,0,0,40,55.0,4,0,1,0,0,0,1,0
SCROP84982,2267,0,0,40,27.0,23,0,1,0,0,1,0,0
SCROP84983,2267,0,0,20,47.0,6,0,1,0,0,1,0,0
SCROP84984,2267,0,0,20,48.0,6,0,1,0,0,0,1,0
SCROP84985,2267,0,0,40,27.0,17,0,1,0,0,1,0,0
SCROP84986,2267,0,0,20,29.0,22,0,1,0,1,0,0,0
SCROP84987,2267,0,0,30,41.0,14,0,1,0,1,0,0,0
SCROP84988,2401,0,0,40,33.0,20,0,1,0,1,0,0,0
SCROP84989,2401,0,0,5,11.0,33,0,1,0,1,0,0,0
SCROP84990,2401,0,0,10,15.0,40,0,1,0,1,0,0,0
SCROP84991,2402,0,0,10,30.0,30,0,1,0,0,1,0,0
SCROP84992,2401,0,0,15,5.0,35,0,1,0,0,1,0,0
SCROP84993,2401,0,0,20,21.0,32,0,1,0,0,1,0,0
SCROP84994,2401,0,0,20,25.0,28,0,1,0,0,1,0,0
SCROP84995,2402,0,0,20,38.0,15,0,1,0,0,1,0,0
SCROP84996,2402,0,0,20,40.0,10,0,1,0,0,1,0,0
SCROP84997,2401,0,0,20,55.0,0,0,1,0,0,1,0,0
SCROP84998,2401,0,0,30,23.0,30,0,1,0,0,1,0,0
SCROP84999,2402,0,0,30,37.0,13,0,1,0,1,0,0,0
SCROP85000,2402,0,0,40,22.0,28,0,1,0,1,0,0,0
SCROP85001,2401,0,0,40,26.0,23,0,1,0,1,0,0,0
SCROP85002,2402,0,0,40,35.0,5,0,1,0,0,1,0,0
SCROP85003,2401,0,0,40,48.0,6,0,1,0,0,0,1,0
SCROP85004,2401,0,0,40,50.0,1,0,1,0,0,0,1,0
SCROP85005,2401,0,0,50,30.0,22,0,1,0,1,0,0,0
SCROP85006,2402,0,0,60,43.0,17,0,1,0,0,1,0,0
SCROP85007,2401,0,0,60,51.0,1,0,1,0,0,0,1,0
SCROP85008,2402,0,0,80,27.0,30,0,1,0,0,1,0,0
SCROP85009,2402,0,0,20,42.0,14,0,1,0,0,1,0,0
SCROP85010,2402,0,0,20,39.0,15,0,1,0,0,0,1,0
SCROP85011,2401,0,0,20,27.0,14,0,1,0,0,1,0,0
SCROP85012,2401,0,0,20,49.0,5,0,1,0,1,0,0,0
SCROP85013,2401,0,0,20,27.0,8,0,1,0,0,1,0,0
SCROP85014,2402,0,0,20,45.0,7,0,1,0,0,1,0,0
SCROP85015,2541,0,0,20,48.0,7,0,1,0,0,0,1,0
SCROP85016,2542,0,0,5,50.0,3,0,1,0,0,1,0,0
SCROP85017,2541,0,0,20,23.0,13,0,1,0,0,1,0,0
SCROP85018,2541,0,0,20,27.0,14,0,1,0,1,0,0,0
SCROP85019,2542,0,0,20,37.0,13,0,1,0,0,1,0,0
SCROP85020,2542,0,0,20,38.0,15,0,1,0,0,0,1,0
SCROP85021,2542,0,0,40,24.0,24,0,1,0,0,1,0,0
SCROP85022,2542,0,0,20,17.0,39,0,1,0,1,0,0,0
SCROP85023,2541,0,0,20,18.0,29,0,1,0,0,0,1,0
SCROP85024,2542,0,0,15,22.0,31,0,1,0,1,0,0,0
SCROP85025,2541,0,0,40,40.0,15,0,1,0,0,0,1,0
SCROP85026,2541,0,0,50,27.0,22,0,1,0,0,0,1,0
SCROP85027,2542,0,0,20,48.0,15,0,1,0,1,0,0,0
SCROP85028,2541,0,0,40,27.0,3,0,1,0,0,1,0,0
SCROP85029,2687,0,0,30,45.0,12,0,1,0,0,1,0,0
SCROP85030,2688,0,0,10,22.0,25,0,1,0,1,0,0,0
SCROP85031,2688,0,0,10,32.0,15,0,1,0,0,1,0,0
SCROP85032,2688,0,0,10,35.0,12,0,1,0,0,1,0,0
SCROP85033,2687,0,0,20,5.0,39,0,1,0,0,1,0,0
SCROP85034,2687,0,0,20,25.0,27,0,1,0,0,1,0,0
SCROP85035,2688,0,0,20,37.0,15,0,1,0,1,0,0,0
SCROP85036,2688,0,0,20,50.0,4,0,1,0,0,1,0,0
SCROP85037,2687,0,0,25,30.0,19,0,1,0,0,0,1,0
SCROP85038,2688,0,0,25,37.0,17,0,1,0,0,0,1,0
SCROP85039,2688,0,0,30,50.0,12,0,1,0,0,0,1,1
SCROP85040,2688,0,0,40,17.0,37,0,1,0,0,1,0,0
SCROP85041,2688,0,0,40,27.0,23,0,1,0,1,0,0,0
SCROP85042,2688,0,0,40,37.0,17,0,1,0,0,1,0,0
SCROP85043,2688,0,0,15,35.0,11,0,1,0,0,1,0,0
SCROP85044,2688,0,0,15,31.0,20,0,1,0,1,0,0,0
SCROP85045,2688,0,0,20,44.0,3,0,1,0,0,1,0,0
SCROP85046,2688,0,0,35,37.0,10,0,1,0,1,0,0,0
SCROP85047,2688,0,0,55,50.0,4,0,1,0,0,1,0,0
SCROP85048,2840,0,0,5,35.0,23,0,1,0,0,1,0,0
SCROP85049,2840,0,0,10,27.0,40,0,1,0,0,0,1,0
SCROP85050,2840,0,0,10,27.0,11,0,1,0,0,1,0,0
SCROP85051,2840,0,0,10,27.0,12,0,1,0,0,1,0,0
SCROP85052,2840,0,0,20,27.0,38,0,1,0,1,0,0,0
SCROP85053,2840,0,0,20,25.0,29,0,1,0,0,0,1,0
SCROP85054,2840,0,0,20,27.0,31,0,1,0,0,1,0,0
SCROP85055,2840,0,0,20,50.0,4,0,1,0,1,0,0,0
SCROP85056,2840,0,0,30,55.0,2,0,1,0,0,1,0,0
SCROP85057,2840,0,0,40,41.0,9,0,1,0,0,0,1,0
SCROP85058,2840,0,0,50,43.0,11,0,1,0,0,1,0,0
SCROP85059,2840,0,0,60,40.0,19,0,1,0,1,0,0,0
SCROP85060,2840,0,0,20,27.0,33,0,1,0,0,1,0,0
SCROP85061,2840,0,0,20,40.0,8,0,1,0,1,0,0,0
SCROP85062,2840,0,0,40,25.0,24,0,1,0,0,1,0,0
SCROP85063,2840,0,0,20,11.0,32,0,1,0,1,0,0,0
SCROP85064,2999,0,0,5,32.0,10,0,1,0,1,0,0,0
SCROP85065,2999,0,0,10,30.0,19,0,1,0,1,0,0,0
SCROP85066,2999,0,0,10,48.0,4,0,1,0,0,1,0,0
SCROP85067,2999,0,0,15,14.0,40,0,1,0,1,0,0,0
SCROP85068,2999,0,0,20,15.0,31,0,1,0,0,1,0,0
SCROP85069,2999,0,0,20,53.0,1,0,1,0,1,0,0,0
SCROP85070,2999,0,0,20,55.0,7,0,1,0,1,0,0,0
SCROP85071,2999,0,0,60,27.0,31,0,1,0,1,0,0,0
SCROP85072,2999,0,0,40,30.0,25,0,1,0,0,0,1,0
SCROP85073,2999,0,0,20,53.0,1,0,1,0,1,0,0,0
SCROP85074,2999,0,0,10,42.0,14,0,1,0,1,0,0,0
SCROP85075,3164,0,0,10,27.0,30,0,1,0,0,1,0,0
SCROP85076,3165,0,0,10,47.0,10,0,1,0,1,0,0,0
SCROP85077,3164,0,0,15,21.0,4,0,1,0,0,1,0,0
SCROP85078,3164,0,0,15,40.0,12,0,1,0,1,0,0,0
SCROP85079,3165,0,0,20,20.0,30,0,1,0,0,1,0,0
SCROP85080,3164,0,0,20,40.0,6,0,1,0,0,1,0,0
SCROP85081,3164,0,0,25,60.0,6,0,1,0,0,1,0,0
SCROP85082,3165,0,0,40,40.0,15,0,1,0,0,1,0,0
SCROP85083,3164,0,0,10,25.0,28,0,1,0,1,0,0,0
SCROP85084,3164,0,0,10,55.0,10,0,1,0,0,1,0,0
SCROP85085,3164,0,0,20,45.0,10,0,1,0,0,0,1,0
SCROP85086,3337,0,0,15,52.0,3,0,1,0,1,0,0,0
SCROP85087,3336,0,0,20,13.0,38,0,1,0,0,1,0,0
SCROP85088,3336,0,0,20,38.0,21,0,1,0,0,0,1,0
SCROP85089,3337,0,0,20,40.0,19,0,1,0,0,1,0,0
SCROP85090,3337,0,0,20,40.0,20,0,1,0,0,0,1,0
SCROP85091,3336,0,0,20,42.0,14,0,1,0,0,1,0,0
SCROP85092,3337,0,0,25,18.0,43,0,1,0,0,1,0,0
SCROP85093,3337,0,0,40,58.0,4,0,1,0,0,1,0,1
SCROP85094,3336,0,0,40,63.0,3,0,1,0,0,1,0,1
SCROP85095,3337,0,0,60,40.0,20,0,1,0,0,1,0,1
SCROP85096,3337,0,0,20,49.0,6,0,1,0,0,1,0,1
SCROP85097,3515,0,0,5,5.0,42,0,1,0,1,0,0,1
SCROP85098,3516,0,0,10,7.0,39,0,1,0,0,1,0,0
SCROP85099,3516,0,0,15,30.0,27,0,1,0,0,1,0,0
SCROP85100,3516,0,0,15,27.0,17,0,1,0,0,1,0,0
SCROP85101,3516,0,0,20,40.0,9,0,1,0,0,1,0,0
SCROP85102,3702,0,0,40,38.0,19,0,1,0,1,0,0,0
SCROP85103,3702,0,0,10,44.0,18,0,1,0,0,0,1,0
SCROP85104,3702,0,0,15,30.0,28,0,1,0,0,1,0,0
SCROP85105,3702,0,0,20,27.0,16,0,1,0,0,1,0,0
SCROP85106,3702,0,0,20,40.0,20,0,1,0,0,1,0,0
SCROP85107,3702,0,0,20,47.0,16,0,1,0,0,0,1,0
SCROP85108,3702,0,0,40,31.0,20,0,1,0,0,1,0,0
SCROP85109,3702,0,0,5,40.0,18,0,1,0,1,0,0,1
SCROP85110,3702,0,0,10,40.0,21,0,1,0,1,0,0,1
SCROP85111,3702,0,0,15,10.0,48,0,1,0,0,1,0,0
SCROP85112,3702,0,0,20,39.0,23,0,1,0,0,1,0,0
SCROP85113,3895,0,0,10,20.0,9,0,1,0,0,0,1,1
SCROP85114,3895,0,0,20,28.0,35,0,1,0,1,0,0,0
SCROP85115,3895,0,0,20,30.0,19,0,1,0,0,1,0,1
SCROP85116,3896,0,0,30,55.0,9,0,1,0,1,0,0,0
SCROP85117,3896,0,0,20,8.0,28,0,1,0,1,0,0,1
SCROP85118,3895,0,0,20,33.0,24,0,1,0,0,0,1,0
SCROP85119,3896,0,0,10,35.0,14,0,1,0,0,0,1,0
SCROP85120,3896,0,0,20,50.0,14,0,1,0,1,0,0,1
SCROP85121,4096,0,0,15,43.0,15,0,1,0,0,1,0,0
SCROP85122,4097,0,0,20,35.0,27,0,1,0,0,1,0,1
SCROP85123,4096,0,0,20,27.0,22,0,1,0,1,0,0,0
SCROP85124,4097,0,0,40,27.0,41,0,1,0,0,1,0,0
SCROP85125,4097,0,0,5,25.0,30,0,1,0,0,1,0,0
SCROP85126,4096,0,0,40,54.0,12,0,1,0,1,0,0,0
SCROP85127,150,0,1,40,16.0,3,0,1,0,0,1,0,0
SCROP85128,150,0,1,40,22.0,0,0,1,0,1,0,0,0
SCROP85129,151,0,1,45,13.0,5,0,1,0,1,0,0,0
SCROP85130,168,0,1,20,20.0,4,0,1,0,0,1,0,0
SCROP85131,168,0,1,35,23.0,0,0,1,0,1,0,0,0
SCROP85132,168,0,1,45,18.0,3,0,1,0,0,1,0,0
SCROP85133,188,0,1,15,14.0,7,0,1,0,0,1,0,0
SCROP85134,209,0,1,20,21.0,0,0,1,0,0,1,0,0
SCROP85135,232,0,1,30,15.0,9,0,1,0,1,0,0,0
SCROP85136,232,0,1,30,21.0,0,0,1,0,0,1,0,0
SCROP85137,232,0,1,60,27.0,6,0,1,0,0,1,0,0
SCROP85138,256,0,1,20,11.0,8,0,1,0,0,1,0,0
SCROP85139,256,0,1,25,20.0,2,0,1,0,0,0,1,0
SCROP85140,257,0,1,30,20.0,1,0,1,0,0,0,1,0
SCROP85141,283,0,1,20,18.0,2,0,1,0,0,1,0,0
SCROP85142,283,0,1,20,27.0,1,0,1,0,1,0,0,0
SCROP85143,283,0,1,30,14.0,9,0,1,0,0,0,1,0
SCROP85144,283,0,1,30,16.0,6,0,1,0,0,1,0,0
SCROP85145,311,0,1,10,27.0,12,0,1,0,0,0,1,0
SCROP85146,312,0,1,20,19.0,5,0,1,0,0,1,0,0
SCROP85147,312,0,1,20,21.0,5,0,1,0,1,0,0,0
SCROP85148,312,0,1,40,21.0,8,0,1,0,0,1,0,0
SCROP85149,342,0,1,30,13.0,12,0,1,0,1,0,0,0
SCROP85150,342,0,1,5,9.0,13,0,1,0,1,0,0,0
