Estimativa_de_Insetos,Tipo_de_Cultivo,Tipo_de_Solo,Categoria_Pesticida,Doses_Semana,Semanas_Utilizando,Semanas_Sem_Uso,Temporada,dano_na_plantacao
1678,1,0,2,40,28.0,18,2,0
1296,0,1,2,15,36.0,6,2,0
3516,0,0,2,5,25.0,42,2,0
2267,0,1,2,5,37.0,18,2,0
2138,1,0,3,15,,0,3,0
1575,0,1,2,20,15.0,23,1,0
1678,0,0,3,30,30.0,0,1,0
3702,0,0,2,60,30.0,30,3,0
851,0,0,2,60,27.0,13,1,0
3337,1,1,3,10,53.0,0,2,0
1056,0,1,2,60,40.0,0,3,0
1575,0,0,2,40,35.0,11,1,1
2015,0,1,2,50,43.0,10,2,0
851,0,1,2,20,20.0,6,3,0
851,0,1,2,50,,22,3,0
732,0,1,2,10,15.0,19,1,0
2267,0,1,2,10,36.0,14,2,0
1056,0,0,2,30,22.0,15,3,0
1212,0,1,2,20,18.0,1,2,0
915,1,1,3,20,23.0,0,3,1
1212,0,1,2,15,25.0,14,2,0
531,0,0,2,15,12.0,16,2,0
1576,0,1,2,15,39.0,4,1,0
2139,1,1,3,15,49.0,0,1,0
1898,0,1,2,30,46.0,7,3,0
2401,0,1,2,50,21.0,21,1,0
1898,1,0,2,30,35.0,1,3,0
577,0,1,2,40,10.0,5,2,0
410,0,0,3,40,36.0,0,1,0
732,0,1,2,15,22.0,17,3,0
2139,1,0,2,20,37.0,1,3,1
410,0,1,2,20,20.0,6,2,0
489,0,1,2,5,24.0,5,2,0
732,0,1,2,15,,10,1,0
488,1,0,2,30,22.0,6,3,0
188,1,0,3,15,12.0,0,2,0
2999,0,1,2,20,45.0,8,3,0
577,0,1,2,60,12.0,12,2,0
577,1,0,2,20,29.0,0,3,0
488,1,0,2,20,12.0,9,2,0
3702,0,0,3,20,63.0,0,2,0
448,0,1,3,30,,0,3,1
2139,1,0,3,5,30.0,0,3,0
1132,1,0,2,5,24.0,14,1,0
1898,1,0,3,5,25.0,0,3,0
3895,0,0,2,20,35.0,27,2,2
2401,1,0,2,15,32.0,13,2,0
677,1,1,3,10,24.0,0,1,0
2999,0,0,2,20,50.0,9,1,0
1898,0,1,2,20,38.0,10,1,0
577,1,0,3,35,16.0,0,1,0
1785,0,0,2,10,40.0,0,2,0
1056,0,0,2,30,27.0,12,1,0
1132,0,1,2,20,33.0,6,3,0
375,0,1,2,20,24.0,3,2,0
850,0,0,2,25,32.0,4,2,0
1385,0,1,2,25,,22,1,0
1212,0,0,2,20,,24,3,0
1297,0,1,2,20,28.0,8,2,0
732,0,0,2,20,25.0,14,3,0
1478,0,0,2,60,39.0,7,2,2
1132,0,1,2,30,32.0,10,3,0
1478,0,0,2,40,35.0,8,1,0
984,1,0,2,40,29.0,10,3,0
531,1,0,2,10,12.0,11,1,0
3164,0,0,3,60,57.0,0,1,0
2541,0,0,2,20,,13,2,0
448,0,1,3,60,33.0,0,2,0
2688,0,0,2,20,26.0,24,1,0
1385,0,0,2,30,31.0,18,2,0
577,1,0,2,30,17.0,15,2,0
1898,1,0,2,40,47.0,2,1,0
2840,0,0,2,40,59.0,0,3,0
2267,0,0,2,40,30.0,21,3,0
1212,0,1,2,25,,18,2,0
1576,0,0,2,20,47.0,1,2,0
1478,0,1,2,20,51.0,2,2,0
1576,1,0,2,15,24.0,18,3,0
732,1,0,2,10,19.0,17,1,0
489,0,1,2,35,10.0,7,2,0
1786,1,0,2,20,50.0,3,2,0
1132,0,0,2,15,24.0,15,2,0
1898,0,1,2,10,38.0,12,2,0
626,0,0,3,10,31.0,0,2,0
1576,0,0,2,40,,1,3,1
1296,0,1,2,20,33.0,3,1,0
1478,0,1,3,5,18.0,0,2,0
3164,0,0,2,40,50.0,5,1,2
448,1,1,3,40,,0,1,0
1678,0,1,2,60,44.0,5,2,0
1297,0,0,2,20,37.0,2,2,0
448,0,0,2,20,,11,3,0
731,0,1,2,20,35.0,2,1,0
1385,0,1,2,25,10.0,29,1,0
2016,0,0,2,20,5.0,37,1,0
1678,0,0,2,10,40.0,7,2,0
1575,0,1,2,25,38.0,6,2,2
342,0,0,3,50,15.0,0,2,0
168,0,1,2,40,14.0,3,1,0
168,0,0,3,30,10.0,0,1,0
3164,0,0,2,40,44.0,10,1,0
1385,0,1,2,30,31.0,10,2,0
2015,0,1,2,10,43.0,4,3,0
1898,0,1,3,20,46.0,0,2,1
1576,0,0,2,20,28.0,21,3,1
1056,0,1,2,10,16.0,23,2,0
2401,0,1,2,30,47.0,2,2,0
1678,0,1,2,5,31.0,8,1,0
2267,0,0,2,40,44.0,5,1,0
3336,0,0,2,20,39.0,21,1,0
375,1,1,3,5,24.0,0,2,1
150,0,1,3,50,22.0,0,1,0
851,0,0,2,20,31.0,8,1,0
2138,0,0,3,30,50.0,0,1,1
2139,0,0,2,15,23.0,24,3,0
677,0,1,2,20,10.0,16,2,1
1678,1,0,3,20,20.0,0,1,0
2542,0,1,2,15,35.0,9,2,0
2999,1,0,2,5,32.0,22,2,0
677,0,0,3,10,17.0,0,1,0
1297,0,0,2,20,29.0,10,2,0
2999,0,1,2,30,40.0,18,2,0
531,1,1,3,60,32.0,0,1,0
731,1,1,3,10,26.0,0,2,0
984,0,0,2,20,23.0,18,3,0
851,1,0,3,20,12.0,0,2,0
1785,0,1,2,20,14.0,27,1,0
1132,0,1,2,40,24.0,20,3,0
232,0,0,3,35,23.0,0,1,0
732,1,0,3,15,13.0,0,2,0
916,0,1,2,20,36.0,4,2,0
411,1,0,2,20,15.0,7,2,0
1898,0,0,2,40,26.0,15,2,0
3702,0,0,3,5,60.0,0,2,1
1785,0,1,2,20,8.0,6,2,0
2401,1,1,1,0,0.0,0,2,2
916,0,0,3,10,39.0,0,3,0
1478,0,1,2,5,,32,2,0
488,1,1,3,60,26.0,0,1,0
2138,0,0,2,20,49.0,4,1,0
1212,0,1,2,15,17.0,25,2,0
1678,0,1,2,25,36.0,15,3,0
1478,0,0,3,20,24.0,0,2,0
1296,0,1,2,25,27.0,12,1,0
2267,0,0,2,60,50.0,4,1,0
188,1,0,3,10,22.0,0,2,0
625,0,1,2,30,35.0,1,2,0
677,1,0,2,5,6.0,13,3,0
3895,1,0,2,40,40.0,14,3,0
488,1,1,3,20,28.0,0,2,0
448,1,0,2,20,10.0,16,2,0
342,0,1,2,20,21.0,6,2,0
790,0,0,2,10,15.0,15,2,0
410,1,1,3,20,14.0,0,1,0
1385,1,0,2,15,15.0,25,2,0
1212,0,0,2,40,21.0,18,2,1
2267,0,1,2,40,15.0,12,1,0
1785,1,0,2,15,35.0,10,2,0
915,0,0,2,25,20.0,9,1,0
1478,1,0,3,20,10.0,0,3,0
375,1,0,3,10,,0,1,0
209,1,0,2,10,13.0,4,2,0
625,1,0,3,25,27.0,0,2,0
1056,0,1,3,10,29.0,0,2,0
984,1,0,2,10,23.0,10,2,0
151,0,1,2,20,16.0,5,2,0
1478,1,0,2,10,28.0,9,2,0
1678,0,0,2,20,26.0,22,1,0
1056,0,1,2,80,34.0,4,1,0
2401,1,0,3,20,32.0,0,2,0
732,0,1,2,40,29.0,6,2,0
732,0,0,2,30,28.0,4,2,0
209,1,1,3,15,22.0,0,1,0
851,0,1,2,10,20.0,18,2,0
1786,0,0,3,5,50.0,0,3,0
916,1,0,2,10,35.0,5,1,0
2688,1,0,2,10,34.0,17,2,0
1785,0,0,2,30,,2,1,0
677,1,0,2,40,14.0,21,2,0
1056,1,1,3,30,31.0,0,1,0
1056,1,1,3,25,39.0,0,2,1
2999,0,1,3,15,64.0,0,2,0
1385,1,0,3,5,,0,1,0
2541,1,0,3,10,30.0,0,2,0
312,0,0,2,40,,0,2,0
1898,0,1,2,40,23.0,26,2,0
577,0,0,2,20,10.0,8,2,0
2138,0,1,2,20,45.0,7,3,1
2015,0,0,2,40,28.0,18,3,0
577,0,0,2,10,17.0,14,1,0
916,0,1,2,25,16.0,22,2,0
1297,0,1,2,10,5.0,28,2,0
488,0,1,3,40,26.0,0,1,0
448,0,1,2,15,19.0,8,2,0
1678,1,0,2,10,16.0,32,1,0
577,0,1,2,5,,14,1,0
851,0,0,3,15,20.0,0,2,1
2840,0,0,2,20,40.0,18,3,0
677,1,1,3,25,32.0,0,3,1
1678,1,0,2,10,34.0,6,1,0
1132,0,0,2,5,20.0,17,2,0
411,0,0,3,10,23.0,0,2,0
2840,0,1,2,10,5.0,43,2,0
2401,0,1,2,15,39.0,1,1,0
789,0,0,2,5,27.0,14,3,0
283,1,0,2,5,9.0,4,2,0
851,1,0,2,35,35.0,3,2,0
488,0,1,2,20,30.0,1,2,0
1296,0,1,2,20,20.0,5,3,0
677,1,0,3,10,23.0,0,2,1
1296,0,1,2,50,40.0,3,2,0
1385,0,0,2,40,27.0,15,2,0
625,0,1,2,20,16.0,17,2,0
1898,0,1,2,40,33.0,17,2,0
2401,0,1,2,10,39.0,10,2,0
2267,1,0,2,5,30.0,19,2,0
984,0,1,2,40,21.0,21,1,0
2541,0,0,2,10,13.0,28,1,0
1898,0,1,2,30,18.0,30,2,0
1056,0,0,3,20,46.0,0,3,0
1056,1,0,2,20,13.0,23,2,0
2401,0,0,2,20,29.0,15,3,0
2138,0,0,2,20,,25,2,0
1212,0,0,2,35,,12,2,0
2267,0,0,2,60,52.0,4,3,0
1898,0,0,2,40,36.0,14,2,0
1785,0,1,2,40,20.0,25,3,0
209,0,1,2,25,20.0,4,1,0
1678,0,1,2,15,34.0,11,2,0
1056,0,1,2,45,21.0,19,2,0
1898,1,0,3,20,,0,3,0
851,1,1,3,15,39.0,0,1,0
916,1,0,2,20,,10,1,0
1898,0,0,3,40,34.0,0,2,0
1056,0,0,2,10,21.0,15,3,0
488,0,1,2,20,32.0,2,2,1
2688,1,0,2,5,20.0,14,3,0
2541,0,0,2,40,47.0,11,3,0
375,0,0,2,30,26.0,2,2,0
411,0,0,2,30,15.0,8,3,0
2840,1,0,2,20,50.0,5,2,1
677,0,0,2,10,32.0,3,1,0
2015,0,1,3,10,50.0,0,2,0
1678,0,1,2,15,10.0,30,2,0
1576,1,0,2,25,28.0,14,2,0
1478,1,0,2,40,36.0,5,1,0
410,1,0,2,30,15.0,12,2,0
1478,0,1,3,30,17.0,0,2,0
311,0,1,3,35,30.0,0,3,0
577,0,0,2,50,26.0,5,2,0
915,0,0,2,5,43.0,2,1,0
1212,0,1,2,20,40.0,4,2,0
677,0,1,2,20,11.0,16,3,0
2139,0,0,2,10,,34,1,0
1296,0,1,2,40,17.0,24,3,0
984,0,0,2,25,32.0,8,1,0
1478,0,0,3,30,47.0,0,3,2
1678,0,0,2,25,22.0,28,2,0
1212,0,1,2,40,38.0,2,3,0
1385,0,1,2,10,12.0,23,1,0
2267,1,0,2,15,30.0,16,2,0
2688,0,0,3,20,55.0,0,3,2
1385,0,0,2,40,25.0,14,3,1
531,0,0,2,20,14.0,16,2,0
626,0,1,2,50,18.0,20,3,0
1212,1,0,2,10,26.0,12,3,0
1132,1,0,2,20,24.0,18,3,0
1212,0,1,2,20,23.0,17,3,0
851,0,1,2,25,23.0,13,3,0
916,0,1,2,20,22.0,22,2,0
151,1,0,2,15,16.0,3,2,0
1478,0,1,2,60,,14,1,0
150,1,0,2,30,,5,3,0
1385,0,1,2,30,35.0,5,2,0
1576,0,0,3,30,23.0,0,1,0
531,0,0,2,20,20.0,8,3,0
410,1,0,2,45,16.0,15,1,0
531,0,0,3,40,33.0,0,2,2
577,1,0,2,60,28.0,2,2,0
232,1,1,3,10,13.0,0,2,0
488,1,0,2,30,33.0,0,2,0
3164,0,1,2,40,28.0,32,3,0
1678,0,0,3,60,47.0,0,1,0
1385,0,1,2,35,19.0,25,2,0
2542,0,1,2,15,26.0,29,2,0
790,0,1,3,30,39.0,0,2,0
3164,0,0,2,20,22.0,35,3,1
1385,0,1,2,40,14.0,25,1,0
2267,0,1,2,30,25.0,10,3,0
1212,1,0,2,10,,14,1,0
342,0,0,2,20,23.0,3,2,0
2688,0,0,2,25,,22,2,0
1212,1,0,3,5,18.0,0,1,0
3337,0,1,2,20,29.0,12,1,0
188,0,0,3,30,24.0,0,2,0
2402,0,0,2,20,32.0,22,3,0
677,1,1,3,60,39.0,0,2,0
1478,0,1,2,20,29.0,19,2,1
1785,1,0,2,5,10.0,15,2,0
2138,0,1,3,15,56.0,0,2,1
2541,1,1,3,20,46.0,0,2,0
1212,0,1,3,45,35.0,0,2,0
1575,0,0,2,40,28.0,21,2,0
1786,0,0,2,40,19.0,31,2,0
1056,0,1,2,30,10.0,14,1,0
448,0,1,3,35,,0,1,0
1678,0,0,2,10,20.0,9,2,1
577,1,0,2,10,31.0,5,3,0
1132,0,1,2,5,35.0,3,1,0
984,0,0,2,60,28.0,10,2,0
1478,0,1,2,25,27.0,19,1,0
2267,0,1,2,15,44.0,2,1,1
410,0,0,2,40,29.0,2,2,0
168,0,1,2,15,,4,3,0
1478,1,0,2,5,20.0,19,2,0
1212,0,1,2,20,12.0,27,2,0
2401,1,0,2,10,50.0,2,2,1
3702,0,0,2,20,28.0,25,1,0
677,0,1,2,40,14.0,7,2,0
342,1,0,2,10,9.0,10,2,0
1296,0,1,2,10,35.0,7,3,0
2402,0,0,2,20,41.0,10,1,1
625,1,0,2,10,23.0,5,2,0
3516,0,0,2,15,29.0,29,1,1
984,0,1,2,20,23.0,5,2,0
1575,0,0,3,15,49.0,0,2,0
677,0,0,2,10,18.0,16,1,0
677,0,1,2,30,16.0,20,2,0
626,0,1,3,25,38.0,0,2,1
2015,0,0,2,20,,19,2,0
677,0,0,2,40,26.0,6,2,0
488,0,0,3,30,13.0,0,2,0
2542,1,0,2,15,19.0,2,2,0
577,1,0,2,20,30.0,5,3,0
915,0,0,2,40,15.0,19,2,0
375,1,0,3,20,25.0,0,1,0
342,1,1,3,15,23.0,0,3,0
577,0,1,2,10,12.0,8,2,0
789,0,0,2,30,25.0,5,3,0
3337,0,1,2,30,38.0,16,1,1
916,0,1,2,60,31.0,6,2,0
2541,0,1,2,25,,7,2,2
1132,0,1,2,40,40.0,7,2,0
625,0,0,2,25,17.0,18,2,0
2999,0,0,2,30,40.0,24,2,1
2138,0,1,2,20,26.0,25,2,0
1132,0,0,2,30,24.0,11,1,0
2542,1,0,2,10,15.0,18,2,0
1212,1,0,3,10,19.0,0,1,0
1576,0,0,2,60,20.0,18,2,0
3702,0,0,3,10,60.0,0,3,0
2541,0,0,2,20,29.0,26,2,0
789,0,1,2,45,32.0,3,3,0
984,0,1,2,70,30.0,10,2,1
2267,0,0,2,20,52.0,1,2,0
1898,0,0,2,40,40.0,10,3,2
915,0,0,2,20,22.0,17,2,0
2401,0,1,2,30,16.0,38,2,0
2401,1,1,3,40,52.0,0,3,0
448,0,0,2,30,,4,3,1
1056,0,0,2,60,33.0,10,2,0
3516,1,1,3,15,49.0,0,3,1
1575,0,0,2,50,21.0,19,1,0
1385,1,0,3,20,41.0,0,3,1
1576,0,1,2,60,34.0,19,2,0
915,0,0,2,20,,5,1,1
2016,0,0,3,15,43.0,0,1,0
283,1,1,3,15,22.0,0,3,0
1385,0,0,2,30,14.0,30,1,0
984,0,0,2,60,31.0,10,3,0
850,0,1,2,20,29.0,4,2,0
625,1,0,2,10,10.0,17,2,0
1132,0,1,2,50,15.0,25,1,1
1786,0,1,2,30,39.0,5,3,0
2016,0,0,2,10,28.0,23,2,0
577,1,1,3,5,12.0,0,3,0
1056,0,1,3,30,30.0,0,2,1
1785,0,0,2,20,35.0,1,2,0
1132,0,1,3,20,40.0,0,2,2
531,0,1,3,30,38.0,0,2,0
677,1,0,3,5,,0,1,0
1786,1,0,3,5,50.0,0,1,0
2999,1,0,3,20,,0,2,1
1576,0,0,2,35,20.0,28,2,0
448,0,0,3,45,32.0,0,2,0
1132,0,0,2,20,32.0,14,2,0
1212,1,0,2,5,17.0,25,2,0
789,0,1,2,20,16.0,17,1,0
1478,0,0,3,10,37.0,0,3,1
3702,0,0,2,20,30.0,20,2,2
2138,1,1,3,10,,0,2,1
2401,0,0,3,10,,0,1,1
984,0,1,2,60,16.0,22,2,0
411,1,0,2,5,,3,2,0
2267,0,1,2,50,34.0,13,2,0
984,0,0,2,60,30.0,4,1,0
2401,0,1,2,15,35.0,10,2,0
489,0,1,2,20,22.0,8,2,0
1385,0,0,2,40,47.0,0,1,0
2999,0,1,2,5,10.0,34,2,0
2688,0,0,3,40,57.0,0,2,0
1785,0,1,2,40,47.0,3,1,0
3702,0,0,2,20,54.0,4,1,1
1575,0,0,2,15,30.0,12,3,0
2016,0,1,3,10,,0,2,1
2015,0,0,2,35,44.0,3,1,1
2688,0,0,2,20,14.0,41,3,1
577,1,0,2,20,30.0,1,3,0
577,0,1,2,40,,3,2,0
2541,0,0,2,30,11.0,30,3,0
531,1,0,3,15,19.0,0,1,0
1478,1,0,2,20,9.0,13,2,0
411,0,0,2,20,25.0,7,3,0
232,0,1,2,10,12.0,9,2,0
311,1,0,3,5,6.0,0,1,0
1385,0,0,2,60,17.0,28,1,0
2688,0,0,3,30,58.0,0,2,1
342,0,0,2,25,20.0,3,2,0
531,1,1,3,40,30.0,0,1,2
2542,0,1,2,20,29.0,26,1,0
789,0,0,2,30,21.0,13,1,0
732,0,0,2,15,,3,2,0
1297,0,1,2,40,,22,2,0
3336,0,1,2,10,31.0,25,1,0
851,0,1,2,20,24.0,10,2,0
677,0,0,2,40,24.0,10,1,0
1296,0,1,2,15,27.0,16,2,0
448,0,0,2,20,26.0,7,1,0
448,1,0,2,20,27.0,3,1,0
984,0,0,2,40,36.0,5,1,0
2267,0,0,3,80,45.0,0,1,0
1132,0,0,2,20,34.0,5,1,0
1575,0,1,2,5,31.0,14,3,0
3165,0,1,2,35,25.0,32,1,1
1478,0,0,3,20,44.0,0,3,1
1478,0,1,2,40,40.0,8,3,0
677,1,0,3,20,32.0,0,2,1
677,1,0,2,10,15.0,5,3,0
851,0,0,2,30,26.0,13,2,0
577,0,1,2,30,25.0,13,3,0
1898,0,1,2,40,19.0,29,2,0
531,0,0,3,20,36.0,0,1,0
1056,1,1,3,10,40.0,0,2,2
1898,1,0,3,30,24.0,0,3,0
1678,1,0,2,15,40.0,4,1,0
1478,0,1,3,40,,0,2,1
2687,0,1,2,30,16.0,32,2,0
2542,0,1,2,10,27.0,23,2,1
577,0,1,2,5,20.0,9,1,0
789,0,0,2,30,33.0,8,2,0
577,0,0,2,10,18.0,14,2,0
1297,0,0,2,5,20.0,21,1,0
2016,1,0,2,20,47.0,7,1,0
448,0,0,2,20,21.0,14,1,0
3164,0,1,2,20,15.0,30,2,0
2138,0,1,2,15,33.0,19,2,0
789,0,0,2,20,20.0,8,2,0
283,0,1,2,35,23.0,1,3,0
1898,1,0,2,5,,16,1,0
1056,1,0,3,20,41.0,0,2,1
1786,0,1,2,40,33.0,14,3,0
1678,1,1,3,20,17.0,0,2,0
1576,0,0,3,20,,0,3,1
1297,0,1,2,30,30.0,4,1,0
531,0,0,2,45,21.0,15,1,0
677,0,1,2,40,22.0,13,3,0
1678,0,0,2,20,38.0,5,2,0
1385,0,1,3,5,30.0,0,2,1
3336,0,0,2,20,21.0,40,2,1
2687,0,0,3,40,55.0,0,3,0
790,0,1,2,30,17.0,16,1,0
2267,0,1,2,20,13.0,26,3,0
2541,0,0,2,40,48.0,2,1,0
1212,1,1,3,15,9.0,0,3,0
311,1,0,2,20,22.0,2,1,0
2016,0,0,2,50,40.0,7,3,0
1385,0,1,2,60,32.0,15,2,0
851,0,0,2,45,33.0,12,1,0
3164,0,1,3,30,54.0,0,2,0
283,1,1,3,5,18.0,0,3,0
1056,0,1,2,50,22.0,14,2,0
1478,0,1,2,20,25.0,13,2,0
2688,0,0,3,40,56.0,0,2,1
2016,0,0,2,15,28.0,22,2,0
789,1,0,2,20,18.0,11,1,0
2999,0,0,2,40,48.0,6,2,0
1678,0,0,2,10,28.0,11,1,0
1212,0,1,2,10,24.0,20,3,0
1132,0,1,2,20,8.0,18,2,0
677,1,0,2,20,24.0,4,1,0
4097,0,1,2,40,50.0,10,1,1
2999,0,1,3,30,,0,3,2
489,1,0,2,15,,17,3,0
311,0,1,2,20,21.0,0,1,0
1056,0,1,2,50,35.0,11,1,1
2401,0,0,3,20,,0,2,2
2688,1,0,3,20,,0,2,0
2015,0,0,3,40,44.0,0,2,0
1056,1,0,2,10,35.0,2,2,1
1478,0,1,3,50,41.0,0,1,0
1898,1,1,1,0,0.0,0,2,1
677,1,0,2,25,33.0,6,1,0
1132,0,1,2,25,28.0,8,2,0
3702,0,0,2,40,54.0,6,3,1
851,0,1,2,60,26.0,13,2,0
2267,0,1,2,40,,7,1,0
488,0,0,2,20,27.0,4,2,0
1385,1,0,2,30,37.0,6,1,0
2542,0,1,2,10,22.0,3,1,0
732,1,0,3,60,36.0,0,1,0
488,0,1,2,60,19.0,12,2,0
789,0,1,2,30,,10,2,0
1575,1,0,2,20,31.0,16,1,0
531,0,1,2,40,26.0,2,2,0
626,0,1,2,20,38.0,2,2,0
1478,0,0,3,15,37.0,0,2,1
3516,0,0,2,20,30.0,32,2,0
1385,0,0,2,40,21.0,23,3,0
375,0,1,2,25,10.0,9,2,0
488,1,0,2,40,25.0,4,2,0
2016,0,1,2,40,35.0,15,2,0
2840,0,0,2,20,36.0,21,3,0
984,0,1,3,10,,0,1,0
1296,0,0,2,20,12.0,27,1,0
448,0,1,3,25,28.0,0,2,0
1785,0,0,2,10,19.0,14,1,0
789,0,1,2,25,19.0,20,3,0
488,1,0,2,30,20.0,10,3,0
2138,0,0,2,30,50.0,8,2,0
732,0,0,2,25,17.0,17,1,0
3336,0,1,2,20,22.0,36,2,0
1212,0,1,2,10,25.0,12,2,0
1385,0,1,2,15,18.0,29,2,0
1132,1,0,2,10,20.0,23,2,0
1385,1,1,3,40,39.0,0,2,1
789,1,0,2,25,22.0,22,2,0
1132,0,1,2,10,20.0,28,2,1
531,0,0,2,40,,10,3,0
3516,1,0,3,40,42.0,0,2,0
916,0,0,2,25,24.0,15,3,0
1385,0,1,2,25,19.0,21,2,0
1056,0,1,2,40,36.0,4,2,0
2401,0,1,2,15,20.0,10,3,0
2999,0,0,2,30,50.0,13,2,0
577,0,1,3,25,34.0,0,3,0
1898,0,1,2,75,35.0,11,1,1
984,0,1,2,20,25.0,12,3,1
1678,0,0,3,20,30.0,0,2,1
531,0,1,2,20,10.0,8,1,0
626,1,0,2,20,23.0,8,2,0
2267,0,1,2,25,37.0,14,1,0
1212,0,1,3,20,46.0,0,2,2
789,1,0,2,20,24.0,11,1,0
1296,1,0,2,10,23.0,5,2,0
2267,0,0,3,20,55.0,0,1,1
448,0,1,2,15,10.0,14,2,0
2267,0,0,2,15,40.0,9,3,0
851,0,1,2,30,10.0,21,1,0
2139,1,0,2,10,47.0,5,1,0
2541,0,1,2,20,34.0,20,1,0
2688,0,1,2,20,45.0,2,2,1
1212,0,0,2,25,,7,1,0
342,0,1,2,50,24.0,4,1,0
2267,1,0,3,5,45.0,0,3,0
488,0,0,2,40,22.0,9,1,0
677,0,0,3,25,38.0,0,2,0
1785,1,0,2,20,45.0,0,1,0
1385,1,1,3,40,45.0,0,3,1
531,1,1,3,15,22.0,0,3,0
342,1,0,3,20,18.0,0,3,0
1785,0,0,2,30,30.0,25,3,0
2688,0,0,2,20,,11,3,0
577,0,1,2,40,28.0,5,2,0
916,0,0,2,20,32.0,11,1,0
789,1,0,2,10,8.0,21,2,0
1296,0,0,2,40,,10,2,0
625,0,1,2,10,19.0,8,1,0
410,0,0,2,40,22.0,2,1,0
1576,0,0,3,40,39.0,0,1,0
342,0,0,2,10,24.0,1,2,0
375,1,0,3,20,11.0,0,2,0
1296,0,0,2,50,20.0,30,2,0
188,0,0,2,40,13.0,3,3,0
3337,0,1,2,40,34.0,26,3,1
375,0,1,2,50,12.0,6,3,0
851,0,0,2,20,,7,1,0
1385,0,1,2,30,,11,2,0
677,0,0,3,80,29.0,0,2,0
3164,1,0,3,10,40.0,0,2,1
1576,0,0,2,10,54.0,0,2,0
375,1,0,2,20,14.0,10,1,0
1478,0,0,2,50,17.0,15,2,1
1478,1,0,3,25,42.0,0,2,0
2138,0,1,2,25,22.0,26,2,0
1212,0,0,2,10,15.0,24,1,0
1056,1,0,2,5,40.0,8,2,0
1678,1,1,3,10,50.0,0,1,0
2999,0,0,3,30,,0,3,0
2542,0,0,2,60,,21,2,0
410,1,1,3,25,28.0,0,2,0
2016,0,0,2,25,15.0,17,2,0
2267,0,0,2,20,32.0,21,2,0
232,1,0,3,35,20.0,0,2,0
2688,0,1,2,20,20.0,27,1,0
311,0,0,3,20,25.0,0,1,0
1678,1,0,2,10,33.0,4,2,0
677,0,0,2,20,14.0,16,1,0
448,1,0,3,25,33.0,0,1,0
2401,0,0,2,50,17.0,33,2,0
531,0,0,2,15,30.0,1,2,0
2016,0,0,2,30,27.0,6,1,0
1898,0,0,2,20,47.0,7,3,0
2402,0,0,3,10,54.0,0,2,1
1576,0,0,2,10,9.0,33,1,0
1056,0,0,2,20,,2,2,0
3516,0,0,2,35,30.0,30,1,0
1132,0,1,2,20,24.0,16,3,0
1575,1,0,2,50,35.0,6,3,0
915,0,0,2,20,20.0,16,1,0
2015,0,0,2,15,,33,1,0
1212,0,1,2,20,32.0,5,1,0
531,0,0,2,20,28.0,0,1,0
168,1,1,3,35,15.0,0,3,0
531,0,0,2,60,,6,3,0
851,0,0,2,40,33.0,4,1,0
577,0,0,2,20,10.0,10,2,0
448,0,1,3,10,13.0,0,2,0
2138,0,0,2,60,50.0,3,2,1
342,0,1,3,20,28.0,0,1,1
731,0,0,2,50,19.0,16,1,0
1296,0,1,2,30,13.0,26,3,0
3896,0,0,3,20,61.0,0,1,0
151,1,0,2,10,12.0,2,3,0
1056,0,1,3,20,46.0,0,2,0
851,0,1,3,20,29.0,0,2,1
188,0,0,3,20,20.0,0,3,0
1478,0,0,2,20,18.0,26,3,0
1785,0,1,2,30,42.0,9,3,0
790,0,0,3,20,43.0,0,2,0
1385,1,1,3,20,,0,2,2
2401,0,1,2,30,17.0,33,3,0
2402,1,0,3,10,20.0,0,2,0
1212,0,1,2,40,25.0,18,2,0
2016,1,0,2,5,20.0,17,3,0
731,0,1,2,30,17.0,12,3,0
915,1,0,2,5,5.0,7,1,0
1576,0,1,2,40,11.0,29,3,0
1056,1,1,3,40,33.0,0,3,0
1678,1,0,2,20,46.0,1,3,0
1296,0,0,3,50,40.0,0,1,0
677,0,1,3,10,10.0,0,2,0
1576,0,0,2,10,33.0,15,2,0
677,0,1,2,20,15.0,21,3,0
850,0,1,2,20,28.0,16,1,0
1297,1,0,2,25,37.0,4,2,0
677,1,1,3,10,15.0,0,2,0
2840,1,0,2,15,38.0,5,2,0
1385,1,0,3,5,20.0,0,1,1
2016,0,1,2,30,20.0,22,2,0
1056,1,0,2,25,5.0,5,2,0
488,1,0,2,10,17.0,13,2,0
488,0,0,2,5,13.0,17,2,0
1132,0,1,3,50,29.0,0,2,0
375,1,0,2,20,18.0,13,2,0
1478,0,0,2,20,29.0,2,1,0
1056,0,0,2,20,,18,2,0
1678,1,1,3,30,46.0,0,2,1
677,0,1,2,20,,13,2,0
915,0,0,2,40,40.0,0,2,0
1678,1,0,2,30,37.0,10,1,0
1385,1,0,3,30,,0,2,0
448,0,1,2,45,18.0,15,3,0
625,0,1,2,10,15.0,14,2,0
2138,0,1,2,30,15.0,26,2,0
1212,0,1,2,20,27.0,11,1,0
1297,0,0,3,25,42.0,0,3,0
915,1,0,2,15,30.0,5,2,0
1898,0,0,2,30,36.0,12,1,0
1785,0,0,2,20,44.0,1,3,2
1678,0,1,2,60,33.0,15,1,0
1132,0,0,2,20,,12,1,0
1132,0,0,2,30,25.0,5,1,0
915,0,1,2,40,18.0,23,1,0
1132,1,1,3,10,10.0,0,1,0
