,Identificador_Agricultor,Estimativa_de_Insetos,Tipo_de_Cultivo,Tipo_de_Solo,Categoria_Pesticida,Doses_Semana,Semanas_Utilizando,Semanas_Sem_Uso,Temporada
84216,SCROP84217,410,1,1,3,30,24.0,0,3
84217,SCROP84218,411,1,1,3,35,26.0,0,2
84218,SCROP84219,410,1,1,3,15,22.0,0,2
84219,SCROP84220,448,1,0,3,5,15.0,0,1
84220,SCROP84221,448,1,0,3,10,11.0,0,2
84221,SCROP84222,448,1,0,3,35,20.0,0,3
84222,SCROP84223,448,1,0,3,35,27.0,0,2
84223,SCROP84224,448,1,0,3,40,35.0,0,1
84224,SCROP84225,448,1,1,3,5,8.0,0,1
84225,SCROP84226,448,1,1,3,20,34.0,0,1
84226,SCROP84227,448,1,1,3,45,28.0,0,2
84227,SCROP84228,448,1,1,3,50,24.0,0,1
84228,SCROP84229,488,1,0,3,10,12.0,0,1
84229,SCROP84230,488,1,0,3,15,34.0,0,2
84230,SCROP84231,488,1,0,3,25,12.0,0,3
84231,SCROP84232,488,1,0,3,10,19.0,0,3
84232,SCROP84233,488,1,1,3,10,26.0,0,3
84233,SCROP84234,488,1,1,3,10,28.0,0,2
84234,SCROP84235,488,1,1,3,25,30.0,0,2
84235,SCROP84236,488,1,1,3,40,19.0,0,1
84236,SCROP84237,488,1,1,3,45,35.0,0,3
84237,SCROP84238,488,1,1,3,50,33.0,0,2
84238,SCROP84239,531,1,0,3,5,31.0,0,2
84239,SCROP84240,531,1,0,3,5,33.0,0,1
84240,SCROP84241,531,1,0,3,60,37.0,0,2
84241,SCROP84242,531,1,1,3,10,33.0,0,1
84242,SCROP84243,531,1,1,3,25,24.0,0,1
84243,SCROP84244,531,1,1,3,35,30.0,0,2
84244,SCROP84245,577,1,0,3,5,36.0,0,2
84245,SCROP84246,577,1,0,3,15,23.0,0,2
84246,SCROP84247,577,1,0,3,20,35.0,0,2
84247,SCROP84248,577,1,0,3,5,30.0,0,3
84248,SCROP84249,577,1,0,3,25,,0,2
84249,SCROP84250,577,1,1,3,5,5.0,0,2
84250,SCROP84251,577,1,1,3,15,30.0,0,2
84251,SCROP84252,577,1,1,3,35,25.0,0,2
84252,SCROP84253,577,1,1,3,60,31.0,0,3
84253,SCROP84254,625,1,0,3,5,,0,2
84254,SCROP84255,626,1,0,3,10,40.0,0,3
84255,SCROP84256,625,1,0,3,25,32.0,0,2
84256,SCROP84257,625,1,0,3,30,22.0,0,1
84257,SCROP84258,626,1,0,3,30,32.0,0,1
84258,SCROP84259,625,1,0,3,40,34.0,0,2
84259,SCROP84260,625,1,1,3,20,40.0,0,1
84260,SCROP84261,626,1,1,3,60,,0,1
84261,SCROP84262,626,1,1,3,10,25.0,0,1
84262,SCROP84263,626,1,1,3,40,,0,2
84263,SCROP84264,677,1,0,3,10,22.0,0,2
84264,SCROP84265,677,1,0,3,40,34.0,0,2
84265,SCROP84266,677,1,1,3,10,12.0,0,1
84266,SCROP84267,677,1,1,3,10,32.0,0,2
84267,SCROP84268,677,1,1,3,50,19.0,0,1
84268,SCROP84269,677,1,1,3,55,34.0,0,1
84269,SCROP84270,677,1,1,3,60,37.0,0,2
84270,SCROP84271,732,1,0,3,10,38.0,0,2
84271,SCROP84272,731,1,0,3,15,26.0,0,3
84272,SCROP84273,731,1,0,3,20,18.0,0,3
84273,SCROP84274,731,1,0,3,25,28.0,0,1
84274,SCROP84275,732,1,0,3,40,28.0,0,1
84275,SCROP84276,732,1,0,3,60,41.0,0,2
84276,SCROP84277,731,1,1,3,15,38.0,0,3
84277,SCROP84278,731,1,1,3,30,,0,2
84278,SCROP84279,789,1,0,3,10,35.0,0,1
84279,SCROP84280,789,1,1,3,5,6.0,0,3
84280,SCROP84281,789,1,1,3,5,23.0,0,1
84281,SCROP84282,789,1,1,3,5,32.0,0,2
84282,SCROP84283,789,1,1,3,10,,0,2
84283,SCROP84284,789,1,1,3,20,10.0,0,3
84284,SCROP84285,789,1,1,3,20,12.0,0,2
84285,SCROP84286,789,1,1,3,20,42.0,0,2
84286,SCROP84287,790,1,1,3,20,36.0,0,3
84287,SCROP84288,851,1,0,3,5,,0,2
84288,SCROP84289,851,1,0,3,20,20.0,0,2
84289,SCROP84290,851,1,0,3,30,37.0,0,2
84290,SCROP84291,851,1,0,3,20,,0,2
84291,SCROP84292,851,1,0,3,30,34.0,0,2
84292,SCROP84293,851,1,1,3,15,13.0,0,2
84293,SCROP84294,851,1,1,3,20,44.0,0,2
84294,SCROP84295,851,1,1,3,10,40.0,0,2
84295,SCROP84296,916,1,0,3,20,,0,2
84296,SCROP84297,915,1,0,3,30,35.0,0,1
84297,SCROP84298,916,1,0,3,35,38.0,0,2
84298,SCROP84299,916,1,1,3,10,38.0,0,2
84299,SCROP84300,915,1,1,3,20,30.0,0,2
84300,SCROP84301,915,1,1,3,30,40.0,0,1
84301,SCROP84302,916,1,1,3,20,40.0,0,2
84302,SCROP84303,984,1,0,3,30,23.0,0,2
84303,SCROP84304,984,1,0,3,30,30.0,0,2
84304,SCROP84305,984,1,0,3,35,,0,2
84305,SCROP84306,984,1,0,3,35,,0,2
84306,SCROP84307,984,1,1,3,20,15.0,0,3
84307,SCROP84308,984,1,1,3,20,36.0,0,2
84308,SCROP84309,984,1,1,3,40,32.0,0,3
84309,SCROP84310,1056,1,0,3,5,,0,2
84310,SCROP84311,1056,1,0,3,10,44.0,0,3
84311,SCROP84312,1056,1,0,3,60,40.0,0,1
84312,SCROP84313,1056,1,0,3,20,35.0,0,2
84313,SCROP84314,1056,1,1,3,15,34.0,0,3
84314,SCROP84315,1056,1,1,3,20,25.0,0,2
84315,SCROP84316,1056,1,1,3,25,27.0,0,2
84316,SCROP84317,1056,1,1,3,40,17.0,0,1
84317,SCROP84318,1056,1,1,3,50,36.0,0,2
84318,SCROP84319,1056,1,1,3,30,42.0,0,2
84319,SCROP84320,1132,1,0,3,5,34.0,0,2
84320,SCROP84321,1132,1,0,3,10,10.0,0,1
84321,SCROP84322,1132,1,0,3,10,34.0,0,2
84322,SCROP84323,1132,1,0,3,20,36.0,0,2
84323,SCROP84324,1132,1,0,3,40,28.0,0,3
84324,SCROP84325,1132,1,0,3,40,32.0,0,3
84325,SCROP84326,1132,1,0,3,20,39.0,0,3
84326,SCROP84327,1132,1,1,3,5,43.0,0,1
84327,SCROP84328,1132,1,1,3,10,32.0,0,3
84328,SCROP84329,1132,1,1,3,15,18.0,0,3
84329,SCROP84330,1132,1,1,3,20,27.0,0,2
84330,SCROP84331,1132,1,1,3,35,32.0,0,2
84331,SCROP84332,1132,1,1,3,40,25.0,0,2
84332,SCROP84333,1132,1,1,3,40,39.0,0,2
84333,SCROP84334,1132,1,1,3,20,39.0,0,3
84334,SCROP84335,1132,1,1,3,20,30.0,0,2
84335,SCROP84336,1212,1,0,3,5,15.0,0,2
84336,SCROP84337,1212,1,0,3,10,,0,2
84337,SCROP84338,1212,1,0,3,10,31.0,0,2
84338,SCROP84339,1212,1,0,3,20,33.0,0,3
84339,SCROP84340,1212,1,0,3,30,47.0,0,2
84340,SCROP84341,1212,1,0,3,40,38.0,0,1
84341,SCROP84342,1212,1,0,3,30,40.0,0,1
84342,SCROP84343,1212,1,0,3,20,39.0,0,1
84343,SCROP84344,1212,1,0,3,20,43.0,0,1
84344,SCROP84345,1212,1,1,3,30,29.0,0,2
84345,SCROP84346,1212,1,1,3,35,39.0,0,2
84346,SCROP84347,1212,1,1,3,40,21.0,0,3
84347,SCROP84348,1212,1,1,3,40,37.0,0,1
84348,SCROP84349,1297,1,0,3,5,15.0,0,1
84349,SCROP84350,1296,1,0,3,5,36.0,0,3
84350,SCROP84351,1296,1,0,3,5,39.0,0,1
84351,SCROP84352,1297,1,0,3,10,10.0,0,1
84352,SCROP84353,1296,1,0,3,10,23.0,0,2
84353,SCROP84354,1297,1,0,3,20,34.0,0,3
84354,SCROP84355,1296,1,0,3,25,21.0,0,2
84355,SCROP84356,1296,1,0,3,25,39.0,0,2
84356,SCROP84357,1297,1,0,3,40,34.0,0,2
84357,SCROP84358,1297,1,0,3,60,38.0,0,2
84358,SCROP84359,1296,1,0,3,30,37.0,0,1
84359,SCROP84360,1297,1,0,3,5,38.0,0,2
84360,SCROP84361,1296,1,1,3,10,19.0,0,2
84361,SCROP84362,1297,1,1,3,40,35.0,0,2
84362,SCROP84363,1296,1,1,3,40,43.0,0,3
84363,SCROP84364,1385,1,0,3,10,36.0,0,2
84364,SCROP84365,1385,1,0,3,15,38.0,0,2
84365,SCROP84366,1385,1,0,3,30,27.0,0,2
84366,SCROP84367,1385,1,0,3,35,30.0,0,2
84367,SCROP84368,1385,1,1,3,10,10.0,0,1
84368,SCROP84369,1385,1,1,3,20,39.0,0,3
84369,SCROP84370,1385,1,1,3,25,47.0,0,2
84370,SCROP84371,1385,1,1,3,20,28.0,0,2
84371,SCROP84372,1385,1,1,3,30,40.0,0,2
84372,SCROP84373,1478,1,0,3,5,21.0,0,2
84373,SCROP84374,1478,1,0,3,15,39.0,0,1
84374,SCROP84375,1478,1,0,3,15,,0,3
84375,SCROP84376,1478,1,0,3,20,30.0,0,3
84376,SCROP84377,1478,1,0,3,60,46.0,0,2
84377,SCROP84378,1478,1,0,3,30,42.0,0,3
84378,SCROP84379,1478,1,1,3,15,20.0,0,3
84379,SCROP84380,1478,1,1,3,20,23.0,0,2
84380,SCROP84381,1478,1,1,3,40,51.0,0,1
84381,SCROP84382,1575,1,0,3,10,53.0,0,2
84382,SCROP84383,1576,1,0,3,15,35.0,0,3
84383,SCROP84384,1576,1,0,3,25,33.0,0,3
84384,SCROP84385,1576,1,0,3,35,30.0,0,2
84385,SCROP84386,1575,1,0,3,20,46.0,0,2
84386,SCROP84387,1575,1,0,3,5,33.0,0,2
84387,SCROP84388,1576,1,1,3,10,,0,1
84388,SCROP84389,1575,1,1,3,15,12.0,0,3
84389,SCROP84390,1576,1,1,3,20,28.0,0,2
84390,SCROP84391,1576,1,1,3,20,30.0,0,1
84391,SCROP84392,1576,1,1,3,20,51.0,0,2
84392,SCROP84393,1576,1,1,3,30,35.0,0,1
84393,SCROP84394,1576,1,1,3,30,45.0,0,2
84394,SCROP84395,1678,1,0,3,20,31.0,0,2
84395,SCROP84396,1678,1,0,3,10,35.0,0,2
84396,SCROP84397,1678,1,1,3,40,50.0,0,2
84397,SCROP84398,1678,1,1,3,20,27.0,0,2
84398,SCROP84399,1785,1,0,3,40,53.0,0,3
84399,SCROP84400,1785,1,0,3,15,44.0,0,2
84400,SCROP84401,1785,1,0,3,20,30.0,0,2
84401,SCROP84402,1786,1,0,3,30,40.0,0,1
84402,SCROP84403,1785,1,1,3,5,13.0,0,1
84403,SCROP84404,1785,1,1,3,5,25.0,0,2
84404,SCROP84405,1785,1,1,3,5,,0,2
84405,SCROP84406,1785,1,1,3,5,48.0,0,2
84406,SCROP84407,1786,1,1,3,40,37.0,0,1
84407,SCROP84408,1786,1,1,3,40,,0,1
84408,SCROP84409,1786,1,1,3,20,50.0,0,2
84409,SCROP84410,1785,1,1,3,20,40.0,0,2
84410,SCROP84411,1786,1,1,3,25,47.0,0,2
84411,SCROP84412,1898,1,0,3,5,16.0,0,3
84412,SCROP84413,1898,1,0,3,10,53.0,0,2
84413,SCROP84414,1898,1,0,3,15,43.0,0,3
84414,SCROP84415,1898,1,0,3,20,27.0,0,3
84415,SCROP84416,1898,1,0,3,10,30.0,0,2
84416,SCROP84417,1898,1,0,3,30,,0,2
84417,SCROP84418,1898,1,1,3,30,27.0,0,1
84418,SCROP84419,1898,1,1,3,40,48.0,0,3
84419,SCROP84420,1898,1,1,3,20,40.0,0,2
84420,SCROP84421,1898,1,1,3,20,,0,2
84421,SCROP84422,1898,1,1,3,10,50.0,0,1
84422,SCROP84423,1898,1,1,3,20,,0,3
84423,SCROP84424,2015,1,0,3,5,52.0,0,1
84424,SCROP84425,2015,1,0,3,15,40.0,0,2
84425,SCROP84426,2015,1,0,3,20,37.0,0,2
84426,SCROP84427,2015,1,0,3,30,,0,2
84427,SCROP84428,2016,1,1,3,10,,0,1
84428,SCROP84429,2016,1,1,3,25,55.0,0,1
84429,SCROP84430,2015,1,1,3,30,,0,1
84430,SCROP84431,2015,1,1,3,40,53.0,0,2
84431,SCROP84432,2016,1,1,3,15,47.0,0,2
84432,SCROP84433,2016,1,1,3,40,,0,2
84433,SCROP84434,2138,1,0,3,5,42.0,0,2
84434,SCROP84435,2139,1,0,3,30,52.0,0,2
84435,SCROP84436,2139,1,0,3,45,49.0,0,1
84436,SCROP84437,2139,1,1,3,15,20.0,0,2
84437,SCROP84438,2139,1,1,3,40,51.0,0,1
84438,SCROP84439,2139,1,1,3,50,52.0,0,1
84439,SCROP84440,2138,1,1,3,10,30.0,0,1
84440,SCROP84441,2138,1,1,3,30,48.0,0,1
84441,SCROP84442,2138,1,1,3,20,,0,3
84442,SCROP84443,2267,1,0,3,10,19.0,0,1
84443,SCROP84444,2267,1,0,3,15,45.0,0,2
84444,SCROP84445,2267,1,1,3,20,46.0,0,1
84445,SCROP84446,2267,1,1,3,25,53.0,0,1
84446,SCROP84447,2402,1,0,3,20,30.0,0,2
84447,SCROP84448,2401,1,0,3,30,49.0,0,2
84448,SCROP84449,2402,1,0,3,20,,0,1
84449,SCROP84450,2402,1,1,3,30,37.0,0,2
84450,SCROP84451,2402,1,1,3,40,40.0,0,2
84451,SCROP84452,2402,1,1,3,20,35.0,0,3
84452,SCROP84453,2401,1,1,3,20,53.0,0,3
84453,SCROP84454,2541,1,0,3,5,53.0,0,2
84454,SCROP84455,2541,1,0,3,10,51.0,0,1
84455,SCROP84456,2541,1,0,3,15,47.0,0,2
84456,SCROP84457,2541,1,0,3,15,51.0,0,2
84457,SCROP84458,2541,1,0,3,15,49.0,0,3
84458,SCROP84459,2541,1,1,3,15,35.0,0,2
84459,SCROP84460,2541,1,1,3,20,25.0,0,2
84460,SCROP84461,2687,1,0,3,10,54.0,0,3
84461,SCROP84462,2688,1,0,3,20,35.0,0,1
84462,SCROP84463,2688,1,1,3,15,42.0,0,1
84463,SCROP84464,2688,1,1,3,15,47.0,0,2
84464,SCROP84465,2840,1,0,3,10,,0,1
84465,SCROP84466,2999,1,0,3,20,52.0,0,1
84466,SCROP84467,2999,1,1,3,5,44.0,0,2
84467,SCROP84468,2999,1,1,3,20,42.0,0,1
84468,SCROP84469,2999,1,1,3,30,56.0,0,2
84469,SCROP84470,3164,1,0,3,5,35.0,0,1
84470,SCROP84471,3165,1,0,3,20,54.0,0,2
84471,SCROP84472,3165,1,0,3,40,45.0,0,1
84472,SCROP84473,3164,1,1,3,15,30.0,0,2
84473,SCROP84474,3516,1,0,3,10,42.0,0,1
84474,SCROP84475,3516,1,0,3,20,50.0,0,3
84475,SCROP84476,3516,1,1,3,5,27.0,0,2
84476,SCROP84477,3516,1,1,3,10,38.0,0,2
84477,SCROP84478,3702,1,0,3,15,54.0,0,3
84478,SCROP84479,3895,1,0,3,10,60.0,0,2
84479,SCROP84480,3895,1,0,3,10,50.0,0,1
84480,SCROP84481,3895,1,1,3,20,,0,1
84481,SCROP84482,3896,1,1,3,10,60.0,0,2
84482,SCROP84483,4096,1,1,3,20,,0,1
84483,SCROP84484,151,0,0,2,50,17.0,0,1
84484,SCROP84485,168,0,0,2,15,14.0,4,1
84485,SCROP84486,188,0,0,2,30,12.0,6,1
84486,SCROP84487,209,0,0,2,20,17.0,3,3
84487,SCROP84488,209,0,0,2,35,17.0,6,2
84488,SCROP84489,232,0,0,2,20,21.0,4,2
84489,SCROP84490,232,0,0,2,30,18.0,5,2
84490,SCROP84491,283,0,0,2,30,20.0,6,2
84491,SCROP84492,283,0,0,2,60,,4,2
84492,SCROP84493,312,0,0,2,40,15.0,8,2
84493,SCROP84494,311,0,0,2,40,21.0,10,1
84494,SCROP84495,312,0,0,2,50,29.0,0,3
84495,SCROP84496,375,0,0,2,5,26.0,4,3
84496,SCROP84497,375,0,0,2,35,26.0,4,1
84497,SCROP84498,411,0,0,2,20,18.0,9,1
84498,SCROP84499,410,0,0,2,20,29.0,1,1
84499,SCROP84500,410,0,0,2,30,,6,2
84500,SCROP84501,410,0,0,2,30,25.0,0,2
84501,SCROP84502,411,0,0,2,40,28.0,3,2
84502,SCROP84503,410,0,0,2,60,26.0,1,2
84503,SCROP84504,410,0,0,2,60,28.0,0,2
84504,SCROP84505,448,0,0,2,15,11.0,16,3
84505,SCROP84506,448,0,0,2,20,18.0,9,2
84506,SCROP84507,448,0,0,2,25,17.0,10,2
84507,SCROP84508,448,0,0,2,30,6.0,16,3
84508,SCROP84509,448,0,0,2,30,25.0,4,1
84509,SCROP84510,448,0,0,2,35,24.0,6,1
84510,SCROP84511,488,0,0,2,5,19.0,12,1
84511,SCROP84512,488,0,0,2,15,10.0,12,1
84512,SCROP84513,488,0,0,2,20,,7,2
84513,SCROP84514,488,0,0,2,20,15.0,15,2
84514,SCROP84515,488,0,0,2,20,18.0,10,1
84515,SCROP84516,488,0,0,2,20,,8,2
84516,SCROP84517,488,0,0,2,20,21.0,7,2
84517,SCROP84518,488,0,0,2,25,31.0,0,2
84518,SCROP84519,488,0,0,2,30,,10,2
84519,SCROP84520,488,0,0,2,40,27.0,5,3
84520,SCROP84521,488,0,0,2,50,26.0,9,1
84521,SCROP84522,488,0,0,2,60,25.0,4,2
84522,SCROP84523,531,0,0,2,15,13.0,14,2
84523,SCROP84524,531,0,0,2,20,23.0,11,2
84524,SCROP84525,531,0,0,2,20,24.0,7,3
84525,SCROP84526,531,0,0,2,20,24.0,10,1
84526,SCROP84527,531,0,0,2,20,31.0,2,2
84527,SCROP84528,531,0,0,2,25,15.0,17,2
84528,SCROP84529,531,0,0,2,25,24.0,10,1
84529,SCROP84530,531,0,0,2,25,30.0,2,2
84530,SCROP84531,531,0,0,2,30,20.0,16,3
84531,SCROP84532,531,0,0,2,30,27.0,5,1
84532,SCROP84533,531,0,0,2,35,27.0,6,1
84533,SCROP84534,531,0,0,2,45,29.0,3,1
84534,SCROP84535,531,0,0,2,50,23.0,16,2
84535,SCROP84536,531,0,0,2,55,19.0,15,2
84536,SCROP84537,531,0,0,2,60,,1,2
84537,SCROP84538,577,0,0,2,10,20.0,11,1
84538,SCROP84539,577,0,0,2,10,22.0,13,1
84539,SCROP84540,577,0,0,2,10,29.0,5,3
84540,SCROP84541,577,0,0,2,20,,16,2
84541,SCROP84542,577,0,0,2,30,16.0,14,3
84542,SCROP84543,577,0,0,2,35,32.0,3,2
84543,SCROP84544,577,0,0,2,40,28.0,6,1
84544,SCROP84545,577,0,0,2,40,29.0,5,2
84545,SCROP84546,577,0,0,2,50,,6,1
84546,SCROP84547,577,0,0,2,50,29.0,6,3
84547,SCROP84548,577,0,0,2,60,22.0,6,1
84548,SCROP84549,625,0,0,2,15,14.0,20,3
84549,SCROP84550,625,0,0,2,15,30.0,2,2
84550,SCROP84551,625,0,0,2,20,14.0,17,2
84551,SCROP84552,625,0,0,2,20,16.0,18,1
84552,SCROP84553,625,0,0,2,20,20.0,14,2
84553,SCROP84554,626,0,0,2,20,22.0,8,2
84554,SCROP84555,625,0,0,2,20,26.0,12,3
84555,SCROP84556,625,0,0,2,25,22.0,12,2
84556,SCROP84557,625,0,0,2,25,34.0,1,2
84557,SCROP84558,625,0,0,2,35,23.0,1,3
84558,SCROP84559,625,0,0,2,40,27.0,3,3
84559,SCROP84560,625,0,0,2,45,17.0,14,2
84560,SCROP84561,625,0,0,2,45,33.0,3,1
84561,SCROP84562,626,0,0,2,50,25.0,13,1
84562,SCROP84563,626,0,0,2,60,20.0,11,2
84563,SCROP84564,626,0,0,2,60,26.0,5,1
84564,SCROP84565,625,0,0,2,80,30.0,0,1
84565,SCROP84566,677,0,0,2,10,9.0,21,3
84566,SCROP84567,677,0,0,2,10,29.0,6,2
84567,SCROP84568,677,0,0,2,15,14.0,20,1
84568,SCROP84569,677,0,0,2,15,21.0,11,1
84569,SCROP84570,677,0,0,2,15,33.0,1,2
84570,SCROP84571,677,0,0,2,20,12.0,18,2
84571,SCROP84572,677,0,0,2,20,16.0,19,2
84572,SCROP84573,677,0,0,2,20,19.0,17,1
84573,SCROP84574,677,0,0,2,20,25.0,17,2
84574,SCROP84575,677,0,0,2,60,27.0,11,1
84575,SCROP84576,677,0,0,2,60,29.0,11,1
84576,SCROP84577,677,0,0,2,80,23.0,11,1
84577,SCROP84578,731,0,0,2,5,11.0,20,2
84578,SCROP84579,731,0,0,2,10,,22,3
84579,SCROP84580,731,0,0,2,10,17.0,17,2
84580,SCROP84581,731,0,0,2,10,,8,2
84581,SCROP84582,731,0,0,2,20,36.0,2,3
84582,SCROP84583,732,0,0,2,25,28.0,2,1
84583,SCROP84584,731,0,0,2,30,16.0,16,1
84584,SCROP84585,731,0,0,2,40,20.0,2,3
84585,SCROP84586,731,0,0,2,40,29.0,5,2
84586,SCROP84587,731,0,0,2,50,33.0,4,2
84587,SCROP84588,790,0,0,2,5,15.0,15,2
84588,SCROP84589,789,0,0,2,10,24.0,11,1
84589,SCROP84590,789,0,0,2,10,24.0,15,2
84590,SCROP84591,789,0,0,2,20,11.0,23,3
84591,SCROP84592,790,0,0,2,20,19.0,17,1
84592,SCROP84593,790,0,0,2,20,19.0,18,1
84593,SCROP84594,789,0,0,2,20,20.0,9,2
84594,SCROP84595,790,0,0,2,20,30.0,11,1
84595,SCROP84596,790,0,0,2,20,,7,2
84596,SCROP84597,789,0,0,2,20,35.0,6,3
84597,SCROP84598,790,0,0,2,40,19.0,17,1
84598,SCROP84599,789,0,0,2,40,21.0,14,1
84599,SCROP84600,789,0,0,2,40,,0,3
84600,SCROP84601,789,0,0,2,60,27.0,11,2
84601,SCROP84602,790,0,0,2,60,34.0,11,2
84602,SCROP84603,789,0,0,2,60,36.0,1,3
84603,SCROP84604,789,0,0,2,30,20.0,13,2
84604,SCROP84605,789,0,0,2,50,,4,1
84605,SCROP84606,789,0,0,2,5,,8,3
84606,SCROP84607,851,0,0,2,5,13.0,24,2
84607,SCROP84608,850,0,0,2,5,20.0,8,1
84608,SCROP84609,851,0,0,2,10,14.0,22,3
84609,SCROP84610,851,0,0,2,10,,19,2
84610,SCROP84611,851,0,0,2,10,23.0,9,2
84611,SCROP84612,851,0,0,2,10,28.0,6,2
84612,SCROP84613,851,0,0,2,15,15.0,19,3
84613,SCROP84614,850,0,0,2,20,12.0,21,1
84614,SCROP84615,851,0,0,2,20,,16,1
84615,SCROP84616,851,0,0,2,20,30.0,7,2
84616,SCROP84617,851,0,0,2,20,34.0,9,1
84617,SCROP84618,851,0,0,2,25,32.0,10,2
84618,SCROP84619,851,0,0,2,25,37.0,0,2
84619,SCROP84620,851,0,0,2,30,21.0,11,2
84620,SCROP84621,850,0,0,2,30,26.0,12,2
84621,SCROP84622,851,0,0,2,30,34.0,4,2
84622,SCROP84623,851,0,0,2,30,35.0,8,2
84623,SCROP84624,851,0,0,2,40,20.0,19,2
84624,SCROP84625,851,0,0,2,40,28.0,9,3
84625,SCROP84626,851,0,0,2,50,20.0,24,1
84626,SCROP84627,851,0,0,2,50,42.0,0,2
84627,SCROP84628,851,0,0,2,60,22.0,12,1
84628,SCROP84629,851,0,0,2,60,30.0,14,2
84629,SCROP84630,851,0,0,2,80,33.0,8,2
84630,SCROP84631,851,0,0,2,90,32.0,9,1
84631,SCROP84632,851,0,0,2,30,33.0,6,2
84632,SCROP84633,915,0,0,2,20,31.0,8,2
84633,SCROP84634,915,0,0,2,15,30.0,7,1
84634,SCROP84635,916,0,0,2,15,30.0,9,2
84635,SCROP84636,915,0,0,2,15,38.0,1,1
84636,SCROP84637,916,0,0,2,20,22.0,16,2
84637,SCROP84638,915,0,0,2,20,30.0,13,3
84638,SCROP84639,915,0,0,2,25,26.0,15,2
84639,SCROP84640,916,0,0,2,25,34.0,6,3
84640,SCROP84641,915,0,0,2,30,24.0,19,3
84641,SCROP84642,916,0,0,2,40,19.0,22,1
84642,SCROP84643,915,0,0,2,40,29.0,10,1
84643,SCROP84644,916,0,0,2,40,30.0,10,1
84644,SCROP84645,916,0,0,2,40,32.0,9,1
84645,SCROP84646,916,0,0,2,40,33.0,10,2
84646,SCROP84647,916,0,0,2,40,37.0,6,2
84647,SCROP84648,915,0,0,2,50,25.0,17,1
84648,SCROP84649,916,0,0,2,60,17.0,8,3
84649,SCROP84650,916,0,0,2,70,27.0,13,2
84650,SCROP84651,916,0,0,2,60,30.0,10,2
84651,SCROP84652,915,0,0,2,40,35.0,3,3
84652,SCROP84653,915,0,0,2,50,38.0,1,3
84653,SCROP84654,984,0,0,2,10,26.0,12,2
84654,SCROP84655,984,0,0,2,15,22.0,16,2
84655,SCROP84656,984,0,0,2,20,,18,3
84656,SCROP84657,984,0,0,2,20,21.0,18,2
84657,SCROP84658,984,0,0,2,20,25.0,8,2
84658,SCROP84659,984,0,0,2,20,25.0,11,3
84659,SCROP84660,984,0,0,2,20,,5,3
84660,SCROP84661,984,0,0,2,20,28.0,2,1
84661,SCROP84662,984,0,0,2,20,28.0,13,2
84662,SCROP84663,984,0,0,2,25,33.0,14,2
84663,SCROP84664,984,0,0,2,30,28.0,12,1
84664,SCROP84665,984,0,0,2,35,37.0,1,2
84665,SCROP84666,984,0,0,2,40,14.0,26,1
84666,SCROP84667,984,0,0,2,40,15.0,16,1
84667,SCROP84668,984,0,0,2,40,19.0,18,3
84668,SCROP84669,984,0,0,2,40,20.0,11,2
84669,SCROP84670,984,0,0,2,40,23.0,12,2
84670,SCROP84671,984,0,0,2,40,26.0,15,3
84671,SCROP84672,984,0,0,2,40,35.0,6,1
84672,SCROP84673,984,0,0,2,40,40.0,2,1
84673,SCROP84674,984,0,0,2,60,30.0,10,2
84674,SCROP84675,984,0,0,2,60,37.0,6,2
84675,SCROP84676,984,0,0,2,30,30.0,11,1
84676,SCROP84677,984,0,0,2,20,37.0,3,2
84677,SCROP84678,1056,0,0,2,20,,12,3
84678,SCROP84679,1056,0,0,2,40,20.0,12,2
84679,SCROP84680,1056,0,0,2,5,37.0,0,2
84680,SCROP84681,1056,0,0,2,10,17.0,12,3
84681,SCROP84682,1056,0,0,2,10,27.0,12,2
84682,SCROP84683,1056,0,0,2,15,,7,3
84683,SCROP84684,1056,0,0,2,20,22.0,16,3
84684,SCROP84685,1056,0,0,2,20,24.0,1,1
84685,SCROP84686,1056,0,0,2,20,25.0,10,2
84686,SCROP84687,1056,0,0,2,20,30.0,11,1
84687,SCROP84688,1056,0,0,2,20,39.0,1,1
84688,SCROP84689,1056,0,0,2,25,11.0,0,2
84689,SCROP84690,1056,0,0,2,30,18.0,15,2
84690,SCROP84691,1056,0,0,2,30,23.0,16,2
84691,SCROP84692,1056,0,0,2,30,42.0,2,3
84692,SCROP84693,1056,0,0,2,35,28.0,13,1
84693,SCROP84694,1056,0,0,2,40,16.0,23,2
84694,SCROP84695,1056,0,0,2,40,32.0,3,1
84695,SCROP84696,1056,0,0,2,45,19.0,20,3
84696,SCROP84697,1056,0,0,2,50,29.0,10,2
84697,SCROP84698,1056,0,0,2,50,34.0,9,1
84698,SCROP84699,1056,0,0,2,50,35.0,6,2
84699,SCROP84700,1056,0,0,2,50,40.0,2,2
84700,SCROP84701,1056,0,0,2,60,19.0,17,2
84701,SCROP84702,1056,0,0,2,60,21.0,17,1
84702,SCROP84703,1056,0,0,2,60,29.0,12,1
84703,SCROP84704,1056,0,0,2,60,33.0,4,2
84704,SCROP84705,1056,0,0,2,80,27.0,14,3
84705,SCROP84706,1132,0,0,2,5,25.0,14,1
84706,SCROP84707,1132,0,0,2,10,,18,1
84707,SCROP84708,1132,0,0,2,10,20.0,20,2
84708,SCROP84709,1132,0,0,2,10,29.0,10,1
84709,SCROP84710,1132,0,0,2,10,49.0,0,2
